#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:2649778-2650638|- -            287 20420                -            282  5.5e-169  558.0   0.4   1   1  1.8e-171  6.2e-169  557.8   0.4     1   281     1   281     1   282 1.00 tig00000001_2568 # 2649778 # 2650638 # -1 # ID=1_2568;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001:2670376-2671686|- -            437 20420                -            282   1.7e-15   54.4   0.0   1   2   1.3e-10   4.5e-08   30.0   0.0   125   175     8    61     4    72 0.89 tig00000001_2591 # 2670376 # 2671686 # -1 # ID=1_2591;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001:2670376-2671686|- -            437 20420                -            282   1.7e-15   54.4   0.0   2   2   5.1e-08   1.8e-05   21.5   0.0    16   157    75   211    66   254 0.76 tig00000001_2591 # 2670376 # 2671686 # -1 # ID=1_2591;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001:1814927-1815826|+ -            300 20420                -            282   5.8e-11   39.5   0.1   1   2     5e-13   1.7e-10   37.9   0.1   125   180    11    69     5    81 0.83 tig00000001_1741 # 1814927 # 1815826 # 1 # ID=1_1741;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001:1814927-1815826|+ -            300 20420                -            282   5.8e-11   39.5   0.1   2   2      0.92   3.2e+02   -2.3   0.0    50    94   114   160    78   165 0.51 tig00000001_1741 # 1814927 # 1815826 # 1 # ID=1_1741;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001:643408-644805|-   -            466 20420                -            282   3.1e-07   27.3   1.5   1   2   2.1e-07   7.2e-05   19.5   0.1   108   175   215   285   130   298 0.82 tig00000001_588 # 643408 # 644805 # -1 # ID=1_588;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001:643408-644805|-   -            466 20420                -            282   3.1e-07   27.3   1.5   2   2    0.0015      0.52    6.9   0.1    25    86   308   369   297   384 0.76 tig00000001_588 # 643408 # 644805 # -1 # ID=1_588;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001:51058-52167|-     -            370 20420                -            282   3.1e-07   27.3   0.1   1   1   1.8e-09   6.2e-07   26.3   0.1    32   188    82   237    72   257 0.74 tig00000001_39 # 51058 # 52167 # -1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.402
tig00000001:2172380-2172967|+ -            196 20420                -            282   4.7e-07   26.7   0.0   1   1   2.2e-09   7.7e-07   26.0   0.0   127   186    30    90    25   133 0.83 tig00000001_2102 # 2172380 # 2172967 # 1 # ID=1_2102;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000001:637568-638668|-   -            367 20420                -            282   0.00075   16.2   0.1   1   2   1.4e-05    0.0049   13.5   0.0   120   152     2    33     1    39 0.79 tig00000001_582 # 637568 # 638668 # -1 # ID=1_582;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
tig00000001:637568-638668|-   -            367 20420                -            282   0.00075   16.2   0.1   2   2      0.19        65   -0.0   0.0    50   102   199   256   193   275 0.67 tig00000001_582 # 637568 # 638668 # -1 # ID=1_582;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
