# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at1350	Complete	NZ_CP014529.1	1581236	1583881	+	1821.9	879
444at1350	Complete	NZ_CP014529.1	345396	343102	-	1457.1	745
596at1350	Complete	NZ_CP014529.1	1046568	1048466	+	980.4	636
599at1350	Complete	NZ_CP014529.1	880868	882877	+	1450.9	663
705at1350	Complete	NZ_CP014529.1	2155378	2153438	-	1423.7	645
814at1350	Complete	NZ_CP014529.1	1517541	1515736	-	1121.3	601
826at1350	Complete	NZ_CP014529.1	2760025	2758124	-	1370.5	631
837at1350	Complete	NZ_CP014529.1	1087683	1090040	+	1519.7	783
1249at1350	Complete	NZ_CP014529.1	2012157	2010271	-	1182.6	625
1360at1350	Duplicated	NZ_CP014529.1	40648	39083	-	1146.5	518
1360at1350	Duplicated	NZ_CP014530.1	95001	96614	+	1125.5	508
1424at1350	Complete	NZ_CP014529.1	1764267	1765973	+	1061.9	558
1507at1350	Complete	NZ_CP014529.1	823992	825629	+	1028.2	530
1547at1350	Complete	NZ_CP014529.1	1923833	1922298	-	1000.7	509
1593at1350	Complete	NZ_CP014529.1	1899683	1897911	-	1020.2	574
1614at1350	Complete	NZ_CP014529.1	1260734	1258998	-	871.4	562
1719at1350	Complete	NZ_CP014529.1	1859571	1856044	-	1798.2	1145
1737at1350	Complete	NZ_CP014529.1	1056335	1057711	+	1033.9	457
2136at1350	Complete	NZ_CP014529.1	1360835	1362184	+	893.8	447
2159at1350	Complete	NZ_CP014529.1	15033	16325	+	986.3	430
2257at1350	Complete	NZ_CP014529.1	814421	816280	+	1040.3	591
2313at1350	Complete	NZ_CP014529.1	920215	921546	+	894.1	442
2389at1350	Complete	NZ_CP014529.1	2027747	2026344	-	724.4	457
2522at1350	Complete	NZ_CP014529.1	1876389	1874014	-	1349.2	772
2597at1350	Complete	NZ_CP014529.1	1210388	1213177	+	1507.7	916
2754at1350	Complete	NZ_CP014529.1	51427	52593	+	855.2	388
2768at1350	Complete	NZ_CP014529.1	653828	655123	+	951.5	429
2823at1350	Complete	NZ_CP014529.1	71252	72547	+	900.7	431
2925at1350	Complete	NZ_CP014529.1	1578308	1579642	+	939.7	442
2954at1350	Complete	NZ_CP014529.1	2174674	2173439	-	838.9	411
3075at1350	Complete	NZ_CP014529.1	202397	201222	-	796.2	386
3237at1350	Complete	NZ_CP014529.1	2235870	2234650	-	638.0	393
3315at1350	Complete	NZ_CP014529.1	1793094	1791745	-	908.5	447
3330at1350	Complete	NZ_CP014529.1	2380812	2379520	-	897.8	428
3398at1350	Complete	NZ_CP014529.1	890123	889014	-	805.3	368
3592at1350	Complete	NZ_CP014529.1	1463477	1464652	+	825.7	400
3609at1350	Complete	NZ_CP014529.1	1132955	1131849	-	699.5	364
3625at1350	Complete	NZ_CP014529.1	2371448	2368320	-	1101.3	1000
3786at1350	Complete	NZ_CP014529.1	2242267	2241239	-	706.3	342
3809at1350	Complete	NZ_CP014529.1	2304402	2303086	-	582.1	423
3841at1350	Complete	NZ_CP014529.1	187927	189048	+	659.4	371
3845at1350	Complete	NZ_CP014529.1	492433	493554	+	845.3	373
3920at1350	Complete	NZ_CP014529.1	476731	475535	-	798.2	390
4084at1350	Complete	NZ_CP014529.1	1540922	1542295	+	832.4	449
4260at1350	Complete	NZ_CP014529.1	1934027	1932903	-	732.2	371
