ID or #		Start	End	Type	Contig
==================================================
NZ_CP014529.1:1..2765010		1	2765010	partial	tig00000001_pilon_pilon:648398-1888356,tig00000001_pilon_pilon:1889707-1888357,tig00000001_pilon_pilon:1889708-2775212,tig00000001_pilon_pilon:1-648397
gene-EfmE745_RS00005		1	1335	complete	tig00000001_pilon_pilon:648398-649732
gene-EfmE745_RS00010		1533	2663	complete	tig00000001_pilon_pilon:649930-651060
gene-EfmE745_RS00015		2892	3134	complete	tig00000001_pilon_pilon:651289-651531
gene-EfmE745_RS00020		3121	4245	complete	tig00000001_pilon_pilon:651518-652642
gene-EfmE745_RS00025		4242	6188	complete	tig00000001_pilon_pilon:652639-654585
gene-EfmE745_RS00030		6208	8679	complete	tig00000001_pilon_pilon:654605-657076
gene-EfmE745_RS00035		8915	9214	complete	tig00000001_pilon_pilon:657312-657611
gene-EfmE745_RS00040		9264	9776	complete	tig00000001_pilon_pilon:657661-658173
gene-EfmE745_RS00045		9802	10038	complete	tig00000001_pilon_pilon:658199-658435
gene-EfmE745_RS00050		10181	12154	complete	tig00000001_pilon_pilon:658578-660551
gene-EfmE745_RS00055		12160	12612	complete	tig00000001_pilon_pilon:660557-661009
gene-EfmE745_RS00060		12886	14253	complete	tig00000001_pilon_pilon:661283-662650
gene-EfmE745_RS00065		15033	16325	complete	tig00000001_pilon_pilon:663430-664722
gene-EfmE745_RS00070		17112	17975	complete	tig00000001_pilon_pilon:665509-666372
gene-EfmE745_RS00075		18104	19726	complete	tig00000001_pilon_pilon:666501-668123
gene-EfmE745_RS00080		19975	20496	complete	tig00000001_pilon_pilon:668372-668893
gene-EfmE745_RS00085		20682	22412	complete	tig00000001_pilon_pilon:669079-670809
gene-EfmE745_RS00090		22577	23395	complete	tig00000001_pilon_pilon:670974-671792
gene-EfmE745_RS00095		23498	23695	complete	tig00000001_pilon_pilon:671895-672092
gene-EfmE745_RS00100		23864	24442	complete	tig00000001_pilon_pilon:672261-672839
gene-EfmE745_RS16835		24537	24674	complete	tig00000001_pilon_pilon:672934-673071
cds-WP_002294338.1		24537	24674	complete	tig00000001_pilon_pilon:672934-673071
gene-EfmE745_RS00110		25487	25990	complete	tig00000001_pilon_pilon:673884-674387
gene-EfmE745_RS00115		26349	27374	complete	tig00000001_pilon_pilon:674746-675771
gene-EfmE745_RS00120		27697	28575	complete	tig00000001_pilon_pilon:676094-676972
gene-EfmE745_RS16710		29051	29167	complete	tig00000001_pilon_pilon:677448-677564
gene-EfmE745_RS00125		30095	30433	complete	tig00000001_pilon_pilon:678492-678830
gene-EfmE745_RS00130		30527	30757	complete	tig00000001_pilon_pilon:678924-679154
gene-EfmE745_RS00135		31157	31528	complete	tig00000001_pilon_pilon:679554-679925
gene-EfmE745_RS00140		31802	32494	complete	tig00000001_pilon_pilon:680199-680891
gene-EfmE745_RS00145		32497	33282	complete	tig00000001_pilon_pilon:680894-681679
gene-EfmE745_RS00150		33519	34919	complete	tig00000001_pilon_pilon:681916-683316
gene-EfmE745_RS00155		34944	35261	complete	tig00000001_pilon_pilon:683341-683658
gene-EfmE745_RS00160		35274	36947	complete	tig00000001_pilon_pilon:683671-685344
gene-EfmE745_RS00165		36961	38592	complete	tig00000001_pilon_pilon:685358-686989
gene-EfmE745_RS00170		39083	40648	complete	tig00000001_pilon_pilon:687480-689045
gene-EfmE745_RS00175		40707	41630	complete	tig00000001_pilon_pilon:689104-690027
gene-EfmE745_RS00180		41826	42431	complete	tig00000001_pilon_pilon:690223-690828
gene-EfmE745_RS00185		42739	43755	complete	tig00000001_pilon_pilon:691136-692152
gene-EfmE745_RS00190		43896	45197	complete	tig00000001_pilon_pilon:692293-693594
gene-EfmE745_RS00195		45243	45905	complete	tig00000001_pilon_pilon:693640-694302
gene-EfmE745_RS00200		45926	46324	complete	tig00000001_pilon_pilon:694323-694721
gene-EfmE745_RS00205		46390	47472	complete	tig00000001_pilon_pilon:694787-695869
gene-EfmE745_RS00210		47684	49246	complete	tig00000001_pilon_pilon:696081-697643
gene-EfmE745_RS00215		49239	50372	complete	tig00000001_pilon_pilon:697636-698769
gene-EfmE745_RS00220		50372	51328	complete	tig00000001_pilon_pilon:698769-699725
gene-EfmE745_RS00225		51427	52593	complete	tig00000001_pilon_pilon:699824-700990
gene-EfmE745_RS00230		52617	53435	complete	tig00000001_pilon_pilon:701014-701832
gene-EfmE745_RS00235		53452	54159	complete	tig00000001_pilon_pilon:701849-702556
gene-EfmE745_RS00240		54457	55143	complete	tig00000001_pilon_pilon:702854-703540
gene-EfmE745_RS00245		55315	55896	complete	tig00000001_pilon_pilon:703712-704293
gene-EfmE745_RS00250		56029	56712	complete	tig00000001_pilon_pilon:704426-705109
gene-EfmE745_RS00255		57031	57444	complete	tig00000001_pilon_pilon:705428-705841
gene-EfmE745_RS00260		57528	57998	complete	tig00000001_pilon_pilon:705925-706395
gene-EfmE745_RS00265		58092	60179	complete	tig00000001_pilon_pilon:706489-708576
gene-EfmE745_RS00270		60351	61538	complete	tig00000001_pilon_pilon:708748-709935
gene-EfmE745_RS00275		61944	62252	complete	tig00000001_pilon_pilon:710341-710649
