# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at1350	Complete	NODE_1_length_385945_cov_86.278628	324976	327621	+	1821.9	879
444at1350	Complete	NODE_23_length_33126_cov_91.045387	2530	4824	+	1457.1	745
596at1350	Complete	NODE_5_length_185063_cov_65.589034	22815	24713	+	980.4	636
599at1350	Complete	NODE_8_length_133129_cov_72.724935	78417	76408	-	1450.9	663
705at1350	Complete	NODE_6_length_183174_cov_88.861183	85780	83840	-	1423.7	645
814at1350	Complete	NODE_1_length_385945_cov_86.278628	261282	259477	-	1121.3	601
826at1350	Complete	NODE_29_length_26158_cov_60.714258	19394	21295	+	1370.5	631
837at1350	Complete	NODE_5_length_185063_cov_65.589034	63930	66287	+	1519.7	783
1249at1350	Complete	NODE_9_length_122393_cov_64.141746	57284	59170	+	1182.6	625
1360at1350	Duplicated	NODE_16_length_62801_cov_61.371830	23677	22112	-	1146.5	518
1360at1350	Duplicated	NODE_3_length_223274_cov_181.317177	2	1567	+	1125.5	508
1424at1350	Complete	NODE_2_length_304403_cov_65.784473	182624	180918	-	1061.9	558
1507at1350	Complete	NODE_7_length_162800_cov_68.413407	161057	162694	+	1028.2	530
1547at1350	Complete	NODE_2_length_304403_cov_65.784473	23058	24593	+	1000.7	509
1593at1350	Complete	NODE_2_length_304403_cov_65.784473	47208	48980	+	1020.2	574
1614at1350	Complete	NODE_1_length_385945_cov_86.278628	4476	2740	-	871.4	562
1719at1350	Complete	NODE_2_length_304403_cov_65.784473	87320	90847	+	1798.2	1145
1737at1350	Complete	NODE_5_length_185063_cov_65.589034	32582	33958	+	1033.9	457
2136at1350	Complete	NODE_1_length_385945_cov_86.278628	104575	105924	+	893.8	447
2159at1350	Complete	NODE_43_length_1695_cov_58.453069	1506	214	-	986.3	430
2257at1350	Complete	NODE_7_length_162800_cov_68.413407	151486	153345	+	1040.3	591
2313at1350	Complete	NODE_8_length_133129_cov_72.724935	39070	37739	-	894.1	442
2389at1350	Complete	NODE_9_length_122393_cov_64.141746	41694	43097	+	724.4	457
2522at1350	Complete	NODE_2_length_304403_cov_65.784473	70502	72877	+	1349.2	772
2597at1350	Complete	NODE_33_length_14199_cov_51.636595	12907	10118	-	1507.7	916
2754at1350	Complete	NODE_16_length_62801_cov_61.371830	34456	35622	+	855.2	388
2768at1350	Complete	NODE_34_length_13809_cov_53.503775	8886	7591	-	951.5	429
2823at1350	Complete	NODE_16_length_62801_cov_61.371830	54281	55576	+	900.7	431
2925at1350	Complete	NODE_1_length_385945_cov_86.278628	322048	323382	+	939.7	442
2954at1350	Complete	NODE_6_length_183174_cov_88.861183	105076	103841	-	838.9	411
3075at1350	Complete	NODE_19_length_43876_cov_94.008302	35741	36916	+	796.2	386
3237at1350	Complete	NODE_6_length_183174_cov_88.861183	166272	165052	-	638.0	393
3315at1350	Complete	NODE_2_length_304403_cov_65.784473	153797	155146	+	908.5	447
3330at1350	Complete	NODE_4_length_193524_cov_77.069373	77501	78793	+	897.8	428
3398at1350	Complete	NODE_8_length_133129_cov_72.724935	69162	70271	+	805.3	368
3592at1350	Complete	NODE_1_length_385945_cov_86.278628	207218	208393	+	825.7	400
3609at1350	Complete	NODE_5_length_185063_cov_65.589034	109201	108095	-	699.5	364
3625at1350	Complete	NODE_4_length_193524_cov_77.069373	86865	89993	+	1101.3	1000
3786at1350	Complete	NODE_6_length_183174_cov_88.861183	172669	171641	-	706.3	342
3809at1350	Complete	NODE_4_length_193524_cov_77.069373	153910	155226	+	582.1	423
3841at1350	Complete	NODE_11_length_113754_cov_100.754285	6123	5002	-	659.4	371
3845at1350	Complete	NODE_30_length_20136_cov_58.816694	8514	9635	+	845.3	373
3920at1350	Complete	NODE_25_length_31036_cov_54.889785	6846	8042	+	798.2	390
4084at1350	Complete	NODE_1_length_385945_cov_86.278628	284663	286036	+	832.4	449
4260at1350	Complete	NODE_2_length_304403_cov_65.784473	12864	13988	+	732.2	371
4296at1350	Complete	NODE_6_length_183174_cov_88.861183	126490	125312	-	686.1	383
4559at1350	Complete	NODE_17_length_58686_cov_60.941844	9417	10652	+	847.8	410
4618at1350	Complete	NODE_8_length_133129_cov_72.724935	2655	1513	-	762.8	380
4675at1350	Complete	NODE_8_length_133129_cov_72.724935	24190	25188	+	615.9	326
4684at1350	Complete	NODE_29_length_26158_cov_60.714258	11288	10164	-	706.2	370
4733at1350	Complete	NODE_2_length_304403_cov_65.784473	54037	55161	+	507.7	372
4745at1350	Complete	NODE_14_length_76137_cov_127.027265	6524	7603	+	766.7	358
4818at1350	Complete	NODE_11_length_113754_cov_100.754285	45531	44530	-	698.1	329
4862at1350	Complete	NODE_16_length_62801_cov_61.371830	57723	58661	+	706.8	312
5202at1350	Complete	NODE_10_length_119333_cov_96.609128	80384	79428	-	697.7	316
5453at1350	Complete	NODE_13_length_81038_cov_67.502957	14942	16189	+	765.7	413
5581at1350	Complete	NODE_6_length_183174_cov_88.861183	74394	73198	-	799.1	397
5602at1350	Complete	NODE_2_length_304403_cov_65.784473	118461	119402	+	595.5	310
5782at1350	Complete	NODE_1_length_385945_cov_86.278628	283497	284552	+	682.4	341
5831at1350	Complete	NODE_9_length_122393_cov_64.141746	73397	74302	+	569.3	297
6003at1350	Complete	NODE_1_length_385945_cov_86.278628	301044	301880	+	382.1	266
6183at1350	Complete	NODE_6_length_183174_cov_88.861183	77815	78624	+	479.6	268
6417at1350	Complete	NODE_5_length_185063_cov_65.589034	41382	40573	-	484.9	269
6455at1350	Complete	NODE_8_length_133129_cov_72.724935	72359	71475	-	595.4	292
6584at1350	Complete	NODE_2_length_304403_cov_65.784473	40683	42326	+	1034.9	511
6632at1350	Complete	NODE_5_length_185063_cov_65.589034	14272	13355	-	520.6	297
6660at1350	Complete	NODE_5_length_185063_cov_65.589034	91644	92501	+	568.3	283
6712at1350	Complete	NODE_11_length_113754_cov_100.754285	77359	76406	-	521.6	304
6804at1350	Complete	NODE_5_length_185063_cov_65.589034	113373	114275	+	597.5	295
6992at1350	Complete	NODE_17_length_58686_cov_60.941844	7348	8121	+	563.0	256
7212at1350	Complete	NODE_1_length_385945_cov_86.278628	197192	198004	+	545.6	264
