ID or #		Start	End	Type	Contig
==================================================
NZ_CP014529.1:1..2765010		1	2765010	partial	contig_2:131798-1415035,contig_9:1-14445,contig_1:1362975-1,contig_2:1-131797
gene-EfmE745_RS00005		1	1335	complete	contig_2:131798-133132
gene-EfmE745_RS00010		1533	2663	complete	contig_2:133330-134460
gene-EfmE745_RS00015		2892	3134	complete	contig_2:134689-134931
gene-EfmE745_RS00020		3121	4245	complete	contig_2:134918-136042
gene-EfmE745_RS00025		4242	6188	complete	contig_2:136039-137985
gene-EfmE745_RS00030		6208	8679	complete	contig_2:138005-140476
gene-EfmE745_RS00035		8915	9214	complete	contig_2:140712-141011
gene-EfmE745_RS00040		9264	9776	complete	contig_2:141061-141573
gene-EfmE745_RS00045		9802	10038	complete	contig_2:141599-141835
gene-EfmE745_RS00050		10181	12154	complete	contig_2:141978-143951
gene-EfmE745_RS00055		12160	12612	complete	contig_2:143957-144409
gene-EfmE745_RS00060		12886	14253	complete	contig_2:144683-146050
gene-EfmE745_RS00065		15033	16325	complete	contig_2:146830-148122
gene-EfmE745_RS00070		17112	17975	complete	contig_2:148909-149772
gene-EfmE745_RS00075		18104	19726	complete	contig_2:149901-151523
gene-EfmE745_RS00080		19975	20496	complete	contig_2:151772-152293
gene-EfmE745_RS00085		20682	22412	complete	contig_2:152479-154209
gene-EfmE745_RS00090		22577	23395	complete	contig_2:154374-155192
gene-EfmE745_RS00095		23498	23695	complete	contig_2:155295-155492
gene-EfmE745_RS00100		23864	24442	complete	contig_2:155661-156239
gene-EfmE745_RS16835		24537	24674	complete	contig_2:156334-156471
cds-WP_002294338.1		24537	24674	complete	contig_2:156334-156471
gene-EfmE745_RS00110		25487	25990	complete	contig_2:157284-157787
gene-EfmE745_RS00115		26349	27374	complete	contig_2:158146-159171
gene-EfmE745_RS00120		27697	28575	complete	contig_2:159494-160372
gene-EfmE745_RS16710		29051	29167	complete	contig_2:160848-160964
gene-EfmE745_RS00125		30095	30433	complete	contig_2:161892-162230
gene-EfmE745_RS00130		30527	30757	complete	contig_2:162324-162554
gene-EfmE745_RS00135		31157	31528	complete	contig_2:162954-163325
gene-EfmE745_RS00140		31802	32494	complete	contig_2:163599-164291
gene-EfmE745_RS00145		32497	33282	complete	contig_2:164294-165079
gene-EfmE745_RS00150		33519	34919	complete	contig_2:165316-166716
gene-EfmE745_RS00155		34944	35261	complete	contig_2:166741-167058
gene-EfmE745_RS00160		35274	36947	complete	contig_2:167071-168744
gene-EfmE745_RS00165		36961	38592	complete	contig_2:168758-170389
gene-EfmE745_RS00170		39083	40648	complete	contig_2:170880-172445
gene-EfmE745_RS00175		40707	41630	complete	contig_2:172504-173427
gene-EfmE745_RS00180		41826	42431	complete	contig_2:173623-174228
gene-EfmE745_RS00185		42739	43755	complete	contig_2:174536-175552
gene-EfmE745_RS00190		43896	45197	complete	contig_2:175693-176994
gene-EfmE745_RS00195		45243	45905	complete	contig_2:177040-177702
gene-EfmE745_RS00200		45926	46324	complete	contig_2:177723-178121
gene-EfmE745_RS00205		46390	47472	complete	contig_2:178187-179269
gene-EfmE745_RS00210		47684	49246	complete	contig_2:179481-181043
gene-EfmE745_RS00215		49239	50372	complete	contig_2:181036-182169
gene-EfmE745_RS00220		50372	51328	complete	contig_2:182169-183125
gene-EfmE745_RS00225		51427	52593	complete	contig_2:183224-184390
gene-EfmE745_RS00230		52617	53435	complete	contig_2:184414-185232
gene-EfmE745_RS00235		53452	54159	complete	contig_2:185249-185956
gene-EfmE745_RS00240		54457	55143	complete	contig_2:186254-186940
gene-EfmE745_RS00245		55315	55896	complete	contig_2:187112-187693
gene-EfmE745_RS00250		56029	56712	complete	contig_2:187826-188509
gene-EfmE745_RS00255		57031	57444	complete	contig_2:188828-189241
gene-EfmE745_RS00260		57528	57998	complete	contig_2:189325-189795
gene-EfmE745_RS00265		58092	60179	complete	contig_2:189889-191976
gene-EfmE745_RS00270		60351	61538	complete	contig_2:192148-193335
gene-EfmE745_RS00275		61944	62252	complete	contig_2:193741-194049
gene-EfmE745_RS00280		62283	62912	complete	contig_2:194080-194709
gene-EfmE745_RS00285		62940	63563	complete	contig_2:194737-195360
gene-EfmE745_RS00290		63563	63853	complete	contig_2:195360-195650
gene-EfmE745_RS00295		63892	64725	complete	contig_2:195689-196522
gene-EfmE745_RS00300		64768	65046	complete	contig_2:196565-196843
gene-EfmE745_RS00305		65069	65416	complete	contig_2:196866-197213
gene-EfmE745_RS00310		65430	66086	complete	contig_2:197227-197883
gene-EfmE745_RS00315		66089	66523	complete	contig_2:197886-198320
gene-EfmE745_RS00320		66513	66701	complete	contig_2:198310-198498
gene-EfmE745_RS00325		66726	66992	complete	contig_2:198523-198789
gene-EfmE745_RS00330		67050	67418	complete	contig_2:198847-199215
gene-EfmE745_RS00335		67455	67763	complete	contig_2:199252-199560
gene-EfmE745_RS00340		67791	68330	complete	contig_2:199588-200127
gene-EfmE745_RS00345		68349	68534	complete	contig_2:200146-200331
gene-EfmE745_RS00350		68570	68968	complete	contig_2:200367-200765
gene-EfmE745_RS00355		69000	69536	complete	contig_2:200797-201333
gene-EfmE745_RS00360		69697	70053	complete	contig_2:201494-201850
gene-EfmE745_RS00365		70074	70574	complete	contig_2:201871-202371
gene-EfmE745_RS00370		70589	70768	complete	contig_2:202386-202565
gene-EfmE745_RS00375		70812	71252	complete	contig_2:202609-203049
gene-EfmE745_RS00380		71252	72547	complete	contig_2:203049-204344
gene-EfmE745_RS00385		72609	73256	complete	contig_2:204406-205053
gene-EfmE745_RS00390		73447	73665	complete	contig_2:205244-205462
gene-EfmE745_RS00395		73698	73814	complete	contig_2:205495-205611
gene-EfmE745_RS00400		73832	74197	complete	contig_2:205629-205994
gene-EfmE745_RS00405		74225	74614	complete	contig_2:206022-206411
gene-EfmE745_RS00410		74694	75632	complete	contig_2:206491-207429
gene-EfmE745_RS00415		75660	76040	complete	contig_2:207457-207837
gene-EfmE745_RS00420		76312	77151	complete	contig_2:208109-208948
gene-EfmE745_RS00425		77127	77996	complete	contig_2:208924-209793
gene-EfmE745_RS00430		77986	78783	complete	contig_2:209783-210580
gene-EfmE745_RS00435		78986	79732	complete	contig_2:210783-211529
gene-EfmE745_RS15685		80339	80533	complete	contig_2:212136-212330
gene-EfmE745_RS00440		80691	81497	complete	contig_2:212488-213294
gene-EfmE745_RS00445		81620	81988	complete	contig_2:213417-213785
gene-EfmE745_RS00450		82085	83257	complete	contig_2:213882-215054
gene-EfmE745_RS00455		83676	84854	complete	contig_2:215473-216651
gene-EfmE745_RS00460		85086	85424	complete	contig_2:216883-217221
gene-EfmE745_RS00465		85421	85969	complete	contig_2:217218-217766
gene-EfmE745_RS00470		86078	86731	complete	contig_2:217875-218528
gene-EfmE745_RS00475		86800	87708	complete	contig_2:218597-219505
gene-EfmE745_RS00480		87831	90500	complete	contig_2:219628-222297
gene-EfmE745_RS00485		90738	90926	complete	contig_2:222535-222723
gene-EfmE745_RS00490		91196	91558	complete	contig_2:222993-223355
gene-EfmE745_RS00495		91610	93292	complete	contig_2:223407-225089
gene-EfmE745_RS00500		93409	95445	complete	contig_2:225206-227242
gene-EfmE745_RS00505		95494	96495	complete	contig_2:227291-228292
gene-EfmE745_RS00510		96617	96859	complete	contig_2:228414-228656
gene-EfmE745_RS00515		97238	98425	complete	contig_2:229035-230222
gene-EfmE745_RS00520		98747	99751	complete	contig_2:230544-231548
gene-EfmE745_RS00525		99752	100696	complete	contig_2:231549-232493
gene-EfmE745_RS00530		100696	101658	complete	contig_2:232493-233455
gene-EfmE745_RS00535		101685	102599	complete	contig_2:233482-234396
gene-EfmE745_RS00540		102625	104406	complete	contig_2:234422-236203
gene-EfmE745_RS00545		104754	105440	complete	contig_2:236551-237237
gene-EfmE745_RS00550		105460	109041	complete	contig_2:237257-240838
gene-EfmE745_RS00555		109050	109859	complete	contig_2:240847-241656
gene-EfmE745_RS00560		109871	110869	complete	contig_2:241668-242666
gene-EfmE745_RS00565		111055	113322	complete	contig_2:242852-245119
gene-EfmE745_RS00570		113410	113862	complete	contig_2:245207-245659
gene-EfmE745_RS00575		114012	114962	complete	contig_2:245809-246759
gene-EfmE745_RS00580		114955	115914	complete	contig_2:246752-247711
gene-EfmE745_RS00585		115911	116666	complete	contig_2:247708-248463
gene-EfmE745_RS00590		116689	117642	complete	contig_2:248486-249439
gene-EfmE745_RS00600		118308	119261	complete	contig_2:250105-251058
gene-EfmE745_RS00605		119349	119528	complete	contig_2:251146-251325
gene-EfmE745_RS00610		119730	120902	complete	contig_2:251527-252699
gene-EfmE745_RS00615		121216	121572	complete	contig_2:253013-253369
gene-EfmE745_RS00620		121582	122481	complete	contig_2:253379-254278
gene-EfmE745_RS00625		122711	123607	complete	contig_2:254508-255404
gene-EfmE745_RS00630		124035	124763	complete	contig_2:255832-256560
gene-EfmE745_RS00635		124908	126584	complete	contig_2:256705-258381
gene-EfmE745_RS00640		126672	127631	complete	contig_2:258469-259428
gene-EfmE745_RS00645		127699	128433	complete	contig_2:259496-260230
gene-EfmE745_RS00650		128759	129169	complete	contig_2:260556-260966
gene-EfmE745_RS00655		129162	129863	complete	contig_2:260959-261660
gene-EfmE745_RS00660		129863	131446	complete	contig_2:261660-263243
gene-EfmE745_RS00665		131465	131686	complete	contig_2:263262-263483
gene-EfmE745_RS00670		131683	132444	complete	contig_2:263480-264241
gene-EfmE745_RS00675		132824	133333	complete	contig_2:264621-265130
gene-EfmE745_RS00680		133408	133947	complete	contig_2:265205-265744
gene-EfmE745_RS00685		134087	134698	complete	contig_2:265884-266495
gene-EfmE745_RS00690		134960	135811	complete	contig_2:266757-267608
gene-EfmE745_RS00695		135839	136474	complete	contig_2:267636-268271
gene-EfmE745_RS00700		136494	137267	complete	contig_2:268291-269064
gene-EfmE745_RS00705		137675	138472	complete	contig_2:269472-270269
gene-EfmE745_RS00710		138450	138863	complete	contig_2:270247-270660
gene-EfmE745_RS00715		138847	141492	complete	contig_2:270644-273289
gene-EfmE745_RS00720		141510	143618	complete	contig_2:273307-275415
gene-EfmE745_RS00725		143640	144200	complete	contig_2:275437-275997
gene-EfmE745_RS00730		144285	146273	complete	contig_2:276082-278070
gene-EfmE745_RS00735		146496	147209	complete	contig_2:278293-279006
gene-EfmE745_RS00740		147286	147732	complete	contig_2:279083-279529
gene-EfmE745_RS00745		147902	148504	complete	contig_2:279699-280301
gene-EfmE745_RS00750		148517	149518	complete	contig_2:280314-281315
gene-EfmE745_RS00755		149547	150125	complete	contig_2:281344-281922
