# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at81852	Complete	contig_1_pilon	1056155	1053510	-	1669.6	878
444at81852	Complete	contig_2_pilon	477194	474900	-	1396.8	751
599at81852	Complete	contig_2_pilon	1012666	1014675	+	1419.4	669
705at81852	Complete	contig_1_pilon	482013	483953	+	1363.6	643
814at81852	Complete	contig_1_pilon	1119850	1121655	+	1068.7	601
837at81852	Complete	contig_2_pilon	1219481	1221838	+	1372.9	770
1249at81852	Complete	contig_1_pilon	625234	627120	+	1079.4	621
1360at81852	Duplicated	contig_2_pilon	172446	170881	-	1090.2	518
1360at81852	Duplicated	contig_11_pilon	111325	109712	-	1086.2	510
1399at81852	Complete	contig_2_pilon	223408	225090	+	1002.8	557
1424at81852	Complete	contig_1_pilon	873124	871418	-	969.3	562
1614at81852	Complete	contig_2_pilon	1392532	1390796	-	715.1	554
1719at81852	Complete	contig_1_pilon	777820	781347	+	1557.7	1148
1785at81852	Complete	contig_1_pilon	852694	854364	+	1029.0	555
2159at81852	Complete	contig_2_pilon	146831	148123	+	938.6	429
2313at81852	Complete	contig_2_pilon	1052013	1053344	+	763.5	436
2597at81852	Complete	contig_2_pilon	1342186	1344975	+	1170.9	859
2754at81852	Complete	contig_2_pilon	183225	184391	+	776.8	388
2768at81852	Complete	contig_2_pilon	785626	786921	+	901.1	428
3237at81852	Complete	contig_1_pilon	401521	402741	+	468.1	328
3315at81852	Complete	contig_1_pilon	844297	845646	+	845.8	445
3330at81852	Complete	contig_1_pilon	256579	257871	+	822.7	427
3398at81852	Complete	contig_2_pilon	1021921	1020812	-	775.6	367
3625at81852	Complete	contig_1_pilon	265943	269071	+	826.2	903
3809at81852	Complete	contig_1_pilon	332989	334305	+	441.8	409
3920at81852	Complete	contig_2_pilon	608529	607333	-	727.0	384
4084at81852	Complete	contig_1_pilon	1096469	1095096	-	798.1	451
4559at81852	Complete	contig_2_pilon	645444	646679	+	812.0	410
4733at81852	Complete	contig_1_pilon	744537	745661	+	395.6	360
4745at81852	Complete	contig_2_pilon	376635	377714	+	703.4	357
4818at81852	Complete	contig_2_pilon	280315	281316	+	665.4	329
4862at81852	Complete	contig_2_pilon	206492	207430	+	669.8	312
5602at81852	Complete	contig_1_pilon	808961	809902	+	567.7	310
5782at81852	Complete	contig_1_pilon	1097635	1096580	-	641.7	340
6455at81852	Complete	contig_2_pilon	1018724	1019608	+	561.7	290
6584at81852	Complete	contig_1_pilon	731183	732826	+	967.3	524
6804at81852	Complete	contig_2_pilon	1268925	1269827	+	565.0	292
6992at81852	Complete	contig_2_pilon	643375	644148	+	538.7	256
7212at81852	Complete	contig_1_pilon	1183940	1183128	-	483.6	257
7426at81852	Complete	contig_2_pilon	1017393	1018169	+	497.9	255
7677at81852	Complete	contig_2_pilon	209784	210581	+	515.4	263
7733at81852	Complete	contig_2_pilon	186941	186255	-	467.8	228
7785at81852	Complete	contig_1_pilon	459686	460648	+	510.3	315
7807at81852	Complete	contig_2_pilon	642330	643178	+	445.3	278
7842at81852	Complete	contig_2_pilon	184415	185233	+	513.9	269
7856at81852	Complete	contig_1_pilon	793735	794568	+	449.0	264
8193at81852	Complete	contig_2_pilon	758212	759039	+	516.6	270
8319at81852	Complete	contig_1_pilon	1286489	1285773	-	484.0	238
8577at81852	Complete	contig_1_pilon	427322	427987	+	417.2	220
8817at81852	Complete	contig_2_pilon	61621	62307	+	197.5	220
8931at81852	Complete	contig_1_pilon	611797	612477	+	369.8	221
9080at81852	Complete	contig_1_pilon	635924	636691	+	419.8	252
9100at81852	Complete	contig_2_pilon	188510	187827	-	397.0	223
9243at81852	Complete	contig_2_pilon	867661	867014	-	361.6	213
9623at81852	Complete	contig_2_pilon	1244365	1245258	+	508.3	294
9626at81852	Complete	contig_1_pilon	434450	435058	+	406.0	202
9919at81852	Complete	contig_1_pilon	826766	827443	+	382.3	212
10082at81852	Complete	contig_1_pilon	646787	646149	-	366.0	209
10162at81852	Complete	contig_1_pilon	95888	97462	+	515.1	386
10394at81852	Complete	contig_2_pilon	1018171	1018731	+	310.0	181
10425at81852	Complete	contig_1_pilon	1199894	1199352	-	233.5	175
10444at81852	Complete	contig_2_pilon	199589	200128	+	390.2	179
11095at81852	Complete	contig_1_pilon	857194	857733	+	322.2	176
11126at81852	Complete	contig_1_pilon	1129239	1129760	+	243.3	170
11129at81852	Complete	contig_1_pilon	287242	287745	+	332.4	167
11163at81852	Complete	contig_1_pilon	826061	826759	+	284.0	224
11308at81852	Complete	contig_2_pilon	201872	202372	+	341.4	164
12247at81852	Complete	contig_2_pilon	177724	178122	+	243.4	128
12767at81852	Complete	contig_1_pilon	1050826	1049453	-	466.9	445
13299at81852	Complete	contig_1_pilon	253273	253719	+	246.7	147
13490at81852	Complete	contig_2_pilon	222994	223356	+	233.0	120
13534at81852	Complete	contig_2_pilon	621189	621533	+	192.7	113
13735at81852	Complete	contig_1_pilon	765153	765497	+	194.0	108
13742at81852	Complete	contig_1_pilon	745642	746088	+	190.7	139
14302at81852	Complete	contig_2_pilon	206023	206412	+	276.5	127
14325at81852	Complete	contig_1_pilon	1100849	1100544	-	172.2	100
15052at81852	Complete	contig_2_pilon	199253	199561	+	152.5	72
15301at81852	Complete	contig_2_pilon	205245	205463	+	171.5	72
15393at81852	Complete	contig_1_pilon	748880	749497	+	226.3	202
15547at81852	Complete	contig_2_pilon	228415	228657	+	139.3	78
15646at81852	Complete	contig_2_pilon	1134204	1134509	+	176.6	99
15803at81852	Complete	contig_1_pilon	769977	770165	+	84.2	59
15847at81852	Complete	contig_2_pilon	222724	222536	-	144.6	62
16163at81852	Complete	contig_2_pilon	200147	200332	+	152.9	61
16176at81852	Complete	contig_1_pilon	654773	655534	+	495.4	255
16182at81852	Complete	contig_1_pilon	621891	622346	+	288.2	149
16202at81852	Complete	contig_2_pilon	205496	205612	+	91.4	37
16208at81852	Complete	contig_2_pilon	787020	787283	+	197.8	86
16239at81852	Complete	contig_1_pilon	627132	628079	+	577.2	315
16281at81852	Complete	contig_2_pilon	979332	979928	+	400.5	189
16282at81852	Complete	contig_1_pilon	80629	80847	+	154.0	72
16291at81852	Complete	contig_2_pilon	196566	196844	+	202.8	92
16304at81852	Complete	contig_2_pilon	1333329	1333832	+	307.4	162
16315at81852	Complete	contig_1_pilon	299599	299751	+	106.9	49
16346at81852	Complete	contig_2_pilon	58897	58454	-	312.7	147
16368at81852	Complete	contig_2_pilon	809615	807426	-	1537.0	718
16375at81852	Complete	contig_1_pilon	691662	692222	+	240.1	171
16403at81852	Complete	contig_2_pilon	204407	205054	+	429.5	215
16463at81852	Complete	contig_2_pilon	103357	102107	-	880.7	411
16466at81852	Complete	contig_2_pilon	1133485	1133751	+	177.2	88
16470at81852	Complete	contig_1_pilon	680372	681520	+	758.4	381
16490at81852	Complete	contig_1_pilon	78693	77920	-	366.1	247
16520at81852	Complete	contig_1_pilon	834649	835815	+	786.1	385
16545at81852	Complete	contig_1_pilon	335230	336039	+	515.6	266
16567at81852	Complete	contig_2_pilon	1198319	1196952	-	875.6	449
16610at81852	Complete	contig_2_pilon	1346800	1348098	+	882.9	432
16621at81852	Complete	contig_1_pilon	632621	632848	+	121.6	72
16633at81852	Complete	contig_2_pilon	1208354	1209109	+	523.3	251
16637at81852	Complete	contig_2_pilon	197228	197884	+	474.7	217
16651at81852	Complete	contig_1_pilon	264000	264623	+	364.3	202
16665at81852	Complete	contig_1_pilon	143310	145724	+	1717.7	804
16677at81852	Complete	contig_2_pilon	197887	198321	+	308.9	140
16693at81852	Complete	contig_2_pilon	1243695	1244381	+	480.2	228
16696at81852	Complete	contig_1_pilon	470060	470710	+	357.3	200
16720at81852	Complete	contig_2_pilon	140713	141012	+	189.1	97
16743at81852	Complete	contig_2_pilon	195690	196523	+	601.1	275
16778at81852	Complete	contig_1_pilon	257886	259655	+	1167.9	587
16780at81852	Complete	contig_2_pilon	200798	201334	+	353.0	178
16796at81852	Complete	contig_2_pilon	189326	189796	+	342.6	156
16832at81852	Complete	contig_2_pilon	269473	270270	+	536.4	264
16850at81852	Complete	contig_2_pilon	1397704	1397979	+	191.0	90
16867at81852	Complete	contig_1_pilon	859043	859969	+	621.2	306
16872at81852	Complete	contig_1_pilon	468614	469723	+	740.7	369
16875at81852	Complete	contig_1_pilon	645142	646017	+	471.2	290
16886at81852	Complete	contig_2_pilon	983230	984474	+	830.0	410
16889at81852	Complete	contig_2_pilon	805334	806455	+	687.3	367
16921at81852	Complete	contig_1_pilon	71693	72373	+	457.0	226
16922at81852	Complete	contig_1_pilon	813584	814096	+	350.6	170
16923at81852	Complete	contig_1_pilon	45128	45655	+	295.1	163
16949at81852	Complete	contig_2_pilon	778469	778861	+	213.1	122
16977at81852	Complete	contig_2_pilon	151524	149902	-	1152.7	539
17004at81852	Complete	contig_1_pilon	1187315	1186533	-	556.7	255
17008at81852	Complete	contig_1_pilon	227562	228506	+	590.3	312
17020at81852	Complete	contig_1_pilon	52173	52568	+	241.8	130
17022at81852	Complete	contig_2_pilon	200368	200766	+	279.7	132
17035at81852	Complete	contig_2_pilon	603147	603821	+	338.2	222
17046at81852	Complete	contig_2_pilon	869095	870108	+	552.6	331
17055at81852	Complete	contig_1_pilon	629474	630316	+	484.5	278
17059at81852	Complete	contig_1_pilon	299437	298793	-	378.4	210
17061at81852	Complete	contig_1_pilon	312367	313068	+	432.3	233
17069at81852	Complete	contig_1_pilon	82546	83160	+	413.3	204
17071at81852	Complete	contig_2_pilon	193742	194050	+	224.0	102
17085at81852	Complete	contig_1_pilon	1172717	1172424	-	184.4	97
17089at81852	Complete	contig_2_pilon	829058	829351	+	197.2	94
17093at81852	Complete	contig_2_pilon	1400736	1401083	+	243.0	115
17097at81852	Complete	contig_2_pilon	1209225	1210523	+	909.3	429
17157at81852	Complete	contig_1_pilon	730181	731158	+	688.6	325
17167at81852	Complete	contig_1_pilon	599581	600468	+	544.4	295
17173at81852	Complete	contig_2_pilon	1239056	1239607	+	364.7	184
17191at81852	Complete	contig_2_pilon	516507	517208	+	440.7	233
17213at81852	Complete	contig_1_pilon	48449	49909	+	999.0	485
17223at81852	Complete	contig_1_pilon	54725	54970	+	155.2	79
17241at81852	Complete	contig_2_pilon	58438	58046	-	276.2	130
17244at81852	Complete	contig_1_pilon	73337	74155	+	542.4	270
17261at81852	Complete	contig_2_pilon	210784	211530	+	449.3	245
17265at81852	Complete	contig_2_pilon	1081959	1082696	+	386.4	240
17270at81852	Complete	contig_2_pilon	1297525	1297986	+	273.5	151
17278at81852	Complete	contig_2_pilon	1199296	1199733	+	203.9	143
17300at81852	Complete	contig_1_pilon	498555	499517	+	673.5	320
17307at81852	Complete	contig_2_pilon	266496	265885	-	432.1	201
17347at81852	Complete	contig_1_pilon	128590	129783	+	803.6	393
17348at81852	Complete	contig_1_pilon	473910	474629	+	480.4	238
17357at81852	Complete	contig_2_pilon	1393826	1394164	+	194.3	112
17358at81852	Complete	contig_1_pilon	1198884	1197868	-	662.8	333
17365at81852	Complete	contig_1_pilon	1214840	1214691	-	121.7	49
17372at81852	Complete	contig_1_pilon	628099	628626	+	259.5	159
17376at81852	Complete	contig_1_pilon	1192276	1190585	-	1099.6	563
17380at81852	Complete	contig_2_pilon	294637	294074	-	353.1	187
17381at81852	Complete	contig_2_pilon	1234565	1235272	+	448.3	235
17382at81852	Complete	contig_1_pilon	452439	454166	+	1188.0	573
17386at81852	Complete	contig_2_pilon	107476	107009	-	233.2	149
17397at81852	Complete	contig_2_pilon	1224780	1226336	+	1072.6	506
17415at81852	Complete	contig_1_pilon	1099075	1097645	-	1020.2	475
17426at81852	Complete	contig_2_pilon	1012023	1011202	-	505.8	266
17449at81852	Complete	contig_1_pilon	45718	47088	+	927.7	456
17457at81852	Complete	contig_1_pilon	230536	230102	-	262.8	140
17489at81852	Complete	contig_1_pilon	1144882	1142066	-	1962.7	938
17500at81852	Complete	contig_2_pilon	866999	865473	-	948.3	499
17515at81852	Complete	contig_1_pilon	1275095	1273749	-	935.8	448
17521at81852	Complete	contig_2_pilon	1264963	1265964	+	663.9	331
17540at81852	Complete	contig_1_pilon	466263	467132	+	553.8	285
17576at81852	Complete	contig_1_pilon	1217604	1215709	-	944.4	599
17581at81852	Complete	contig_2_pilon	294888	295157	+	190.4	89
17604at81852	Complete	contig_1_pilon	117261	118757	+	1016.0	495
17682at81852	Complete	contig_2_pilon	202610	203050	+	297.5	146
17689at81852	Complete	contig_1_pilon	642289	642837	+	370.2	180
17699at81852	Complete	contig_2_pilon	1176049	1176948	+	578.5	298
17704at81852	Complete	contig_1_pilon	1178913	1174555	-	2817.0	1439
17725at81852	Complete	contig_1_pilon	867293	868009	+	395.7	231
17727at81852	Complete	contig_2_pilon	783324	784193	+	579.3	288
17737at81852	Complete	contig_2_pilon	173428	172505	-	572.9	306
17750at81852	Complete	contig_2_pilon	736278	737258	+	644.6	326
17765at81852	Complete	contig_1_pilon	232819	233601	+	447.3	258
17767at81852	Complete	contig_2_pilon	198524	198790	+	183.6	88
17789at81852	Complete	contig_1_pilon	428015	428308	+	150.0	96
