#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_6_length_99885_cov_29.307212:85337-86146|-  -            270 6417                 -            269  8.5e-147  484.9   4.9   1   1  3.7e-149  9.5e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_6_length_99885_cov_29.307212_84 # 85337 # 86146 # -1 # ID=6_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_44_length_19664_cov_36.992299:8490-9299|-   -            270 6417                 -            269   4.7e-76  252.9   2.4   1   1   2.1e-78   5.3e-76  252.8   2.4     3   269     2   268     1   268 0.96 NODE_44_length_19664_cov_36.992299_9 # 8490 # 9299 # -1 # ID=44_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_24_length_38318_cov_25.692235:11372-12181|+ -            270 6417                 -            269   6.4e-40  134.5   0.5   1   1   4.1e-42     1e-39  133.8   0.5     3   267     1   268     1   269 0.84 NODE_24_length_38318_cov_25.692235_18 # 11372 # 12181 # 1 # ID=24_18;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_116_length_2764_cov_30.359911:113-922|-     -            270 6417                 -            269   8.2e-37  124.3   0.1   1   2   1.1e-17   2.7e-15   53.7   0.0     1   102     1    98     1   124 0.79 NODE_116_length_2764_cov_30.359911_1 # 113 # 922 # -1 # ID=116_1;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_116_length_2764_cov_30.359911:113-922|-     -            270 6417                 -            269   8.2e-37  124.3   0.1   2   2   2.4e-22   6.1e-20   69.0   0.0   187   266   185   265   150   268 0.91 NODE_116_length_2764_cov_30.359911_1 # 113 # 922 # -1 # ID=116_1;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_7_length_86709_cov_33.100688:15268-16137|+  -            290 6417                 -            269     1e-36  124.0   5.6   1   2   3.5e-15   8.9e-13   45.5   0.2     3   145     2   141     1   166 0.77 NODE_7_length_86709_cov_33.100688_14 # 15268 # 16137 # 1 # ID=7_14;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_7_length_86709_cov_33.100688:15268-16137|+  -            290 6417                 -            269     1e-36  124.0   5.6   2   2   5.7e-26   1.5e-23   80.9   1.5   175   266   192   283   158   286 0.86 NODE_7_length_86709_cov_33.100688_14 # 15268 # 16137 # 1 # ID=7_14;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_28_length_32648_cov_29.742705:7734-8573|+   -            280 6417                 -            269   4.1e-35  118.7   0.3   1   2   5.9e-13   1.5e-10   38.2   0.0     3    79     2    74     1    97 0.89 NODE_28_length_32648_cov_29.742705_9 # 7734 # 8573 # 1 # ID=28_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_28_length_32648_cov_29.742705:7734-8573|+   -            280 6417                 -            269   4.1e-35  118.7   0.3   2   2   2.2e-25   5.6e-23   78.9   0.0   173   267   182   275   169   277 0.92 NODE_28_length_32648_cov_29.742705_9 # 7734 # 8573 # 1 # ID=28_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_36_length_23986_cov_34.471021:14306-15079|- -            258 6417                 -            269   3.9e-30  102.4   0.1   1   3   7.3e-11   1.9e-08   31.3   0.0     1    61     1    61     1    92 0.92 NODE_36_length_23986_cov_34.471021_14 # 14306 # 15079 # -1 # ID=36_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_36_length_23986_cov_34.471021:14306-15079|- -            258 6417                 -            269   3.9e-30  102.4   0.1   2   3      0.57   1.5e+02   -1.1   0.0   119   187    83   151    71   161 0.71 NODE_36_length_23986_cov_34.471021_14 # 14306 # 15079 # -1 # ID=36_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
