#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_52_length_15383_cov_27.136547:10896-12344|- -            483 21277                -            475  3.6e-263  871.0  17.7   1   1  1.9e-265  4.1e-263  870.8  17.7     1   475     1   480     1   480 0.98 NODE_52_length_15383_cov_27.136547_10 # 10896 # 12344 # -1 # ID=52_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_46_length_18735_cov_33.806049:13998-15833|- -            612 21277                -            475   5.3e-55  184.5  14.1   1   2   4.6e-16     1e-13   48.4   7.5     9   270    17   287    11   323 0.76 NODE_46_length_18735_cov_33.806049_24 # 13998 # 15833 # -1 # ID=46_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_46_length_18735_cov_33.806049:13998-15833|- -            612 21277                -            475   5.3e-55  184.5  14.1   2   2   6.4e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 NODE_46_length_18735_cov_33.806049_24 # 13998 # 15833 # -1 # ID=46_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_55_length_14649_cov_31.139852:599-2104|-    -            502 21277                -            475   1.4e-37  127.0   3.7   1   1   1.2e-39   2.6e-37  126.2   3.7   166   471   194   495   166   499 0.80 NODE_55_length_14649_cov_31.139852_1 # 599 # 2104 # -1 # ID=55_1;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_19_length_49767_cov_34.796387:13950-14993|+ -            348 21277                -            475   4.6e-37  125.4   6.5   1   1   2.1e-39   4.6e-37  125.4   6.5   176   469    60   344    40   347 0.91 NODE_19_length_49767_cov_34.796387_16 # 13950 # 14993 # 1 # ID=19_16;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_3_length_106498_cov_28.709525:36270-37610|+ -            447 21277                -            475   3.9e-34  115.7   1.1   1   2     0.008       1.8    4.7   1.8   109   196   122   214    21   217 0.69 NODE_3_length_106498_cov_28.709525_34 # 36270 # 37610 # 1 # ID=3_34;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_3_length_106498_cov_28.709525:36270-37610|+ -            447 21277                -            475   3.9e-34  115.7   1.1   2   2   1.8e-36   3.9e-34  115.7   1.1   250   471   220   442   216   446 0.91 NODE_3_length_106498_cov_28.709525_34 # 36270 # 37610 # 1 # ID=3_34;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_4_length_101830_cov_39.048283:2888-4096|+   -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   8.1e-34   1.8e-31  106.9   1.4   201   472   114   386    31   389 0.84 NODE_4_length_101830_cov_39.048283_2 # 2888 # 4096 # 1 # ID=4_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
NODE_41_length_20569_cov_30.148630:15306-17042|+ -            579 21277                -            475   9.5e-30  101.2   9.9   1   2    0.0078       1.7    4.8   1.3    20   240    15   237     5   254 0.70 NODE_41_length_20569_cov_30.148630_20 # 15306 # 17042 # 1 # ID=41_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_41_length_20569_cov_30.148630:15306-17042|+ -            579 21277                -            475   9.5e-30  101.2   9.9   2   2   4.5e-32   9.8e-30  101.2   1.8   244   471   353   577   347   578 0.89 NODE_41_length_20569_cov_30.148630_20 # 15306 # 17042 # 1 # ID=41_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_89_length_5029_cov_112.108565:797-1939|+    -            381 21277                -            475   1.3e-27   94.1   3.5   1   1   9.1e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 NODE_89_length_5029_cov_112.108565_2 # 797 # 1939 # 1 # ID=89_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
