# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at81852	Complete	tig00000001_pilon	2229643	2232288	+	1669.6	878
444at81852	Complete	tig00000001_pilon	993798	991504	-	1396.8	751
599at81852	Complete	tig00000001_pilon	1529269	1531278	+	1419.4	669
705at81852	Complete	tig00000001_pilon	38769	36829	-	1363.6	643
814at81852	Complete	tig00000001_pilon	2165948	2164143	-	1068.7	601
837at81852	Complete	tig00000001_pilon	1736084	1738441	+	1372.9	770
1249at81852	Complete	tig00000001_pilon	2660564	2658678	-	1079.4	621
1360at81852	Duplicated	tig00000001_pilon	689048	687483	-	1090.2	518
1360at81852	Duplicated	tig00000002_pilon	123297	124910	+	1086.2	510
1399at81852	Complete	tig00000001_pilon	740010	741692	+	1002.8	557
1424at81852	Complete	tig00000001_pilon	2412674	2414380	+	969.3	562
1614at81852	Complete	tig00000001_pilon	1909139	1907403	-	715.1	554
1719at81852	Complete	tig00000001_pilon	2507978	2504451	-	1557.7	1148
1785at81852	Complete	tig00000001_pilon	2433104	2431434	-	1029.0	555
2159at81852	Complete	tig00000001_pilon	663433	664725	+	938.6	429
2313at81852	Complete	tig00000001_pilon	1568616	1569947	+	763.5	436
2597at81852	Complete	tig00000001_pilon	1858791	1861580	+	1170.9	859
2754at81852	Complete	tig00000001_pilon	699827	700993	+	776.8	388
2768at81852	Complete	tig00000001_pilon	1302230	1303525	+	901.1	428
3237at81852	Complete	tig00000001_pilon	119261	118041	-	468.1	328
3315at81852	Complete	tig00000001_pilon	2441501	2440152	-	845.8	445
3330at81852	Complete	tig00000001_pilon	264203	262911	-	822.7	427
3398at81852	Complete	tig00000001_pilon	1538524	1537415	-	775.6	367
3625at81852	Complete	tig00000001_pilon	254839	251711	-	826.2	903
3809at81852	Complete	tig00000001_pilon	187793	186477	-	441.8	409
3920at81852	Complete	tig00000001_pilon	1125133	1123937	-	727.0	384
4084at81852	Complete	tig00000001_pilon	2189329	2190702	+	798.1	451
4559at81852	Complete	tig00000001_pilon	1162048	1163283	+	812.0	410
4733at81852	Complete	tig00000001_pilon	2541261	2540137	-	395.6	360
4745at81852	Complete	tig00000001_pilon	893239	894318	+	703.4	357
4818at81852	Complete	tig00000001_pilon	796917	797918	+	665.4	329
4862at81852	Complete	tig00000001_pilon	723094	724032	+	669.8	312
5602at81852	Complete	tig00000001_pilon	2476837	2475896	-	567.7	310
5782at81852	Complete	tig00000001_pilon	2188163	2189218	+	641.7	340
6455at81852	Complete	tig00000001_pilon	1535327	1536211	+	561.7	290
6584at81852	Complete	tig00000001_pilon	2554615	2552972	-	967.3	524
6804at81852	Complete	tig00000001_pilon	1785528	1786430	+	565.0	292
6992at81852	Complete	tig00000001_pilon	1159979	1160752	+	538.7	256
7212at81852	Complete	tig00000001_pilon	2101858	2102670	+	483.6	257
7426at81852	Complete	tig00000001_pilon	1533996	1534772	+	497.9	255
7677at81852	Complete	tig00000001_pilon	726386	727183	+	515.4	263
7733at81852	Complete	tig00000001_pilon	703543	702857	-	467.8	228
7785at81852	Complete	tig00000001_pilon	61096	60134	-	510.3	315
7807at81852	Complete	tig00000001_pilon	1158934	1159782	+	445.3	278
7842at81852	Complete	tig00000001_pilon	701017	701835	+	513.9	269
