#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:145581-147317|+   -            579 1614                 -            563  9.6e-216  715.1  16.0   1   1  5.6e-218  1.2e-215  714.9  16.0     9   562    10   577     2   578 0.94 NODE_1_length_1652082_cov_46.167482_163 # 145581 # 147317 # 1 # ID=1_163;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_3_length_245057_cov_46.274867:39634-41469|-      -            612 1614                 -            563   1.7e-79  265.4  12.1   1   1   1.8e-81   3.8e-79  264.2  12.0   133   562   156   602     9   603 0.82 NODE_3_length_245057_cov_46.274867_67 # 39634 # 41469 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_2_length_840748_cov_42.698360:718069-719574|-    -            502 1614                 -            563   1.3e-53  179.9   9.4   1   3      0.13        27    0.6   0.0   158   201    28    73    17    99 0.60 NODE_2_length_840748_cov_42.698360_683 # 718069 # 719574 # -1 # ID=2_683;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_2_length_840748_cov_42.698360:718069-719574|-    -            502 1614                 -            563   1.3e-53  179.9   9.4   2   3   0.00041     0.083    8.9   0.1   116   239   152   276   123   277 0.74 NODE_2_length_840748_cov_42.698360_683 # 718069 # 719574 # -1 # ID=2_683;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_2_length_840748_cov_42.698360:718069-719574|-    -            502 1614                 -            563   1.3e-53  179.9   9.4   3   3   3.3e-54   6.7e-52  174.2   4.4   342   562   272   495   263   496 0.95 NODE_2_length_840748_cov_42.698360_683 # 718069 # 719574 # -1 # ID=2_683;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_1_length_1652082_cov_46.167482:53250-54698|-     -            483 1614                 -            563   7.6e-48  160.8  16.6   1   2   1.4e-06   0.00028   17.0   4.0    38   244    49   260     3   262 0.72 NODE_1_length_1652082_cov_46.167482_70 # 53250 # 54698 # -1 # ID=1_70;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_1_length_1652082_cov_46.167482:53250-54698|-     -            483 1614                 -            563   7.6e-48  160.8  16.6   2   2     9e-48   1.9e-45  153.0   6.1   336   561   248   475   247   477 0.93 NODE_1_length_1652082_cov_46.167482_70 # 53250 # 54698 # -1 # ID=1_70;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_1_length_1652082_cov_46.167482:1038763-1039806|- -            348 1614                 -            563     3e-46  155.6   9.3   1   1   2.1e-48   4.2e-46  155.1   9.3   336   562   121   346   102   347 0.92 NODE_1_length_1652082_cov_46.167482_1021 # 1038763 # 1039806 # -1 # ID=1_1021;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_2_length_840748_cov_42.698360:313594-314934|-    -            447 1614                 -            563   3.9e-44  148.6  11.5   1   2     7e-05     0.014   11.4   0.9   125   184   154   213    98   218 0.87 NODE_2_length_840748_cov_42.698360_304 # 313594 # 314934 # -1 # ID=2_304;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NODE_2_length_840748_cov_42.698360:313594-314934|-    -            447 1614                 -            563   3.9e-44  148.6  11.5   2   2   1.2e-44   2.5e-42  142.6   3.6   342   562   219   442   199   443 0.89 NODE_2_length_840748_cov_42.698360_304 # 313594 # 314934 # -1 # ID=2_304;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NODE_1_length_1652082_cov_46.167482:1422009-1423217|- -            403 1614                 -            563   4.5e-41  138.5   1.8   1   2       0.3        62   -0.6   0.0   159   226    82   150    44   156 0.80 NODE_1_length_1652082_cov_46.167482_1396 # 1422009 # 1423217 # -1 # ID=1_1396;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_1_length_1652082_cov_46.167482:1422009-1423217|- -            403 1614                 -            563   4.5e-41  138.5   1.8   2   2   2.2e-43   4.5e-41  138.5   1.8   338   562   158   385   149   386 0.93 NODE_1_length_1652082_cov_46.167482_1396 # 1422009 # 1423217 # -1 # ID=1_1396;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_7_length_35882_cov_232.232618:26591-27733|-      -            381 1614                 -            563   3.7e-39  132.1   0.1   1   3      0.58   1.2e+02   -1.6   0.2   156   178    12    34     2    72 0.51 NODE_7_length_35882_cov_232.232618_34 # 26591 # 27733 # -1 # ID=7_34;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_7_length_35882_cov_232.232618:26591-27733|-      -            381 1614                 -            563   3.7e-39  132.1   0.1   2   3    0.0097         2    4.3   1.8   160   238    74   149    60   150 0.79 NODE_7_length_35882_cov_232.232618_34 # 26591 # 27733 # -1 # ID=7_34;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_7_length_35882_cov_232.232618:26591-27733|-      -            381 1614                 -            563   3.7e-39  132.1   0.1   3   3   1.8e-41   3.7e-39  132.1   0.1   341   562   148   370   145   371 0.93 NODE_7_length_35882_cov_232.232618_34 # 26591 # 27733 # -1 # ID=7_34;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_1_length_1652082_cov_46.167482:933249-934274|-   -            342 1614                 -            563   1.6e-28   97.1   1.1   1   1   1.3e-30   2.7e-28   96.3   0.9   344   562   119   333   111   334 0.89 NODE_1_length_1652082_cov_46.167482_924 # 933249 # 934274 # -1 # ID=1_924;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_1_length_1652082_cov_46.167482:1547451-1548347|+ -            299 1614                 -            563   4.3e-23   79.1   2.7   1   2      0.21        43   -0.1   0.2    13   238     6    79     1    89 0.38 NODE_1_length_1652082_cov_46.167482_1496 # 1547451 # 1548347 # 1 # ID=1_1496;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_1_length_1652082_cov_46.167482:1547451-1548347|+ -            299 1614                 -            563   4.3e-23   79.1   2.7   2   2   2.1e-25   4.3e-23   79.1   2.7   350   545    87   281    73   295 0.87 NODE_1_length_1652082_cov_46.167482_1496 # 1547451 # 1548347 # 1 # ID=1_1496;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_4_length_212759_cov_102.864112:124686-126005|+   -            440 1614                 -            563     3e-16   56.5  12.8   1   3      0.61   1.2e+02   -1.6   3.8   154   221     9    76     2    98 0.59 NODE_4_length_212759_cov_102.864112_122 # 124686 # 126005 # 1 # ID=4_122;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_4_length_212759_cov_102.864112:124686-126005|+   -            440 1614                 -            563     3e-16   56.5  12.8   2   3    0.0014      0.29    7.1   9.3   144   232   128   217    41   225 0.62 NODE_4_length_212759_cov_102.864112_122 # 124686 # 126005 # 1 # ID=4_122;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
