#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:802794-803663|+   -            290 23202                -            289  2.6e-142  470.9   7.8   1   1  1.1e-144  2.8e-142  470.7   7.8     1   289     1   289     1   289 1.00 NODE_1_length_1652082_cov_46.167482_804 # 802794 # 803663 # 1 # ID=1_804;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_3_length_245057_cov_46.274867:149264-150100|-    -            279 23202                -            289     2e-46  156.2   0.7   1   1   9.6e-49   2.5e-46  155.9   0.7     2   286     1   277     1   278 0.89 NODE_3_length_245057_cov_46.274867_171 # 149264 # 150100 # -1 # ID=3_171;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_1_length_1652082_cov_46.167482:341180-341989|+   -            270 23202                -            289   9.8e-44  147.3   5.5   1   2   2.5e-17   6.5e-15   52.7   0.1     2   114     3   119     2   136 0.83 NODE_1_length_1652082_cov_46.167482_345 # 341180 # 341989 # 1 # ID=1_345;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_1_length_1652082_cov_46.167482:341180-341989|+   -            270 23202                -            289   9.8e-44  147.3   5.5   2   2   1.1e-30   2.9e-28   96.6   1.8   163   284   146   267   123   269 0.88 NODE_1_length_1652082_cov_46.167482_345 # 341180 # 341989 # 1 # ID=1_345;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_1_length_1652082_cov_46.167482:1296454-1297263|- -            270 23202                -            289   3.6e-40  135.6   1.3   1   2   3.4e-19   8.8e-17   58.9   0.1     1   112     1   116     1   138 0.84 NODE_1_length_1652082_cov_46.167482_1269 # 1296454 # 1297263 # -1 # ID=1_1269;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_1_length_1652082_cov_46.167482:1296454-1297263|- -            270 23202                -            289   3.6e-40  135.6   1.3   2   2   1.9e-24   4.9e-22   76.1   0.1   171   285   154   267   139   269 0.89 NODE_1_length_1652082_cov_46.167482_1269 # 1296454 # 1297263 # -1 # ID=1_1269;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_2_length_840748_cov_42.698360:231119-231928|-    -            270 23202                -            289     1e-38  130.9   1.4   1   2   2.6e-17   6.8e-15   52.7   0.2     2    98     1   101     1   122 0.83 NODE_2_length_840748_cov_42.698360_222 # 231119 # 231928 # -1 # ID=2_222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_2_length_840748_cov_42.698360:231119-231928|-    -            270 23202                -            289     1e-38  130.9   1.4   2   2   6.3e-25   1.6e-22   77.7   0.1   154   279   140   263   129   268 0.91 NODE_2_length_840748_cov_42.698360_222 # 231119 # 231928 # -1 # ID=2_222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_1_length_1652082_cov_46.167482:452356-453195|-   -            280 23202                -            289   4.5e-33  112.3   0.8   1   1     2e-34   5.1e-32  108.9   0.8     1   278     1   269     1   274 0.90 NODE_1_length_1652082_cov_46.167482_451 # 452356 # 453195 # -1 # ID=1_451;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_1_length_1652082_cov_46.167482:1269046-1269819|- -            258 23202                -            289   1.7e-28   97.3   0.1   1   2   4.8e-11   1.2e-08   32.1   0.0     3    99     4    98     2   116 0.86 NODE_1_length_1652082_cov_46.167482_1240 # 1269046 # 1269819 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_1_length_1652082_cov_46.167482:1269046-1269819|- -            258 23202                -            289   1.7e-28   97.3   0.1   2   2   1.9e-20   4.9e-18   63.0   0.0   190   282   160   252   141   255 0.91 NODE_1_length_1652082_cov_46.167482_1240 # 1269046 # 1269819 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_2_length_840748_cov_42.698360:735367-736176|+    -            270 23202                -            289   3.7e-28   96.2   0.1   1   2   2.3e-15   5.9e-13   46.3   0.1     3   110     4   113     2   121 0.89 NODE_2_length_840748_cov_42.698360_696 # 735367 # 736176 # 1 # ID=2_696;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_2_length_840748_cov_42.698360:735367-736176|+    -            270 23202                -            289   3.7e-28   96.2   0.1   2   2   6.3e-16   1.6e-13   48.2   0.0   202   284   183   266   154   269 0.87 NODE_2_length_840748_cov_42.698360_696 # 735367 # 736176 # 1 # ID=2_696;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
