#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_185058_cov_63.073482:143682-144491|+ -            270 6417                 -            269  8.8e-147  484.9   4.9   1   1  3.7e-149  9.8e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_4_length_185058_cov_63.073482_138 # 143682 # 144491 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_10_length_113754_cov_99.095655:84189-84998|-  -            270 6417                 -            269   4.9e-76  252.9   2.4   1   1   2.1e-78   5.5e-76  252.8   2.4     3   269     2   268     1   268 0.96 NODE_10_length_113754_cov_99.095655_82 # 84189 # 84998 # -1 # ID=10_82;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_1_length_304474_cov_63.252055:302916-303725|+ -            270 6417                 -            269   6.6e-40  134.5   0.5   1   1   4.1e-42   1.1e-39  133.8   0.5     3   267     1   268     1   269 0.84 NODE_1_length_304474_cov_63.252055_288 # 302916 # 303725 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_8_length_123234_cov_76.327838:104551-105360|- -            270 6417                 -            269   8.4e-37  124.3   0.1   1   2   1.1e-17   2.8e-15   53.7   0.0     1   102     1    98     1   124 0.79 NODE_8_length_123234_cov_76.327838_101 # 104551 # 105360 # -1 # ID=8_101;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_8_length_123234_cov_76.327838:104551-105360|- -            270 6417                 -            269   8.4e-37  124.3   0.1   2   2   2.4e-22   6.3e-20   69.0   0.0   187   266   185   265   150   268 0.91 NODE_8_length_123234_cov_76.327838_101 # 104551 # 105360 # -1 # ID=8_101;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_30_length_28698_cov_56.930508:3188-4057|+     -            290 6417                 -            269     1e-36  124.0   5.6   1   2   3.5e-15   9.1e-13   45.5   0.2     3   145     2   141     1   166 0.77 NODE_30_length_28698_cov_56.930508_5 # 3188 # 4057 # 1 # ID=30_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_30_length_28698_cov_56.930508:3188-4057|+     -            290 6417                 -            269     1e-36  124.0   5.6   2   2   5.7e-26   1.5e-23   80.9   1.5   175   266   192   283   158   286 0.86 NODE_30_length_28698_cov_56.930508_5 # 3188 # 4057 # 1 # ID=30_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_6_length_133129_cov_71.626923:5326-6165|-     -            280 6417                 -            269   4.2e-35  118.7   0.3   1   2   5.9e-13   1.6e-10   38.2   0.0     3    79     2    74     1    97 0.89 NODE_6_length_133129_cov_71.626923_5 # 5326 # 6165 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_6_length_133129_cov_71.626923:5326-6165|-     -            280 6417                 -            269   4.2e-35  118.7   0.3   2   2   2.2e-25   5.7e-23   78.9   0.0   173   267   182   275   169   277 0.92 NODE_6_length_133129_cov_71.626923_5 # 5326 # 6165 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_10_length_113754_cov_99.095655:56781-57554|-  -            258 6417                 -            269     4e-30  102.4   0.1   1   3   7.3e-11   1.9e-08   31.3   0.0     1    61     1    61     1    92 0.92 NODE_10_length_113754_cov_99.095655_53 # 56781 # 57554 # -1 # ID=10_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_10_length_113754_cov_99.095655:56781-57554|-  -            258 6417                 -            269     4e-30  102.4   0.1   2   3      0.57   1.5e+02   -1.1   0.0   119   187    83   151    71   161 0.71 NODE_10_length_113754_cov_99.095655_53 # 56781 # 57554 # -1 # ID=10_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
