#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_127392_cov_103.596228:30586-32034|-   -            483 21277                -            475  3.7e-263  871.0  17.7   1   1  1.9e-265  4.2e-263  870.8  17.7     1   475     1   480     1   480 0.98 NODE_7_length_127392_cov_103.596228_36 # 30586 # 32034 # -1 # ID=7_36;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_3_length_193524_cov_75.578528:39612-41447|-    -            612 21277                -            475   5.4e-55  184.5  14.1   1   2   4.6e-16     1e-13   48.4   7.5     9   270    17   287    11   323 0.76 NODE_3_length_193524_cov_75.578528_67 # 39612 # 41447 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_3_length_193524_cov_75.578528:39612-41447|-    -            612 21277                -            475   5.4e-55  184.5  14.1   2   2   6.4e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 NODE_3_length_193524_cov_75.578528_67 # 39612 # 41447 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_8_length_123234_cov_76.327838:121153-122658|+  -            502 21277                -            475   1.5e-37  127.0   3.7   1   1   1.2e-39   2.7e-37  126.2   3.7   166   471   194   495   166   499 0.80 NODE_8_length_123234_cov_76.327838_114 # 121153 # 122658 # 1 # ID=8_114;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_14_length_67873_cov_82.007916:55457-56500|-    -            348 21277                -            475   4.7e-37  125.4   6.5   1   1   2.1e-39   4.7e-37  125.4   6.5   176   469    60   344    40   347 0.91 NODE_14_length_67873_cov_82.007916_48 # 55457 # 56500 # -1 # ID=14_48;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_1_length_304474_cov_63.252055:219910-221250|+  -            447 21277                -            475     4e-34  115.7   1.1   1   2     0.008       1.8    4.7   1.8   109   196   122   214    21   217 0.69 NODE_1_length_304474_cov_63.252055_206 # 219910 # 221250 # 1 # ID=1_206;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_1_length_304474_cov_63.252055:219910-221250|+  -            447 21277                -            475     4e-34  115.7   1.1   2   2   1.8e-36     4e-34  115.7   1.1   250   471   220   442   216   446 0.91 NODE_1_length_304474_cov_63.252055_206 # 219910 # 221250 # 1 # ID=1_206;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_37_length_17573_cov_153.551824:1616-2824|-     -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   8.1e-34   1.8e-31  106.9   1.4   201   472   114   386    31   389 0.84 NODE_37_length_17573_cov_153.551824_2 # 1616 # 2824 # -1 # ID=37_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_7_length_127392_cov_103.596228:122917-124653|+ -            579 21277                -            475   9.8e-30  101.2   9.9   1   2    0.0078       1.8    4.8   1.3    20   240    15   237     5   254 0.70 NODE_7_length_127392_cov_103.596228_128 # 122917 # 124653 # 1 # ID=7_128;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_7_length_127392_cov_103.596228:122917-124653|+ -            579 21277                -            475   9.8e-30  101.2   9.9   2   2   4.5e-32     1e-29  101.2   1.8   244   471   353   577   347   578 0.89 NODE_7_length_127392_cov_103.596228_128 # 122917 # 124653 # 1 # ID=7_128;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_42_length_10417_cov_270.845628:8501-9643|-     -            381 21277                -            475   1.4e-27   94.1   3.5   1   1   9.1e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 NODE_42_length_10417_cov_270.845628_12 # 8501 # 9643 # -1 # ID=42_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_12_length_79680_cov_63.087599:43955-44851|-    -            299 21277                -            475   4.6e-21   72.6   3.4   1   1   2.3e-23   5.2e-21   72.5   3.4   179   454     9   281     1   294 0.81 NODE_12_length_79680_cov_63.087599_49 # 43955 # 44851 # -1 # ID=12_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_27_length_31036_cov_54.470116:19501-20526|+    -            342 21277                -            475   1.2e-17   61.4   0.9   1   1   7.3e-20   1.6e-17   60.9   0.9   224   470    91   332    83   336 0.84 NODE_27_length_31036_cov_54.470116_20 # 19501 # 20526 # 1 # ID=27_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 21277                -            475   1.3e-10   38.2  16.7   1   2     0.042       9.4    2.4   3.5    11   139    15   145     9   148 0.63 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 21277                -            475   1.3e-10   38.2  16.7   2   2   5.8e-13   1.3e-10   38.2  16.7   172   445   146   414   128   436 0.74 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_9_length_122393_cov_61.758630:4935-5720|+      -            262 21277                -            475   6.3e-08   29.3   0.4   1   2       1.3     3e+02   -2.6   0.0   255   281    51    77    33    83 0.77 NODE_9_length_122393_cov_61.758630_6 # 4935 # 5720 # 1 # ID=9_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_9_length_122393_cov_61.758630:4935-5720|+      -            262 21277                -            475   6.3e-08   29.3   0.4   2   2   4.8e-10   1.1e-07   28.5   0.3   363   473   139   249    68   251 0.75 NODE_9_length_122393_cov_61.758630_6 # 4935 # 5720 # 1 # ID=9_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_9_length_122393_cov_61.758630:4072-4944|+      -            291 21277                -            475   0.00097   15.5   0.7   1   1     6e-06    0.0014   15.0   0.7    11   192    25   200    12   228 0.76 NODE_9_length_122393_cov_61.758630_5 # 4072 # 4944 # 1 # ID=9_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.363
NODE_3_length_193524_cov_75.578528:57119-58258|-    -            380 21277                -            475     0.018   11.3   2.7   1   1   0.00017     0.038   10.2   2.7     7    77    76   144    72   176 0.79 NODE_3_length_193524_cov_75.578528_84 # 57119 # 58258 # -1 # ID=3_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
