#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_9_length_122393_cov_61.758630:54413-55273|-   -            287 20420                -            282  5.5e-169  558.0   0.4   1   1  1.8e-171  6.3e-169  557.8   0.4     1   281     1   281     1   282 1.00 NODE_9_length_122393_cov_61.758630_55 # 54413 # 55273 # -1 # ID=9_55;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
NODE_9_length_122393_cov_61.758630:75011-76321|-   -            437 20420                -            282   1.7e-15   54.4   0.0   1   2   1.3e-10   4.5e-08   30.0   0.0   125   175     8    61     4    72 0.89 NODE_9_length_122393_cov_61.758630_78 # 75011 # 76321 # -1 # ID=9_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_9_length_122393_cov_61.758630:75011-76321|-   -            437 20420                -            282   1.7e-15   54.4   0.0   2   2   5.1e-08   1.8e-05   21.5   0.0    16   157    75   211    66   254 0.76 NODE_9_length_122393_cov_61.758630_78 # 75011 # 76321 # -1 # ID=9_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_4_length_185058_cov_63.073482:41337-42236|-   -            300 20420                -            282   5.8e-11   39.5   0.1   1   2     5e-13   1.7e-10   37.9   0.1   125   180    11    69     5    81 0.83 NODE_4_length_185058_cov_63.073482_39 # 41337 # 42236 # -1 # ID=4_39;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.407
NODE_4_length_185058_cov_63.073482:41337-42236|-   -            300 20420                -            282   5.8e-11   39.5   0.1   2   2      0.92   3.2e+02   -2.3   0.0    50    94   114   160    78   165 0.51 NODE_4_length_185058_cov_63.073482_39 # 41337 # 42236 # -1 # ID=4_39;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.407
NODE_33_length_26158_cov_60.272498:17980-19377|+   -            466 20420                -            282   3.1e-07   27.3   1.5   1   2   2.1e-07   7.2e-05   19.5   0.1   108   175   215   285   130   298 0.82 NODE_33_length_26158_cov_60.272498_18 # 17980 # 19377 # 1 # ID=33_18;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
NODE_33_length_26158_cov_60.272498:17980-19377|+   -            466 20420                -            282   3.1e-07   27.3   1.5   2   2    0.0015      0.52    6.9   0.1    25    86   308   369   297   384 0.76 NODE_33_length_26158_cov_60.272498_18 # 17980 # 19377 # 1 # ID=33_18;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
NODE_8_length_123234_cov_76.327838:83996-85105|+   -            370 20420                -            282   3.1e-07   27.3   0.1   1   1   1.8e-09   6.2e-07   26.3   0.1    32   188    82   237    72   257 0.74 NODE_8_length_123234_cov_76.327838_84 # 83996 # 85105 # 1 # ID=8_84;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_2_length_252901_cov_71.242866:134747-135334|+ -            196 20420                -            282   4.7e-07   26.7   0.0   1   1   2.2e-09   7.8e-07   26.0   0.0   127   186    30    90    25   133 0.83 NODE_2_length_252901_cov_71.242866_131 # 134747 # 135334 # 1 # ID=2_131;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_33_length_26158_cov_60.272498:24117-25217|+   -            367 20420                -            282   0.00076   16.2   0.1   1   2   1.4e-05     0.005   13.5   0.0   120   152     2    33     1    39 0.79 NODE_33_length_26158_cov_60.272498_24 # 24117 # 25217 # 1 # ID=33_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.408
NODE_33_length_26158_cov_60.272498:24117-25217|+   -            367 20420                -            282   0.00076   16.2   0.1   2   2      0.19        66   -0.0   0.0    50   102   199   256   193   275 0.67 NODE_33_length_26158_cov_60.272498_24 # 24117 # 25217 # 1 # ID=33_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.408
NODE_3_length_193524_cov_75.578528:50470-52602|-   -            711 20420                -            282    0.0022   14.7   0.1   1   3   6.2e-06    0.0022   14.7   0.1   125   176     5    57     1    75 0.83 NODE_3_length_193524_cov_75.578528_79 # 50470 # 52602 # -1 # ID=3_79;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_3_length_193524_cov_75.578528:50470-52602|-   -            711 20420                -            282    0.0022   14.7   0.1   2   3      0.31   1.1e+02   -0.8   0.0    45   105    98   160    77   164 0.70 NODE_3_length_193524_cov_75.578528_79 # 50470 # 52602 # -1 # ID=3_79;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_3_length_193524_cov_75.578528:50470-52602|-   -            711 20420                -            282    0.0022   14.7   0.1   3   3      0.73   2.6e+02   -2.0   0.1    66   106   190   234   182   239 0.61 NODE_3_length_193524_cov_75.578528_79 # 50470 # 52602 # -1 # ID=3_79;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
