# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at81852	Complete	NODE_2_length_252901_cov_71.242866	191932	194577	+	1669.6	878
444at81852	Complete	NODE_23_length_39921_cov_95.495462	9325	11619	+	1396.8	751
599at81852	Complete	NODE_6_length_133129_cov_71.626923	78417	76408	-	1419.4	669
705at81852	Complete	NODE_8_length_123234_cov_76.327838	97395	99335	+	1363.6	643
814at81852	Complete	NODE_2_length_252901_cov_71.242866	128236	126431	-	1068.7	601
837at81852	Complete	NODE_4_length_185058_cov_63.073482	121134	118777	-	1372.9	770
1249at81852	Complete	NODE_9_length_122393_cov_61.758630	65110	63224	-	1079.4	621
1360at81852	Duplicated	NODE_17_length_62801_cov_60.881707	23677	22112	-	1090.2	518
1360at81852	Duplicated	NODE_5_length_181677_cov_163.395180	97997	96384	-	1086.2	510
1399at81852	Complete	NODE_10_length_113754_cov_99.095655	102438	100756	-	1002.8	557
1424at81852	Complete	NODE_1_length_304474_cov_63.252055	182624	180918	-	969.3	562
1614at81852	Complete	NODE_7_length_127392_cov_103.596228	122917	124653	+	715.1	554
1719at81852	Complete	NODE_1_length_304474_cov_63.252055	87320	90847	+	1557.7	1148
1785at81852	Complete	NODE_1_length_304474_cov_63.252055	162194	163864	+	1029.0	555
2159at81852	Complete	NODE_53_length_1695_cov_58.035499	1506	214	-	938.6	429
2313at81852	Complete	NODE_6_length_133129_cov_71.626923	39070	37739	-	763.5	436
2597at81852	Complete	NODE_39_length_14199_cov_51.426444	12907	10118	-	1170.9	859
2754at81852	Complete	NODE_17_length_62801_cov_60.881707	34456	35622	+	776.8	388
2768at81852	Complete	NODE_40_length_13809_cov_53.038763	8886	7591	-	901.1	428
3237at81852	Complete	NODE_8_length_123234_cov_76.327838	16903	18123	+	468.1	328
3315at81852	Complete	NODE_1_length_304474_cov_63.252055	153797	155146	+	845.8	445
3330at81852	Complete	NODE_3_length_193524_cov_75.578528	116024	114732	-	822.7	427
3398at81852	Complete	NODE_6_length_133129_cov_71.626923	69162	70271	+	775.6	367
3625at81852	Complete	NODE_3_length_193524_cov_75.578528	106660	103532	-	826.2	903
3809at81852	Complete	NODE_3_length_193524_cov_75.578528	39615	38299	-	441.8	409
3920at81852	Complete	NODE_27_length_31036_cov_54.470116	24191	22995	-	727.0	384
4084at81852	Complete	NODE_2_length_252901_cov_71.242866	151617	152990	+	798.1	451
4559at81852	Complete	NODE_19_length_58687_cov_59.880605	9417	10652	+	812.0	410
4733at81852	Complete	NODE_1_length_304474_cov_63.252055	54037	55161	+	395.6	360
4745at81852	Complete	NODE_13_length_76137_cov_124.122359	6524	7603	+	703.4	357
4818at81852	Complete	NODE_10_length_113754_cov_99.095655	45531	44530	-	665.4	329
4862at81852	Complete	NODE_17_length_62801_cov_60.881707	57723	58661	+	669.8	312
5602at81852	Complete	NODE_1_length_304474_cov_63.252055	118461	119402	+	567.7	310
5782at81852	Complete	NODE_2_length_252901_cov_71.242866	150451	151506	+	641.7	340
6455at81852	Complete	NODE_6_length_133129_cov_71.626923	72359	71475	-	561.7	290
6584at81852	Complete	NODE_1_length_304474_cov_63.252055	40683	42326	+	967.3	524
6804at81852	Complete	NODE_4_length_185058_cov_63.073482	71691	70789	-	565.0	292
6992at81852	Complete	NODE_19_length_58687_cov_59.880605	7348	8121	+	538.7	256
7212at81852	Complete	NODE_2_length_252901_cov_71.242866	64146	64958	+	483.6	257
7426at81852	Complete	NODE_6_length_133129_cov_71.626923	73690	72914	-	497.9	255
7677at81852	Complete	NODE_17_length_62801_cov_60.881707	61015	61812	+	515.4	263
7733at81852	Complete	NODE_17_length_62801_cov_60.881707	38172	37486	-	467.8	228
7785at81852	Complete	NODE_8_length_123234_cov_76.327838	75068	76030	+	510.3	315
7807at81852	Complete	NODE_19_length_58687_cov_59.880605	6303	7151	+	445.3	278
7842at81852	Complete	NODE_17_length_62801_cov_60.881707	35646	36464	+	513.9	269
7856at81852	Complete	NODE_1_length_304474_cov_63.252055	103235	104068	+	449.0	264
8193at81852	Complete	NODE_29_length_29482_cov_87.199667	7407	8234	+	516.6	270
8319at81852	Complete	NODE_7_length_127392_cov_103.596228	32750	32034	-	484.0	238
8577at81852	Complete	NODE_8_length_123234_cov_76.327838	42704	43369	+	417.2	220
8817at81852	Complete	NODE_24_length_39856_cov_62.007358	37596	36910	-	197.5	220
8931at81852	Complete	NODE_9_length_122393_cov_61.758630	78547	77867	-	369.8	221
9080at81852	Complete	NODE_9_length_122393_cov_61.758630	54420	53653	-	419.8	252
9100at81852	Complete	NODE_17_length_62801_cov_60.881707	39741	39058	-	397.0	223
9243at81852	Complete	NODE_11_length_94214_cov_54.858857	72928	72281	-	361.6	213
9623at81852	Complete	NODE_4_length_185058_cov_63.073482	96250	95357	-	508.3	294
9626at81852	Complete	NODE_8_length_123234_cov_76.327838	49832	50440	+	406.0	202
9919at81852	Complete	NODE_1_length_304474_cov_63.252055	136266	136943	+	382.3	212
10082at81852	Complete	NODE_9_length_122393_cov_61.758630	43557	44195	+	366.0	209
10162at81852	Complete	NODE_18_length_59342_cov_60.374412	36434	38008	+	515.1	386
10394at81852	Complete	NODE_6_length_133129_cov_71.626923	72912	72352	-	310.0	181
10425at81852	Complete	NODE_2_length_252901_cov_71.242866	48192	48734	+	233.5	175
10444at81852	Complete	NODE_17_length_62801_cov_60.881707	50820	51359	+	390.2	179
11095at81852	Complete	NODE_1_length_304474_cov_63.252055	166694	167233	+	322.2	176
11126at81852	Complete	NODE_2_length_252901_cov_71.242866	118847	118326	-	243.3	170
11129at81852	Complete	NODE_3_length_193524_cov_75.578528	85361	84858	-	332.4	167
11163at81852	Complete	NODE_1_length_304474_cov_63.252055	135561	136259	+	284.0	224
