#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon:696084-697646|+   -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 tig00000001_pilon_631 # 696084 # 697646 # 1 # ID=1_631;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
tig00000001_pilon:2561319-2562845|- -            509 18543                -            520  4.7e-106  352.8   8.5   1   1  1.4e-107  5.5e-106  352.6   8.5     6   501     4   503     1   507 0.95 tig00000001_pilon_2457 # 2561319 # 2562845 # -1 # ID=1_2457;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon:2494374-2495111|- -            246 18543                -            520   6.7e-39  131.2   0.9   1   1     2e-40   7.9e-39  131.0   0.9     7   229     3   225     1   234 0.92 tig00000001_pilon_2395 # 2494374 # 2495111 # -1 # ID=1_2395;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000001_pilon:2136412-2137149|- -            246 18543                -            520   8.9e-39  130.8   1.1   1   1   2.7e-40     1e-38  130.6   1.1     9   222     6   218     1   226 0.92 tig00000001_pilon_2053 # 2136412 # 2137149 # -1 # ID=1_2053;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000001_pilon:1157188-1158231|+ -            348 18543                -            520   1.3e-37  126.9   1.2   1   1   5.2e-39     2e-37  126.3   1.2     7   233     6   236     2   253 0.89 tig00000001_pilon_1079 # 1157188 # 1158231 # 1 # ID=1_1079;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.423
tig00000001_pilon:804964-805704|-   -            247 18543                -            520   6.4e-36  121.4   1.2   1   1   1.9e-37   7.4e-36  121.2   1.2     5   219     3   216     1   227 0.90 tig00000001_pilon_747 # 804964 # 805704 # -1 # ID=1_747;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000001_pilon:1220349-1221422|+ -            358 18543                -            520   6.7e-34  114.7   1.4   1   1   2.2e-35   8.6e-34  114.3   1.4     8   223     2   221     1   236 0.89 tig00000001_pilon_1137 # 1220349 # 1221422 # 1 # ID=1_1137;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.384
tig00000001_pilon:2619201-2619893|- -            231 18543                -            520   8.2e-32  107.8   0.1   1   1   2.5e-33   9.6e-32  107.6   0.1     7   226     4   222     1   229 0.90 tig00000001_pilon_2515 # 2619201 # 2619893 # -1 # ID=1_2515;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.395
tig00000001_pilon:196396-197589|-   -            398 18543                -            520   1.6e-30  103.5   0.7   1   2   6.6e-32   2.6e-30  102.9   0.1    12   223    32   244    23   260 0.85 tig00000001_pilon_212 # 196396 # 197589 # -1 # ID=1_212;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001_pilon:196396-197589|-   -            398 18543                -            520   1.6e-30  103.5   0.7   2   2       4.7   1.8e+02   -2.2   0.0   447   486   335   378   247   383 0.55 tig00000001_pilon_212 # 196396 # 197589 # -1 # ID=1_212;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001_pilon:849624-850799|-   -            392 18543                -            520   1.8e-30  103.4   3.1   1   2   4.7e-32   1.8e-30  103.4   3.1     8   264     2   260     1   285 0.84 tig00000001_pilon_790 # 849624 # 850799 # -1 # ID=1_790;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
tig00000001_pilon:849624-850799|-   -            392 18543                -            520   1.8e-30  103.4   3.1   2   2       2.5        96   -1.3   0.1    93   144   279   331   248   338 0.71 tig00000001_pilon_790 # 849624 # 850799 # -1 # ID=1_790;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
tig00000001_pilon:1644746-1645489|+ -            248 18543                -            520   3.4e-30  102.5   0.0   1   1   1.1e-31   4.4e-30  102.1   0.0     8   227     2   216     1   225 0.89 tig00000001_pilon_1559 # 1644746 # 1645489 # 1 # ID=1_1559;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.366
tig00000001_pilon:226527-227459|-   -            311 18543                -            520     1e-28   97.6   0.5   1   1   3.3e-30   1.3e-28   97.2   0.5     7   224     2   214     1   236 0.94 tig00000001_pilon_243 # 226527 # 227459 # -1 # ID=1_243;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.395
tig00000001_pilon:502327-503262|-   -            312 18543                -            520   1.3e-28   97.2   0.1   1   1   4.3e-30   1.7e-28   96.9   0.1     7   233     4   226     1   235 0.91 tig00000001_pilon_469 # 502327 # 503262 # -1 # ID=1_469;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.409
