#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon:2649867-2650727|- -            287 20420                -            282  5.4e-169  558.0   0.4   1   1  1.8e-171  6.2e-169  557.8   0.4     1   281     1   281     1   282 1.00 tig00000001_pilon_2542 # 2649867 # 2650727 # -1 # ID=1_2542;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001_pilon:2670465-2671775|- -            437 20420                -            282   1.7e-15   54.4   0.0   1   2   1.3e-10   4.4e-08   30.0   0.0   125   175     8    61     4    72 0.89 tig00000001_pilon_2565 # 2670465 # 2671775 # -1 # ID=1_2565;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001_pilon:2670465-2671775|- -            437 20420                -            282   1.7e-15   54.4   0.0   2   2   5.1e-08   1.8e-05   21.5   0.0    16   157    75   211    66   254 0.76 tig00000001_pilon_2565 # 2670465 # 2671775 # -1 # ID=1_2565;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001_pilon:1814983-1815882|+ -            300 20420                -            282   5.7e-11   39.5   0.1   1   2     5e-13   1.7e-10   37.9   0.1   125   180    11    69     5    81 0.83 tig00000001_pilon_1727 # 1814983 # 1815882 # 1 # ID=1_1727;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon:1814983-1815882|+ -            300 20420                -            282   5.7e-11   39.5   0.1   2   2      0.92   3.2e+02   -2.3   0.0    50    94   114   160    78   165 0.51 tig00000001_pilon_1727 # 1814983 # 1815882 # 1 # ID=1_1727;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon:643432-644829|-   -            466 20420                -            282     3e-07   27.3   1.5   1   2   2.1e-07   7.1e-05   19.5   0.1   108   175   215   285   130   298 0.82 tig00000001_pilon_583 # 643432 # 644829 # -1 # ID=1_583;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001_pilon:643432-644829|-   -            466 20420                -            282     3e-07   27.3   1.5   2   2    0.0015      0.51    6.9   0.1    25    86   308   369   297   384 0.76 tig00000001_pilon_583 # 643432 # 644829 # -1 # ID=1_583;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001_pilon:51059-52168|-     -            370 20420                -            282   3.1e-07   27.3   0.1   1   1   1.8e-09   6.1e-07   26.3   0.1    32   188    82   237    72   257 0.74 tig00000001_pilon_38 # 51059 # 52168 # -1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.402
tig00000001_pilon:2172459-2173046|+ -            196 20420                -            282   4.7e-07   26.7   0.0   1   1   2.2e-09   7.6e-07   26.0   0.0   127   186    30    90    25   133 0.83 tig00000001_pilon_2082 # 2172459 # 2173046 # 1 # ID=1_2082;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000001_pilon:637592-638692|-   -            367 20420                -            282   0.00074   16.2   0.1   1   2   1.4e-05    0.0049   13.5   0.0   120   152     2    33     1    39 0.79 tig00000001_pilon_577 # 637592 # 638692 # -1 # ID=1_577;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
tig00000001_pilon:637592-638692|-   -            367 20420                -            282   0.00074   16.2   0.1   2   2      0.19        64   -0.0   0.0    50   102   199   256   193   275 0.67 tig00000001_pilon_577 # 637592 # 638692 # -1 # ID=1_577;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
