#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon:13506-15011|-     -            502 21416                -            488    2e-290  961.0  13.1   1   1  9.3e-293  2.4e-290  960.8  13.1     2   487     7   495     6   496 0.99 tig00000001_pilon_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001_pilon:187790-189625|-   -            612 21416                -            488   3.2e-49  165.5  13.4   1   3   5.5e-08   1.4e-05   21.5   3.3   109   261   101   251     8   269 0.74 tig00000001_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon:187790-189625|-   -            612 21416                -            488   3.2e-49  165.5  13.4   2   3      0.42   1.1e+02   -1.1   0.2    43   115   274   346   267   376 0.88 tig00000001_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon:187790-189625|-   -            612 21416                -            488   3.2e-49  165.5  13.4   3   3   6.4e-47   1.6e-44  150.0   0.4   263   486   376   601   355   603 0.91 tig00000001_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon:2374048-2375388|- -            447 21416                -            488   1.7e-43  146.6   7.3   1   2   5.3e-05     0.014   11.7   0.8   131   216   123   214    73   218 0.74 tig00000001_pilon_2281 # 2374048 # 2375388 # -1 # ID=1_2281;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001_pilon:2374048-2375388|- -            447 21416                -            488   1.7e-43  146.6   7.3   2   2   1.7e-43   4.4e-41  138.7   1.1   265   487   220   442   215   443 0.92 tig00000001_pilon_2281 # 2374048 # 2375388 # -1 # ID=1_2281;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001_pilon:1907403-1909139|- -            579 21416                -            488   5.4e-41  138.4   1.1   1   3       1.3   3.3e+02   -2.7   0.3   106   143    72   107    33   115 0.53 tig00000001_pilon_1811 # 1907403 # 1909139 # -1 # ID=1_1811;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon:1907403-1909139|- -            579 21416                -            488   5.4e-41  138.4   1.1   2   3     0.089        23    1.1   0.1   199   271   177   249   166   273 0.67 tig00000001_pilon_1811 # 1907403 # 1909139 # -1 # ID=1_1811;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon:1907403-1909139|- -            579 21416                -            488   5.4e-41  138.4   1.1   3   3   2.1e-43   5.4e-41  138.4   1.1   256   486   350   576   343   578 0.94 tig00000001_pilon_1811 # 1907403 # 1909139 # -1 # ID=1_1811;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon:2000025-2001473|+ -            483 21416                -            488   1.2e-36  124.0   4.3   1   1   7.2e-39   1.8e-36  123.4   4.3   195   486   180   475   162   477 0.84 tig00000001_pilon_1902 # 2000025 # 2001473 # 1 # ID=1_1902;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
tig00000001_pilon:1014909-1015952|+ -            348 21416                -            488   1.1e-33  114.2   3.4   1   1   5.9e-36   1.5e-33  113.8   3.4   189   483    53   342    40   346 0.92 tig00000001_pilon_950 # 1014909 # 1015952 # 1 # ID=1_950;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
