# BUSCO version is: 5.8.2 
# The lineage dataset is: bacteria_odb12 (Creation date: 2025-05-14, number of genomes: 3130, number of BUSCOs: 116)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
5293449at2	Complete	NODE_10_length_113754_cov_99.095655	46146	45544	-	153.0	166
9759736at2	Complete	NODE_2_length_252901_cov_71.242866	145095	147131	+	524.8	530
9767721at2	Complete	NODE_2_length_252901_cov_71.242866	131878	133167	+	444.1	412
9771806at2	Complete	NODE_2_length_252901_cov_71.242866	163917	165083	+	317.7	299
9776390at2	Complete	NODE_20_length_58283_cov_65.610712	41911	40994	-	213.7	217
9776733at2	Complete	NODE_18_length_59342_cov_60.374412	3413	4462	+	495.9	303
9778364at2	Complete	NODE_3_length_193524_cov_75.578528	124775	126061	+	416.4	356
9778722at2	Complete	NODE_17_length_62801_cov_60.881707	46921	47754	+	474.4	276
9781053at2	Complete	NODE_18_length_59342_cov_60.374412	40583	41305	+	269.8	211
9782003at2	Complete	NODE_2_length_252901_cov_71.242866	65916	67184	+	308.7	309
9788336at2	Complete	NODE_33_length_26158_cov_60.272498	2249	1797	-	90.6	119
9790352at2	Complete	NODE_14_length_67873_cov_82.007916	7676	6960	-	245.3	249
9791908at2	Complete	NODE_1_length_304474_cov_63.252055	12383	12871	+	201.4	129
9793681at2	Fragmented	NODE_8_length_123234_cov_76.327838	86789	87049	+	114.0	83
9797833at2	Complete	NODE_17_length_62801_cov_60.881707	47797	48075	+	146.4	78
9799262at2	Complete	NODE_10_length_113754_cov_99.095655	30958	30689	-	140.5	87
9800507at2	Complete	NODE_18_length_59342_cov_60.374412	44280	44840	+	235.3	177
9800696at2	Complete	NODE_35_length_20136_cov_58.418942	8514	9635	+	517.7	352
9800719at2	Complete	NODE_1_length_304474_cov_63.252055	95285	96328	+	514.9	337
9801107at2	Complete	NODE_40_length_13809_cov_53.038763	13090	11480	-	616.2	446
9801213at2	Complete	NODE_1_length_304474_cov_63.252055	19972	21411	+	600.2	441
9801330at2	Complete	NODE_26_length_32562_cov_63.418796	282	725	+	141.9	108
9801549at2	Complete	NODE_1_length_304474_cov_63.252055	16109	16837	+	291.9	263
9801753at2	Complete	NODE_4_length_185058_cov_63.073482	109077	108781	-	106.6	70
9802065at2	Complete	NODE_1_length_304474_cov_63.252055	23058	24593	+	690.4	480
9802219at2	Duplicated	NODE_17_length_62801_cov_60.881707	23677	22112	-	308.2	255
9802219at2	Duplicated	NODE_5_length_181677_cov_163.395180	97997	96384	-	306.9	255
9802304at2	Complete	NODE_8_length_123234_cov_76.327838	97395	99335	+	596.8	460
9802309at2	Complete	NODE_2_length_252901_cov_71.242866	82170	83093	+	211.6	191
9802366at2	Complete	NODE_17_length_62801_cov_60.881707	40060	40473	+	200.2	119
9802408at2	Complete	NODE_3_length_193524_cov_75.578528	67869	67447	-	243.8	140
9802554at2	Fragmented	NODE_29_length_29482_cov_87.199667	3700	2963	-	122.3	202
9802589at2	Complete	NODE_17_length_62801_cov_60.881707	49118	49552	+	150.9	104
9802617at2	Complete	NODE_17_length_62801_cov_60.881707	51599	51997	+	138.8	115
9802672at2	Complete	NODE_11_length_94214_cov_54.858857	5751	6347	+	258.2	193
9803017at2	Complete	NODE_1_length_304474_cov_63.252055	56029	56589	+	176.2	169
9803201at2	Complete	NODE_17_length_62801_cov_60.881707	45969	46592	+	289.5	203
9803250at2	Complete	NODE_17_length_62801_cov_60.881707	56476	56694	+	129.1	68
9803420at2	Complete	NODE_9_length_122393_cov_61.758630	54420	53653	-	269.8	191
9803474at2	Complete	NODE_11_length_94214_cov_54.858857	34325	34618	+	110.4	62
9803541at2	Complete	NODE_7_length_127392_cov_103.596228	114713	114366	-	172.0	109
9803610at2	Complete	NODE_17_length_62801_cov_60.881707	56861	57226	+	155.0	102
9803667at2	Complete	NODE_2_length_252901_cov_71.242866	83097	84038	+	297.5	276
9803672at2	Complete	NODE_10_length_113754_cov_99.095655	59350	59961	+	221.0	179
9803740at2	Complete	NODE_3_length_193524_cov_75.578528	67343	66654	-	304.1	210
9803773at2	Complete	NODE_9_length_122393_cov_61.758630	99280	97439	-	359.0	397
9803884at2	Complete	NODE_1_length_304474_cov_63.252055	156010	158652	+	1175.3	857
9803954at2	Complete	NODE_24_length_39856_cov_62.007358	15129	18746	+	1362.8	861
9803965at2	Complete	NODE_26_length_32562_cov_63.418796	741	1133	+	141.5	112
9804006at2	Complete	NODE_2_length_252901_cov_71.242866	63394	63951	+	266.9	185
9804072at2	Complete	NODE_11_length_94214_cov_54.858857	64480	65157	+	177.4	192
9804243at2	Complete	NODE_23_length_39921_cov_95.495462	21163	19907	-	461.9	386
9804305at2	Complete	NODE_10_length_113754_cov_99.095655	30501	28375	-	1058.2	703
9804464at2	Complete	NODE_17_length_62801_cov_60.881707	44973	45281	+	177.4	100
9804478at2	Complete	NODE_10_length_113754_cov_99.095655	45531	44530	-	477.9	301
