#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:1351618-1353066|+ -            483 23003                -            483  5.8e-236  781.5  18.8   1   1  2.9e-238  6.5e-236  781.4  18.8     1   481     1   481     1   482 1.00 NZ_CP014529.1_1314 # 1351618 # 1353066 # 1 # ID=1_1314;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NZ_CP014529.1:2304399-2306234|- -            612 23003                -            483     1e-63  213.5  13.5   1   2   1.5e-19   3.2e-17   60.1   6.4     8   255    16   262    11   290 0.76 NZ_CP014529.1_2266 # 2304399 # 2306234 # -1 # ID=1_2266;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:2304399-2306234|- -            612 23003                -            483     1e-63  213.5  13.5   2   2   3.8e-49   8.4e-47  157.7   0.6   247   480   369   606   359   608 0.90 NZ_CP014529.1_2266 # 2304399 # 2306234 # -1 # ID=1_2266;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:366507-367550|+   -            348 23003                -            483   2.6e-43  146.2  11.0   1   2       1.1   2.5e+02   -2.1   0.1     4    26    11    33     4    46 0.66 NZ_CP014529.1_362 # 366507 # 367550 # 1 # ID=1_362;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
NZ_CP014529.1:366507-367550|+   -            348 23003                -            483   2.6e-43  146.2  11.0   2   2   1.4e-45     3e-43  146.0  10.5   177   476    56   346    15   347 0.91 NZ_CP014529.1_362 # 366507 # 367550 # 1 # ID=1_362;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
NZ_CP014529.1:2130115-2131620|- -            502 23003                -            483   6.5e-42  141.6  10.7   1   1   3.9e-44   8.7e-42  141.2  10.7    11   480    25   499    19   501 0.80 NZ_CP014529.1_2072 # 2130115 # 2131620 # -1 # ID=1_2072;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NZ_CP014529.1:1725641-1726981|- -            447 23003                -            483   1.9e-39  133.5  11.2   1   2   0.00091       0.2    8.0   3.0   106   200   119   213    12   216 0.57 NZ_CP014529.1_1693 # 1725641 # 1726981 # -1 # ID=1_1693;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NZ_CP014529.1:1725641-1726981|- -            447 23003                -            483   1.9e-39  133.5  11.2   2   2   6.3e-41   1.4e-38  130.6   1.4   255   477   220   443   214   446 0.93 NZ_CP014529.1_1693 # 1725641 # 1726981 # -1 # ID=1_1693;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NZ_CP014529.1:1258998-1260734|- -            579 23003                -            483   1.5e-38  130.5  12.3   1   2   4.2e-07   9.3e-05   19.0   2.4    11   248    11   240     3   254 0.78 NZ_CP014529.1_1222 # 1258998 # 1260734 # -1 # ID=1_1222;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:1258998-1260734|- -            579 23003                -            483   1.5e-38  130.5  12.3   2   2   9.4e-37   2.1e-34  116.8   2.5   248   476   352   577   347   578 0.91 NZ_CP014529.1_1222 # 1258998 # 1260734 # -1 # ID=1_1222;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:2748106-2749314|+ -            403 23003                -            483   1.2e-37  127.5   1.5   1   1   7.9e-40   1.7e-37  127.0   1.5   199   480   107   389    63   391 0.84 NZ_CP014529.1_2636 # 2748106 # 2749314 # 1 # ID=1_2636;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
NZ_CP014531.1:8526-9668|-       -            381 23003                -            483   7.1e-32  108.5   3.5   1   2       1.2   2.7e+02   -2.3   0.1     8    31    15    38    11    74 0.66 NZ_CP014531.1_12 # 8526 # 9668 # -1 # ID=3_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NZ_CP014531.1:8526-9668|-       -            381 23003                -            483   7.1e-32  108.5   3.5   2   2   3.2e-34   7.1e-32  108.5   3.5   217   477   114   371    60   377 0.83 NZ_CP014531.1_12 # 8526 # 9668 # -1 # ID=3_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NZ_CP014529.1:2622312-2623208|- -            299 23003                -            483     2e-24   83.9   4.0   1   1   1.1e-26   2.3e-24   83.7   4.0   183   458     8   280     1   294 0.87 NZ_CP014529.1_2536 # 2622312 # 2623208 # -1 # ID=1_2536;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NZ_CP014529.1:472041-473066|+   -            342 23003                -            483   3.7e-18   63.2   0.9   1   1   2.1e-20   4.7e-18   62.9   0.9   235   477    98   334    76   340 0.86 NZ_CP014529.1_459 # 472041 # 473066 # 1 # ID=1_459;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NZ_CP014530.1:91463-92782|-     -            440 23003                -            483   1.7e-16   57.7  32.2   1   2    0.0059       1.3    5.4   5.3    10   144    14   145     4   148 0.64 NZ_CP014530.1_93 # 91463 # 92782 # -1 # ID=2_93;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NZ_CP014530.1:91463-92782|-     -            440 23003                -            483   1.7e-16   57.7  32.2   2   2   2.4e-17   5.3e-15   52.8  30.5    79   401    55   375    39   429 0.69 NZ_CP014530.1_93 # 91463 # 92782 # -1 # ID=2_93;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
