#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_52_length_15383_cov_27.136547:10896-12344|- -            483 23003                -            483  5.7e-236  781.5  18.8   1   1  2.9e-238  6.4e-236  781.4  18.8     1   481     1   481     1   482 1.00 NODE_52_length_15383_cov_27.136547_10 # 10896 # 12344 # -1 # ID=52_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_46_length_18735_cov_33.806049:13998-15833|- -            612 23003                -            483     1e-63  213.5  13.5   1   2   1.5e-19   3.2e-17   60.1   6.4     8   255    16   262    11   290 0.76 NODE_46_length_18735_cov_33.806049_24 # 13998 # 15833 # -1 # ID=46_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_46_length_18735_cov_33.806049:13998-15833|- -            612 23003                -            483     1e-63  213.5  13.5   2   2   3.8e-49   8.3e-47  157.7   0.6   247   480   369   606   359   608 0.90 NODE_46_length_18735_cov_33.806049_24 # 13998 # 15833 # -1 # ID=46_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_19_length_49767_cov_34.796387:13950-14993|+ -            348 23003                -            483   2.5e-43  146.2  11.0   1   2       1.1   2.5e+02   -2.1   0.1     4    26    11    33     4    46 0.66 NODE_19_length_49767_cov_34.796387_16 # 13950 # 14993 # 1 # ID=19_16;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_19_length_49767_cov_34.796387:13950-14993|+ -            348 23003                -            483   2.5e-43  146.2  11.0   2   2   1.4e-45     3e-43  146.0  10.5   177   476    56   346    15   347 0.91 NODE_19_length_49767_cov_34.796387_16 # 13950 # 14993 # 1 # ID=19_16;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_55_length_14649_cov_31.139852:599-2104|-    -            502 23003                -            483   6.5e-42  141.6  10.7   1   1   3.9e-44   8.7e-42  141.2  10.7    11   480    25   499    19   501 0.80 NODE_55_length_14649_cov_31.139852_1 # 599 # 2104 # -1 # ID=55_1;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_3_length_106498_cov_28.709525:36270-37610|+ -            447 23003                -            483   1.9e-39  133.5  11.2   1   2   0.00091       0.2    8.0   3.0   106   200   119   213    12   216 0.57 NODE_3_length_106498_cov_28.709525_34 # 36270 # 37610 # 1 # ID=3_34;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_3_length_106498_cov_28.709525:36270-37610|+ -            447 23003                -            483   1.9e-39  133.5  11.2   2   2   6.3e-41   1.4e-38  130.6   1.4   255   477   220   443   214   446 0.93 NODE_3_length_106498_cov_28.709525_34 # 36270 # 37610 # 1 # ID=3_34;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_41_length_20569_cov_30.148630:15306-17042|+ -            579 23003                -            483   1.5e-38  130.5  12.3   1   2   4.2e-07   9.3e-05   19.0   2.4    11   248    11   240     3   254 0.78 NODE_41_length_20569_cov_30.148630_20 # 15306 # 17042 # 1 # ID=41_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_41_length_20569_cov_30.148630:15306-17042|+ -            579 23003                -            483   1.5e-38  130.5  12.3   2   2   9.4e-37   2.1e-34  116.8   2.5   248   476   352   577   347   578 0.91 NODE_41_length_20569_cov_30.148630_20 # 15306 # 17042 # 1 # ID=41_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_4_length_101830_cov_39.048283:2888-4096|+   -            403 23003                -            483   1.2e-37  127.5   1.5   1   1   7.9e-40   1.7e-37  127.0   1.5   199   480   107   389    63   391 0.84 NODE_4_length_101830_cov_39.048283_2 # 2888 # 4096 # 1 # ID=4_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
NODE_89_length_5029_cov_112.108565:797-1939|+    -            381 23003                -            483     7e-32  108.5   3.5   1   2       1.2   2.7e+02   -2.3   0.1     8    31    15    38    11    74 0.66 NODE_89_length_5029_cov_112.108565_2 # 797 # 1939 # 1 # ID=89_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_89_length_5029_cov_112.108565:797-1939|+    -            381 23003                -            483     7e-32  108.5   3.5   2   2   3.2e-34     7e-32  108.5   3.5   217   477   114   371    60   377 0.83 NODE_89_length_5029_cov_112.108565_2 # 797 # 1939 # 1 # ID=89_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_16_length_53957_cov_35.398816:9084-9980|+   -            299 23003                -            483     2e-24   83.9   4.0   1   1   1.1e-26   2.3e-24   83.7   4.0   183   458     8   280     1   294 0.87 NODE_16_length_53957_cov_35.398816_10 # 9084 # 9980 # 1 # ID=16_10;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_12_length_78125_cov_33.572102:57578-58603|- -            342 23003                -            483   3.7e-18   63.2   0.9   1   1   2.1e-20   4.6e-18   62.9   0.9   235   477    98   334    76   340 0.86 NODE_12_length_78125_cov_33.572102_52 # 57578 # 58603 # -1 # ID=12_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_124_length_2288_cov_25.226601:93-1412|-     -            440 23003                -            483   1.7e-16   57.7  32.2   1   2    0.0059       1.3    5.4   5.3    10   144    14   145     4   148 0.64 NODE_124_length_2288_cov_25.226601_1 # 93 # 1412 # -1 # ID=124_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_124_length_2288_cov_25.226601:93-1412|-     -            440 23003                -            483   1.7e-16   57.7  32.2   2   2   2.4e-17   5.3e-15   52.8  30.5    79   401    55   375    39   429 0.69 NODE_124_length_2288_cov_25.226601_1 # 93 # 1412 # -1 # ID=124_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_5_length_100374_cov_29.640417:8401-9186|-   -            262 23003                -            483     1e-10   38.7   1.2   1   2      0.28        62   -0.2   0.0   138   171     8    41     2    48 0.86 NODE_5_length_100374_cov_29.640417_10 # 8401 # 9186 # -1 # ID=5_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_5_length_100374_cov_29.640417:8401-9186|-   -            262 23003                -            483     1e-10   38.7   1.2   2   2   2.4e-12   5.2e-10   36.3   0.3   347   481   115   252   107   254 0.74 NODE_5_length_100374_cov_29.640417_10 # 8401 # 9186 # -1 # ID=5_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_5_length_100374_cov_29.640417:42887-44338|- -            484 23003                -            483     5e-05   19.9  12.2   1   2   0.00043     0.094    9.1   7.4   109   248   109   257    31   268 0.49 NODE_5_length_100374_cov_29.640417_43 # 42887 # 44338 # -1 # ID=5_43;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374
NODE_5_length_100374_cov_29.640417:42887-44338|- -            484 23003                -            483     5e-05   19.9  12.2   2   2     4e-05    0.0088   12.5   0.1   377   475   369   471   362   477 0.79 NODE_5_length_100374_cov_29.640417_43 # 42887 # 44338 # -1 # ID=5_43;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374
NODE_5_length_100374_cov_29.640417:9177-10049|-  -            291 23003                -            483   0.00069   16.2   1.3   1   1   4.1e-06    0.0009   15.8   1.3    15   197    24   200    10   257 0.68 NODE_5_length_100374_cov_29.640417_11 # 9177 # 10049 # -1 # ID=5_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23003at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/23003at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23003at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:18:03 2026
# [ok]
