#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_86709_cov_33.100688:15268-16137|+  -            290 23202                -            289  2.5e-142  470.9   7.8   1   1  1.1e-144  2.8e-142  470.7   7.8     1   289     1   289     1   289 1.00 NODE_7_length_86709_cov_33.100688_14 # 15268 # 16137 # 1 # ID=7_14;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_14_length_56501_cov_33.217624:55271-56107|- -            279 23202                -            289     2e-46  156.2   0.7   1   1   9.6e-49   2.5e-46  155.9   0.7     2   286     1   277     1   278 0.89 NODE_14_length_56501_cov_33.217624_49 # 55271 # 56107 # -1 # ID=14_49;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_6_length_99885_cov_29.307212:85337-86146|-  -            270 23202                -            289   9.7e-44  147.3   5.5   1   2   2.5e-17   6.5e-15   52.7   0.1     2   114     3   119     2   136 0.83 NODE_6_length_99885_cov_29.307212_84 # 85337 # 86146 # -1 # ID=6_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_6_length_99885_cov_29.307212:85337-86146|-  -            270 23202                -            289   9.7e-44  147.3   5.5   2   2   1.1e-30   2.8e-28   96.6   1.8   163   284   146   267   123   269 0.88 NODE_6_length_99885_cov_29.307212_84 # 85337 # 86146 # -1 # ID=6_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_44_length_19664_cov_36.992299:8490-9299|-   -            270 23202                -            289   3.6e-40  135.6   1.3   1   2   3.4e-19   8.8e-17   58.9   0.1     1   112     1   116     1   138 0.84 NODE_44_length_19664_cov_36.992299_9 # 8490 # 9299 # -1 # ID=44_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_44_length_19664_cov_36.992299:8490-9299|-   -            270 23202                -            289   3.6e-40  135.6   1.3   2   2   1.9e-24   4.9e-22   76.1   0.1   171   285   154   267   139   269 0.89 NODE_44_length_19664_cov_36.992299_9 # 8490 # 9299 # -1 # ID=44_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_24_length_38318_cov_25.692235:11372-12181|+ -            270 23202                -            289     1e-38  130.9   1.4   1   2   2.6e-17   6.8e-15   52.7   0.2     2    98     1   101     1   122 0.83 NODE_24_length_38318_cov_25.692235_18 # 11372 # 12181 # 1 # ID=24_18;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_24_length_38318_cov_25.692235:11372-12181|+ -            270 23202                -            289     1e-38  130.9   1.4   2   2   6.3e-25   1.6e-22   77.7   0.1   154   279   140   263   129   268 0.91 NODE_24_length_38318_cov_25.692235_18 # 11372 # 12181 # 1 # ID=24_18;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_28_length_32648_cov_29.742705:7734-8573|+   -            280 23202                -            289   4.5e-33  112.3   0.8   1   1     2e-34   5.1e-32  108.9   0.8     1   278     1   269     1   274 0.90 NODE_28_length_32648_cov_29.742705_9 # 7734 # 8573 # 1 # ID=28_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_36_length_23986_cov_34.471021:14306-15079|- -            258 23202                -            289   1.7e-28   97.3   0.1   1   2   4.8e-11   1.2e-08   32.1   0.0     3    99     4    98     2   116 0.86 NODE_36_length_23986_cov_34.471021_14 # 14306 # 15079 # -1 # ID=36_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_36_length_23986_cov_34.471021:14306-15079|- -            258 23202                -            289   1.7e-28   97.3   0.1   2   2   1.9e-20   4.9e-18   63.0   0.0   190   282   160   252   141   255 0.91 NODE_36_length_23986_cov_34.471021_14 # 14306 # 15079 # -1 # ID=36_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_116_length_2764_cov_30.359911:113-922|-     -            270 23202                -            289   3.7e-28   96.2   0.1   1   2   2.3e-15   5.9e-13   46.3   0.1     3   110     4   113     2   121 0.89 NODE_116_length_2764_cov_30.359911_1 # 113 # 922 # -1 # ID=116_1;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
