#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_14_length_56501_cov_33.217624:51053-53773|- -            907 27467                -            825  5.4e-229  759.7  98.0   1   1  2.1e-230  8.1e-228  755.8  98.0     1   825     1   897     1   897 0.87 NODE_14_length_56501_cov_33.217624_47 # 51053 # 53773 # -1 # ID=14_47;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.371
NODE_8_length_86165_cov_28.227035:21428-21868|-  -            147 27467                -            825     3e-05   19.5   0.0   1   1   8.9e-08   3.4e-05   19.4   0.0   374   473    11   109     2   125 0.81 NODE_8_length_86165_cov_28.227035_22 # 21428 # 21868 # -1 # ID=8_22;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.356
NODE_44_length_19664_cov_36.992299:9308-12889|-  -           1194 27467                -            825   5.3e-05   18.8   0.0   1   5   1.4e-07   5.3e-05   18.8   0.0     1    45     1    46     1    55 0.89 NODE_44_length_19664_cov_36.992299_10 # 9308 # 12889 # -1 # ID=44_10;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_44_length_19664_cov_36.992299:9308-12889|-  -           1194 27467                -            825   5.3e-05   18.8   0.0   2   5         8   3.1e+03   -8.0  51.6   430   665   166   402   159   419 0.77 NODE_44_length_19664_cov_36.992299_10 # 9308 # 12889 # -1 # ID=44_10;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_44_length_19664_cov_36.992299:9308-12889|-  -           1194 27467                -            825   5.3e-05   18.8   0.0   3   5     0.082        31   -0.3  20.9   301   408   405   512   389   528 0.72 NODE_44_length_19664_cov_36.992299_10 # 9308 # 12889 # -1 # ID=44_10;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_44_length_19664_cov_36.992299:9308-12889|-  -           1194 27467                -            825   5.3e-05   18.8   0.0   4   5       4.1   1.6e+03   -6.0  50.0   182   388   677   864   665   871 0.49 NODE_44_length_19664_cov_36.992299_10 # 9308 # 12889 # -1 # ID=44_10;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_44_length_19664_cov_36.992299:9308-12889|-  -           1194 27467                -            825   5.3e-05   18.8   0.0   5   5         8   3.1e+03   -7.8  22.8   450   608   874  1034   864  1047 0.49 NODE_44_length_19664_cov_36.992299_10 # 9308 # 12889 # -1 # ID=44_10;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_2_length_109676_cov_33.984218:5432-6067|+   -            212 27467                -            825    0.0032   12.8   0.1   1   1   1.1e-05    0.0043   12.4   0.1   397   478    12    93     7   120 0.60 NODE_2_length_109676_cov_33.984218_12 # 5432 # 6067 # 1 # ID=2_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.308
NODE_11_length_80003_cov_31.743608:77172-77864|+ -            231 27467                -            825     0.017   10.4  36.2   1   1   5.9e-05     0.023   10.1  36.2   496   682    38   219    24   229 0.83 NODE_11_length_80003_cov_31.743608_78 # 77172 # 77864 # 1 # ID=11_78;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.342
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 27467                -            825     0.023   10.0  21.2   1   3   0.00028      0.11    7.8   0.0    28    48    36    56    28    72 0.86 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 27467                -            825     0.023   10.0  21.2   2   3      0.29   1.1e+02   -2.2  15.2   186   265   197   276   167   291 0.45 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 27467                -            825     0.023   10.0  21.2   3   3   0.00071      0.27    6.5   0.1    19    44   318   344   314   346 0.73 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_6_length_99885_cov_29.307212:33894-34079|+  -             62 27467                -            825      0.03    9.6   2.2   1   1   8.8e-05     0.034    9.5   2.2   389   438    10    59     2    60 0.87 NODE_6_length_99885_cov_29.307212_37 # 33894 # 34079 # 1 # ID=6_37;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.376
NODE_15_length_55108_cov_29.376128:21635-24301|- -            889 27467                -            825     0.071    8.4   4.1   1   2   0.00028      0.11    7.8   2.1   339   438     4   108     1   125 0.74 NODE_15_length_55108_cov_29.376128_18 # 21635 # 24301 # -1 # ID=15_18;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_15_length_55108_cov_29.376128:21635-24301|- -            889 27467                -            825     0.071    8.4   4.1   2   2     0.068        26   -0.1   0.0   697   715   584   602   576   609 0.88 NODE_15_length_55108_cov_29.376128_18 # 21635 # 24301 # -1 # ID=15_18;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/27467at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/27467at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/27467at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:18:06 2026
# [ok]
