# BUSCO version is: 5.8.2 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
314at2157	Missing
1798at2157	Missing
1912at2157	Missing
4116at2157	Missing
4696at2157	Complete	tig00000001	2090945	2091964	+	320.1	294
5615at2157	Missing
5619at2157	Missing
5670at2157	Missing
5718at2157	Missing
5866at2157	Missing
5877at2157	Missing
5935at2157	Missing
5987at2157	Missing
6075at2157	Missing
6113at2157	Missing
6121at2157	Missing
6244at2157	Missing
6290at2157	Fragmented	tig00000001	706468	708555	+	374.6	533
6295at2157	Missing
6379at2157	Missing
6533at2157	Missing
6575at2157	Complete	tig00000001	1723607	1724797	+	338.9	376
6605at2157	Complete	tig00000001	2573776	2572724	-	237.9	238
6874at2157	Complete	tig00000001	1215567	1215130	-	187.0	139
7000at2157	Missing
7144at2157	Missing
7146at2157	Missing
7259at2157	Missing
7316at2157	Missing
7375at2157	Missing
7378at2157	Missing
7506at2157	Complete	tig00000001	2439201	2436559	-	518.1	758
7529at2157	Missing
7620at2157	Missing
7668at2157	Missing
7751at2157	Missing
7792at2157	Missing
7793at2157	Missing
7798at2157	Missing
7870at2157	Missing
7902at2157	Missing
7912at2157	Missing
7927at2157	Missing
8183at2157	Missing
8293at2157	Complete	tig00000001	2101782	2102594	+	264.9	238
8389at2157	Missing
8479at2157	Missing
8493at2157	Missing
8643at2157	Missing
8644at2157	Missing
8656at2157	Missing
8658at2157	Fragmented	tig00000001	1314943	1316688	+	84.7	346
8659at2157	Complete	tig00000001	264189	262897	-	269.7	339
8680at2157	Complete	tig00000001	1725772	1727070	+	459.9	369
8831at2157	Missing
8842at2157	Complete	tig00000001	216039	215617	-	128.3	133
8904at2157	Complete	tig00000001	1066127	1067488	+	205.2	376
9089at2157	Complete	tig00000001	2417695	2417066	-	107.4	145
9126at2157	Missing
9418at2157	Missing
9465at2157	Missing
9473at2157	Complete	tig00000001	2582827	2582339	-	180.2	146
9593at2157	Missing
9863at2157	Missing
9883at2157	Complete	tig00000001	1535279	1536163	+	231.0	254
9887at2157	Missing
10058at2157	Missing
10073at2157	Missing
10127at2157	Missing
10348at2157	Missing
10382at2157	Missing
10429at2157	Missing
10470at2157	Missing
10536at2157	Missing
10567at2157	Missing
10698at2157	Missing
10737at2157	Missing
10899at2157	Missing
10943at2157	Fragmented	tig00000001	2412587	2414293	+	178.8	472
10981at2157	Complete	tig00000001	2709529	2708267	-	266.4	386
11138at2157	Missing
11309at2157	Missing
11624at2157	Missing
11877at2157	Missing
12054at2157	Missing
14397at2157	Missing
15051at2157	Missing
15212at2157	Missing
15328at2157	Missing
15447at2157	Missing
17644at2157	Missing
19001at2157	Complete	tig00000001	877875	876931	-	208.1	296
19013at2157	Complete	tig00000001	705088	704405	-	133.4	166
23569at2157	Missing
23689at2157	Complete	tig00000001	1059720	1060283	+	36.2	109
24205at2157	Missing
24971at2157	Complete	tig00000001	1702573	1702884	+	42.7	81
25735at2157	Missing
25810at2157	Missing
27149at2157	Fragmented	tig00000001	1497553	1498392	+	63.7	113
27533at2157	Missing
27944at2157	Missing
27972at2157	Missing
30537at2157	Missing
30538at2157	Missing
30559at2157	Missing
30639at2157	Missing
30658at2157	Missing
30823at2157	Complete	tig00000001	1379184	1381982	+	625.4	746
30930at2157	Missing
30955at2157	Missing
30957at2157	Missing
31129at2157	Missing
31271at2157	Missing
31300at2157	Missing
31424at2157	Missing
32941at2157	Complete	tig00000001	1704680	1706056	+	752.5	449
33049at2157	Complete	tig00000001	2201550	2202716	+	245.8	312
33250at2157	Complete	tig00000001	1785472	1786374	+	198.2	273
33582at2157	Missing
33866at2157	Missing
34207at2157	Missing
35104at2157	Missing
35866at2157	Fragmented	tig00000001	2119806	2120729	+	146.2	211
35908at2157	Missing
36608at2157	Complete	tig00000001	2419347	2418415	-	279.3	296
38155at2157	Missing
38238at2157	Complete	tig00000001	1065129	1066130	+	176.4	343
39019at2157	Missing
39139at2157	Missing
39189at2157	Missing
39992at2157	Complete	tig00000001	1498586	1499611	+	203.7	188
43788at2157	Complete	tig00000001	2203837	2205132	+	307.4	411
44091at2157	Missing
45138at2157	Missing
45154at2157	Missing
45195at2157	Missing
45346at2157	Missing
45383at2157	Missing
45909at2157	Missing
46081at2157	Missing
52456at2157	Missing
52479at2157	Missing
52677at2157	Missing
52769at2157	Complete	tig00000001	1297986	1299596	+	673.8	481
