# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at1350	Complete	tig00000001	2229563	2232208	+	1821.9	879
444at1350	Complete	tig00000001	993760	991466	-	1457.1	745
596at1350	Complete	tig00000001	1694913	1696811	+	980.4	636
599at1350	Complete	tig00000001	1529222	1531231	+	1450.9	663
705at1350	Complete	tig00000001	38769	36829	-	1423.7	645
814at1350	Complete	tig00000001	2165871	2164066	-	1121.3	601
826at1350	Complete	tig00000001	643391	641490	-	1370.5	631
837at1350	Complete	tig00000001	1736028	1738385	+	1519.7	783
1249at1350	Complete	tig00000001	2660475	2658589	-	1182.6	625
1360at1350	Duplicated	tig00000001	689024	687459	-	1146.5	518
1360at1350	Duplicated	tig00000002	123290	124903	+	1125.5	508
1424at1350	Complete	tig00000001	2412587	2414293	+	1061.9	558
1507at1350	Complete	tig00000001	1472347	1473984	+	1028.2	530
1547at1350	Complete	tig00000001	2572152	2570617	-	1000.7	509
1593at1350	Complete	tig00000001	2548002	2546230	-	1020.2	574
1614at1350	Complete	tig00000001	1909073	1907337	-	871.4	562
1719at1350	Complete	tig00000001	2507891	2504364	-	1798.2	1145
1737at1350	Complete	tig00000001	1704680	1706056	+	1033.9	457
2136at1350	Complete	tig00000001	2009166	2010515	+	893.8	447
2159at1350	Complete	tig00000001	663409	664701	+	986.3	430
2257at1350	Complete	tig00000001	1462776	1464635	+	1040.3	591
2313at1350	Complete	tig00000001	1568568	1569899	+	894.1	442
2389at1350	Complete	tig00000001	2676065	2674662	-	724.4	457
2522at1350	Complete	tig00000001	2524708	2522333	-	1349.2	772
2597at1350	Complete	tig00000001	1858730	1861519	+	1507.7	916
2754at1350	Complete	tig00000001	699803	700969	+	855.2	388
2768at1350	Complete	tig00000001	1302190	1303485	+	951.5	429
2823at1350	Complete	tig00000001	719628	720923	+	900.7	431
2925at1350	Complete	tig00000001	2226635	2227969	+	939.7	442
2954at1350	Complete	tig00000001	58064	56829	-	838.9	411
3075at1350	Complete	tig00000001	850768	849593	-	796.2	386
3237at1350	Complete	tig00000001	119254	118034	-	638.0	393
3315at1350	Complete	tig00000001	2441414	2440065	-	908.5	447
3330at1350	Complete	tig00000001	264189	262897	-	897.8	428
3398at1350	Complete	tig00000001	1538476	1537367	-	805.3	368
3592at1350	Complete	tig00000001	2111808	2112983	+	825.7	400
3609at1350	Complete	tig00000001	1781300	1780194	-	699.5	364
3625at1350	Fragmented	tig00000001	254825	252603	-	615.0	703
3786at1350	Complete	tig00000001	125651	124623	-	706.3	342
