#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_127392_cov_103.596228:30586-32034|-   -            483 23003                -            483  5.9e-236  781.5  18.8   1   1  2.9e-238  6.6e-236  781.4  18.8     1   481     1   481     1   482 1.00 NODE_7_length_127392_cov_103.596228_36 # 30586 # 32034 # -1 # ID=7_36;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_3_length_193524_cov_75.578528:39612-41447|-    -            612 23003                -            483   1.1e-63  213.5  13.5   1   2   1.5e-19   3.3e-17   60.1   6.4     8   255    16   262    11   290 0.76 NODE_3_length_193524_cov_75.578528_67 # 39612 # 41447 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_3_length_193524_cov_75.578528:39612-41447|-    -            612 23003                -            483   1.1e-63  213.5  13.5   2   2   3.8e-49   8.5e-47  157.7   0.6   247   480   369   606   359   608 0.90 NODE_3_length_193524_cov_75.578528_67 # 39612 # 41447 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_14_length_67873_cov_82.007916:55457-56500|-    -            348 23003                -            483   2.6e-43  146.2  11.0   1   2       1.1   2.5e+02   -2.1   0.1     4    26    11    33     4    46 0.66 NODE_14_length_67873_cov_82.007916_48 # 55457 # 56500 # -1 # ID=14_48;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_14_length_67873_cov_82.007916:55457-56500|-    -            348 23003                -            483   2.6e-43  146.2  11.0   2   2   1.4e-45   3.1e-43  146.0  10.5   177   476    56   346    15   347 0.91 NODE_14_length_67873_cov_82.007916_48 # 55457 # 56500 # -1 # ID=14_48;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_8_length_123234_cov_76.327838:121153-122658|+  -            502 23003                -            483   6.7e-42  141.6  10.7   1   1   3.9e-44   8.9e-42  141.2  10.7    11   480    25   499    19   501 0.80 NODE_8_length_123234_cov_76.327838_114 # 121153 # 122658 # 1 # ID=8_114;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_1_length_304474_cov_63.252055:219910-221250|+  -            447 23003                -            483   1.9e-39  133.5  11.2   1   2   0.00091      0.21    8.0   3.0   106   200   119   213    12   216 0.57 NODE_1_length_304474_cov_63.252055_206 # 219910 # 221250 # 1 # ID=1_206;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_1_length_304474_cov_63.252055:219910-221250|+  -            447 23003                -            483   1.9e-39  133.5  11.2   2   2   6.3e-41   1.4e-38  130.6   1.4   255   477   220   443   214   446 0.93 NODE_1_length_304474_cov_63.252055_206 # 219910 # 221250 # 1 # ID=1_206;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_7_length_127392_cov_103.596228:122917-124653|+ -            579 23003                -            483   1.5e-38  130.5  12.3   1   2   4.2e-07   9.5e-05   19.0   2.4    11   248    11   240     3   254 0.78 NODE_7_length_127392_cov_103.596228_128 # 122917 # 124653 # 1 # ID=7_128;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_7_length_127392_cov_103.596228:122917-124653|+ -            579 23003                -            483   1.5e-38  130.5  12.3   2   2   9.4e-37   2.1e-34  116.8   2.5   248   476   352   577   347   578 0.91 NODE_7_length_127392_cov_103.596228_128 # 122917 # 124653 # 1 # ID=7_128;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_37_length_17573_cov_153.551824:1616-2824|-     -            403 23003                -            483   1.2e-37  127.5   1.5   1   1   7.9e-40   1.8e-37  127.0   1.5   199   480   107   389    63   391 0.84 NODE_37_length_17573_cov_153.551824_2 # 1616 # 2824 # -1 # ID=37_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
