#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_30_length_28698_cov_56.930508:3188-4057|+     -            290 23202                -            289  2.6e-142  470.9   7.8   1   1  1.1e-144  2.9e-142  470.7   7.8     1   289     1   289     1   289 1.00 NODE_30_length_28698_cov_56.930508_5 # 3188 # 4057 # 1 # ID=30_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_3_length_193524_cov_75.578528:149243-150079|- -            279 23202                -            289     2e-46  156.2   0.7   1   1   9.6e-49   2.5e-46  155.9   0.7     2   286     1   277     1   278 0.89 NODE_3_length_193524_cov_75.578528_171 # 149243 # 150079 # -1 # ID=3_171;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_4_length_185058_cov_63.073482:143682-144491|+ -            270 23202                -            289     1e-43  147.3   5.5   1   2   2.5e-17   6.6e-15   52.7   0.1     2   114     3   119     2   136 0.83 NODE_4_length_185058_cov_63.073482_138 # 143682 # 144491 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_4_length_185058_cov_63.073482:143682-144491|+ -            270 23202                -            289     1e-43  147.3   5.5   2   2   1.1e-30   2.9e-28   96.6   1.8   163   284   146   267   123   269 0.88 NODE_4_length_185058_cov_63.073482_138 # 143682 # 144491 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_10_length_113754_cov_99.095655:84189-84998|-  -            270 23202                -            289   3.7e-40  135.6   1.3   1   2   3.4e-19     9e-17   58.9   0.1     1   112     1   116     1   138 0.84 NODE_10_length_113754_cov_99.095655_82 # 84189 # 84998 # -1 # ID=10_82;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_10_length_113754_cov_99.095655:84189-84998|-  -            270 23202                -            289   3.7e-40  135.6   1.3   2   2   1.9e-24     5e-22   76.1   0.1   171   285   154   267   139   269 0.89 NODE_10_length_113754_cov_99.095655_82 # 84189 # 84998 # -1 # ID=10_82;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_1_length_304474_cov_63.252055:302916-303725|+ -            270 23202                -            289   1.1e-38  130.9   1.4   1   2   2.6e-17   6.9e-15   52.7   0.2     2    98     1   101     1   122 0.83 NODE_1_length_304474_cov_63.252055_288 # 302916 # 303725 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_1_length_304474_cov_63.252055:302916-303725|+ -            270 23202                -            289   1.1e-38  130.9   1.4   2   2   6.3e-25   1.7e-22   77.7   0.1   154   279   140   263   129   268 0.91 NODE_1_length_304474_cov_63.252055_288 # 302916 # 303725 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_6_length_133129_cov_71.626923:5326-6165|-     -            280 23202                -            289   4.6e-33  112.3   0.8   1   1     2e-34   5.2e-32  108.9   0.8     1   278     1   269     1   274 0.90 NODE_6_length_133129_cov_71.626923_5 # 5326 # 6165 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_10_length_113754_cov_99.095655:56781-57554|-  -            258 23202                -            289   1.8e-28   97.3   0.1   1   2   4.8e-11   1.3e-08   32.1   0.0     3    99     4    98     2   116 0.86 NODE_10_length_113754_cov_99.095655_53 # 56781 # 57554 # -1 # ID=10_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_10_length_113754_cov_99.095655:56781-57554|-  -            258 23202                -            289   1.8e-28   97.3   0.1   2   2   1.9e-20     5e-18   63.0   0.0   190   282   160   252   141   255 0.91 NODE_10_length_113754_cov_99.095655_53 # 56781 # 57554 # -1 # ID=10_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_8_length_123234_cov_76.327838:104551-105360|- -            270 23202                -            289   3.8e-28   96.2   0.1   1   2   2.3e-15     6e-13   46.3   0.1     3   110     4   113     2   121 0.89 NODE_8_length_123234_cov_76.327838_101 # 104551 # 105360 # -1 # ID=8_101;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_8_length_123234_cov_76.327838:104551-105360|- -            270 23202                -            289   3.8e-28   96.2   0.1   2   2   6.3e-16   1.7e-13   48.2   0.0   202   284   183   266   154   269 0.87 NODE_8_length_123234_cov_76.327838_101 # 104551 # 105360 # -1 # ID=8_101;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_7_length_127392_cov_103.596228:33225-33998|+  -            258 23202                -            289     7e-26   88.8   0.1   1   2     2e-15   5.2e-13   46.5   0.2     8   133    11   134     6   145 0.93 NODE_7_length_127392_cov_103.596228_39 # 33225 # 33998 # 1 # ID=7_39;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_7_length_127392_cov_103.596228:33225-33998|+  -            258 23202                -            289     7e-26   88.8   0.1   2   2   1.6e-13   4.1e-11   40.3   0.0   193   281   163   251   149   254 0.91 NODE_7_length_127392_cov_103.596228_39 # 33225 # 33998 # 1 # ID=7_39;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_22_length_43876_cov_92.621673:31259-33550|-   -            764 23202                -            289    0.0028   14.6   2.4   1   4      0.83   2.2e+02   -1.5   0.0     4    21   212   229   210   242 0.88 NODE_22_length_43876_cov_92.621673_32 # 31259 # 33550 # -1 # ID=22_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_22_length_43876_cov_92.621673:31259-33550|-   -            764 23202                -            289    0.0028   14.6   2.4   2   4      0.86   2.2e+02   -1.5   0.0   154   174   238   258   221   272 0.77 NODE_22_length_43876_cov_92.621673_32 # 31259 # 33550 # -1 # ID=22_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_22_length_43876_cov_92.621673:31259-33550|-   -            764 23202                -            289    0.0028   14.6   2.4   3   4     0.006       1.6    5.6   0.0    24    58   402   436   399   457 0.89 NODE_22_length_43876_cov_92.621673_32 # 31259 # 33550 # -1 # ID=22_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_22_length_43876_cov_92.621673:31259-33550|-   -            764 23202                -            289    0.0028   14.6   2.4   4   4    0.0037      0.97    6.3   0.3   232   272   489   531   477   549 0.79 NODE_22_length_43876_cov_92.621673_32 # 31259 # 33550 # -1 # ID=22_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_31_length_28084_cov_163.260775:1417-3603|+    -            729 23202                -            289    0.0041   14.0   2.3   1   2    0.0017      0.45    7.4   0.1    18    60   549   591   543   598 0.87 NODE_31_length_28084_cov_163.260775_4 # 1417 # 3603 # 1 # ID=31_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_31_length_28084_cov_163.260775:1417-3603|+    -            729 23202                -            289    0.0041   14.0   2.3   2   2    0.0051       1.3    5.8   0.5   227   266   612   651   602   669 0.78 NODE_31_length_28084_cov_163.260775_4 # 1417 # 3603 # 1 # ID=31_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_9_length_122393_cov_61.758630:117821-120487|- -            889 23202                -            289     0.011   12.6   3.7   1   2     0.029       7.5    3.3   0.1    24    58   537   571   530   611 0.83 NODE_9_length_122393_cov_61.758630_116 # 117821 # 120487 # -1 # ID=9_116;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_9_length_122393_cov_61.758630:117821-120487|- -            889 23202                -            289     0.011   12.6   3.7   2   2   0.00053      0.14    9.0   0.9   235   278   627   671   616   682 0.85 NODE_9_length_122393_cov_61.758630_116 # 117821 # 120487 # -1 # ID=9_116;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/run_enterococcaceae_odb12/hmmer_output/23202at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:45:43 2026
# [ok]
