#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2_length_252901_cov_71.242866:195422-196051|+ -            210 9812943              -            178   1.7e-46  155.9   0.0   1   1   1.6e-48   2.3e-46  155.5   0.0     2   167    14   195    13   205 0.88 NODE_2_length_252901_cov_71.242866_185 # 195422 # 196051 # 1 # ID=2_185;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_10_length_113754_cov_99.095655:18405-19034|-  -            210 9812943              -            178   5.8e-06   23.9   3.9   1   1   1.9e-07   2.8e-05   21.7   3.9     2   134     7   148     6   155 0.84 NODE_10_length_113754_cov_99.095655_17 # 18405 # 19034 # -1 # ID=10_17;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_26_length_32562_cov_63.418796:9469-10884|+    -            472 9812943              -            178   0.00012   19.6   1.0   1   2   0.00057     0.082   10.4   0.0     5    22    33    50    30    79 0.80 NODE_26_length_32562_cov_63.418796_12 # 9469 # 10884 # 1 # ID=26_12;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NODE_26_length_32562_cov_63.418796:9469-10884|+    -            472 9812943              -            178   0.00012   19.6   1.0   2   2    0.0057      0.82    7.1   0.2     3    22   281   300   280   304 0.90 NODE_26_length_32562_cov_63.418796_12 # 9469 # 10884 # 1 # ID=26_12;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NODE_31_length_28084_cov_163.260775:142-681|+      -            180 9812943              -            178    0.0014   16.1   0.1   1   2   0.00025     0.036   11.6   0.0     2    23     1    22     1    37 0.85 NODE_31_length_28084_cov_163.260775_1 # 142 # 681 # 1 # ID=31_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
NODE_31_length_28084_cov_163.260775:142-681|+      -            180 9812943              -            178    0.0014   16.1   0.1   2   2      0.18        26    2.2   0.0   110   141    77   108    70   122 0.80 NODE_31_length_28084_cov_163.260775_1 # 142 # 681 # 1 # ID=31_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 9812943              -            178    0.0017   15.8   0.8   1   3     0.011       1.5    6.2   0.0     3    23    33    53    31    62 0.88 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 9812943              -            178    0.0017   15.8   0.8   2   3     0.041       5.9    4.3   0.2   127   158   269   301   263   317 0.72 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 9812943              -            178    0.0017   15.8   0.8   3   3      0.37        54    1.2   0.0     3    21   341   359   339   364 0.87 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_17_length_62801_cov_60.881707:23736-24659|-   -            308 9812943              -            178    0.0019   15.7   0.2   1   1   2.9e-05    0.0042   14.6   0.2     2    22    84   104    83   112 0.90 NODE_17_length_62801_cov_60.881707_23 # 23736 # 24659 # -1 # ID=17_23;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_17_length_62801_cov_60.881707:56861-57226|+   -            122 9812943              -            178    0.0024   15.4   0.0   1   1   2.1e-05     0.003   15.1   0.0     2    52    15    62    14    83 0.86 NODE_17_length_62801_cov_60.881707_68 # 56861 # 57226 # 1 # ID=17_68;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.418
