# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at81852	Complete	NZ_CP014529.1	1581236	1583881	+	1669.6	878
444at81852	Complete	NZ_CP014529.1	345396	343102	-	1396.8	751
599at81852	Complete	NZ_CP014529.1	880868	882877	+	1419.4	669
705at81852	Complete	NZ_CP014529.1	2155378	2153438	-	1363.6	643
814at81852	Complete	NZ_CP014529.1	1517541	1515736	-	1068.7	601
837at81852	Complete	NZ_CP014529.1	1087683	1090040	+	1372.9	770
1249at81852	Complete	NZ_CP014529.1	2012157	2010271	-	1079.4	621
1360at81852	Duplicated	NZ_CP014529.1	40648	39083	-	1090.2	518
1360at81852	Duplicated	NZ_CP014530.1	95001	96614	+	1086.2	510
1399at81852	Complete	NZ_CP014529.1	91610	93292	+	1002.8	557
1424at81852	Complete	NZ_CP014529.1	1764267	1765973	+	969.3	562
1614at81852	Complete	NZ_CP014529.1	1260734	1258998	-	715.1	554
1719at81852	Complete	NZ_CP014529.1	1859571	1856044	-	1557.7	1148
1785at81852	Complete	NZ_CP014529.1	1784697	1783027	-	1029.0	555
2159at81852	Complete	NZ_CP014529.1	15033	16325	+	938.6	429
2313at81852	Complete	NZ_CP014529.1	920215	921546	+	763.5	436
2597at81852	Complete	NZ_CP014529.1	1210388	1213177	+	1170.9	859
2754at81852	Complete	NZ_CP014529.1	51427	52593	+	776.8	388
2768at81852	Complete	NZ_CP014529.1	653828	655123	+	901.1	428
3237at81852	Complete	NZ_CP014529.1	2235870	2234650	-	468.1	328
3315at81852	Complete	NZ_CP014529.1	1793094	1791745	-	845.8	445
3330at81852	Complete	NZ_CP014529.1	2380812	2379520	-	822.7	427
3398at81852	Complete	NZ_CP014529.1	890123	889014	-	775.6	367
3625at81852	Complete	NZ_CP014529.1	2371448	2368320	-	826.2	903
3809at81852	Complete	NZ_CP014529.1	2304402	2303086	-	441.8	409
3920at81852	Complete	NZ_CP014529.1	476731	475535	-	727.0	384
4084at81852	Complete	NZ_CP014529.1	1540922	1542295	+	798.1	451
4559at81852	Complete	NZ_CP014529.1	513646	514881	+	812.0	410
4733at81852	Complete	NZ_CP014529.1	1892854	1891730	-	395.6	360
4745at81852	Complete	NZ_CP014529.1	244837	245916	+	703.4	357
4818at81852	Complete	NZ_CP014529.1	148517	149518	+	665.4	329
4862at81852	Complete	NZ_CP014529.1	74694	75632	+	669.8	312
5602at81852	Complete	NZ_CP014529.1	1828430	1827489	-	567.7	310
5782at81852	Complete	NZ_CP014529.1	1539756	1540811	+	641.7	340
6455at81852	Complete	NZ_CP014529.1	886926	887810	+	561.7	290
6584at81852	Complete	NZ_CP014529.1	1906208	1904565	-	967.3	524
6804at81852	Complete	NZ_CP014529.1	1137127	1138029	+	565.0	292
6992at81852	Complete	NZ_CP014529.1	511577	512350	+	538.7	256
7212at81852	Complete	NZ_CP014529.1	1453451	1454263	+	483.6	257
7426at81852	Complete	NZ_CP014529.1	885595	886371	+	497.9	255
7677at81852	Complete	NZ_CP014529.1	77986	78783	+	515.4	263
7733at81852	Complete	NZ_CP014529.1	55143	54457	-	467.8	228
7785at81852	Complete	NZ_CP014529.1	2177705	2176743	-	510.3	315
7807at81852	Complete	NZ_CP014529.1	510532	511380	+	445.3	278
7842at81852	Complete	NZ_CP014529.1	52617	53435	+	513.9	269
7856at81852	Complete	NZ_CP014529.1	1843656	1842823	-	449.0	264
8193at81852	Complete	NZ_CP014529.1	626414	627241	+	516.6	270
8319at81852	Complete	NZ_CP014529.1	1350902	1351618	+	484.0	238
8577at81852	Complete	NZ_CP014529.1	2210069	2209404	-	417.2	220
8817at81852	Complete	NZ_CP014529.1	2694833	2695519	+	197.5	220
8931at81852	Complete	NZ_CP014529.1	2025594	2024914	-	369.8	221
9080at81852	Complete	NZ_CP014529.1	2001467	2000700	-	419.8	252
9100at81852	Complete	NZ_CP014529.1	56712	56029	-	397.0	223
9243at81852	Complete	NZ_CP014529.1	735863	735216	-	361.6	213
9623at81852	Complete	NZ_CP014529.1	1112567	1113460	+	508.3	294
9626at81852	Complete	NZ_CP014529.1	2202941	2202333	-	406.0	202
9919at81852	Complete	NZ_CP014529.1	1810625	1809948	-	382.3	212
10082at81852	Complete	NZ_CP014529.1	1990604	1991242	+	366.0	209
10162at81852	Complete	NZ_CP014529.1	2541506	2539932	-	515.1	386
10394at81852	Complete	NZ_CP014529.1	886364	886933	+	313.0	185
10425at81852	Complete	NZ_CP014529.1	1437497	1438039	+	233.5	175
10444at81852	Complete	NZ_CP014529.1	67791	68330	+	390.2	179
11095at81852	Complete	NZ_CP014529.1	1780197	1779658	-	322.2	176
11126at81852	Complete	NZ_CP014529.1	1508152	1507631	-	243.3	170
11129at81852	Complete	NZ_CP014529.1	2350149	2349646	-	332.4	167
11163at81852	Complete	NZ_CP014529.1	1811330	1810632	-	284.0	224
11308at81852	Complete	NZ_CP014529.1	70074	70574	+	341.4	164
12247at81852	Complete	NZ_CP014529.1	45926	46324	+	243.4	128
12767at81852	Complete	NZ_CP014529.1	1586565	1587938	+	466.9	445
13299at81852	Complete	NZ_CP014529.1	2384118	2383672	-	246.7	147
13490at81852	Complete	NZ_CP014529.1	91196	91558	+	233.0	120
13534at81852	Complete	NZ_CP014529.1	489391	489735	+	192.7	113
13735at81852	Complete	NZ_CP014529.1	1872238	1871894	-	194.0	108
13742at81852	Complete	NZ_CP014529.1	1891749	1891303	-	190.7	139
14302at81852	Complete	NZ_CP014529.1	74225	74614	+	276.5	127
14325at81852	Complete	NZ_CP014529.1	1536542	1536847	+	172.2	100
15052at81852	Complete	NZ_CP014529.1	67455	67763	+	152.5	72
15301at81852	Complete	NZ_CP014529.1	73447	73665	+	171.5	72
15393at81852	Complete	NZ_CP014529.1	1888511	1887894	-	226.3	202
15547at81852	Complete	NZ_CP014529.1	96617	96859	+	139.3	78
15646at81852	Complete	NZ_CP014529.1	1002406	1002711	+	176.6	99
15803at81852	Complete	NZ_CP014529.1	1867414	1867226	-	84.2	59
15847at81852	Complete	NZ_CP014529.1	90926	90738	-	144.6	62
16163at81852	Complete	NZ_CP014529.1	68349	68534	+	152.9	61
16176at81852	Complete	NZ_CP014529.1	1982618	1981857	-	495.4	255
16182at81852	Complete	NZ_CP014529.1	2015500	2015045	-	288.2	149
16202at81852	Complete	NZ_CP014529.1	73698	73814	+	91.4	37
16208at81852	Complete	NZ_CP014529.1	655222	655485	+	197.8	86
16239at81852	Complete	NZ_CP014529.1	2010259	2009312	-	577.2	315
16281at81852	Complete	NZ_CP014529.1	847534	848130	+	400.5	189
16282at81852	Complete	NZ_CP014529.1	2556765	2556547	-	154.0	72
