#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:341180-341989|+   -            270 6417                 -            269  8.6e-147  484.9   4.9   1   1  3.7e-149  9.6e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_1_length_1652082_cov_46.167482_345 # 341180 # 341989 # 1 # ID=1_345;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_1_length_1652082_cov_46.167482:1296454-1297263|- -            270 6417                 -            269   4.8e-76  252.9   2.4   1   1   2.1e-78   5.4e-76  252.8   2.4     3   269     2   268     1   268 0.96 NODE_1_length_1652082_cov_46.167482_1269 # 1296454 # 1297263 # -1 # ID=1_1269;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_2_length_840748_cov_42.698360:231119-231928|-    -            270 6417                 -            269   6.5e-40  134.5   0.5   1   1   4.1e-42     1e-39  133.8   0.5     3   267     1   268     1   269 0.84 NODE_2_length_840748_cov_42.698360_222 # 231119 # 231928 # -1 # ID=2_222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_2_length_840748_cov_42.698360:735367-736176|+    -            270 6417                 -            269   8.2e-37  124.3   0.1   1   2   1.1e-17   2.7e-15   53.7   0.0     1   102     1    98     1   124 0.79 NODE_2_length_840748_cov_42.698360_696 # 735367 # 736176 # 1 # ID=2_696;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_2_length_840748_cov_42.698360:735367-736176|+    -            270 6417                 -            269   8.2e-37  124.3   0.1   2   2   2.4e-22   6.1e-20   69.0   0.0   187   266   185   265   150   268 0.91 NODE_2_length_840748_cov_42.698360_696 # 735367 # 736176 # 1 # ID=2_696;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:802794-803663|+   -            290 6417                 -            269     1e-36  124.0   5.6   1   2   3.5e-15     9e-13   45.5   0.2     3   145     2   141     1   166 0.77 NODE_1_length_1652082_cov_46.167482_804 # 802794 # 803663 # 1 # ID=1_804;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_1_length_1652082_cov_46.167482:802794-803663|+   -            290 6417                 -            269     1e-36  124.0   5.6   2   2   5.7e-26   1.5e-23   80.9   1.5   175   266   192   283   158   286 0.86 NODE_1_length_1652082_cov_46.167482_804 # 802794 # 803663 # 1 # ID=1_804;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_1_length_1652082_cov_46.167482:452356-453195|-   -            280 6417                 -            269   4.1e-35  118.7   0.3   1   2   5.9e-13   1.5e-10   38.2   0.0     3    79     2    74     1    97 0.89 NODE_1_length_1652082_cov_46.167482_451 # 452356 # 453195 # -1 # ID=1_451;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_1_length_1652082_cov_46.167482:452356-453195|-   -            280 6417                 -            269   4.1e-35  118.7   0.3   2   2   2.2e-25   5.6e-23   78.9   0.0   173   267   182   275   169   277 0.92 NODE_1_length_1652082_cov_46.167482_451 # 452356 # 453195 # -1 # ID=1_451;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_1_length_1652082_cov_46.167482:1269046-1269819|- -            258 6417                 -            269   3.9e-30  102.4   0.1   1   3   7.3e-11   1.9e-08   31.3   0.0     1    61     1    61     1    92 0.92 NODE_1_length_1652082_cov_46.167482_1240 # 1269046 # 1269819 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_1_length_1652082_cov_46.167482:1269046-1269819|- -            258 6417                 -            269   3.9e-30  102.4   0.1   2   3      0.57   1.5e+02   -1.1   0.0   119   187    83   151    71   161 0.71 NODE_1_length_1652082_cov_46.167482_1240 # 1269046 # 1269819 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_1_length_1652082_cov_46.167482:1269046-1269819|- -            258 6417                 -            269   3.9e-30  102.4   0.1   3   3   2.8e-22   7.3e-20   68.7   0.0   175   266   162   253   137   256 0.90 NODE_1_length_1652082_cov_46.167482_1240 # 1269046 # 1269819 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_3_length_245057_cov_46.274867:149264-150100|-    -            279 6417                 -            269   9.5e-30  101.1   0.4   1   1   9.4e-32   2.4e-29   99.8   0.4     3   266     1   274     1   277 0.80 NODE_3_length_245057_cov_46.274867_171 # 149264 # 150100 # -1 # ID=3_171;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_1_length_1652082_cov_46.167482:55889-56662|+     -            258 6417                 -            269   3.6e-25   86.1   0.0   1   1   7.9e-27     2e-24   83.7   0.0     8   267    10   254     5   256 0.89 NODE_1_length_1652082_cov_46.167482_73 # 55889 # 56662 # 1 # ID=1_73;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_1_length_1652082_cov_46.167482:184829-186913|-   -            695 6417                 -            269    0.0026   14.5   0.3   1   1   1.9e-05    0.0049   13.5   0.3   201   265   566   631   546   633 0.90 NODE_1_length_1652082_cov_46.167482_197 # 184829 # 186913 # -1 # ID=1_197;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_2_length_840748_cov_42.698360:652821-655487|-    -            889 6417                 -            269    0.0054   13.4   3.6   1   2     0.041        10    2.6   0.0    23    64   535   576   527   585 0.84 NODE_2_length_840748_cov_42.698360_626 # 652821 # 655487 # -1 # ID=2_626;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_2_length_840748_cov_42.698360:652821-655487|-    -            889 6417                 -            269    0.0054   13.4   3.6   2   2   0.00025     0.065    9.9   1.7   218   258   627   667   619   675 0.84 NODE_2_length_840748_cov_42.698360_626 # 652821 # 655487 # -1 # ID=2_626;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_1_length_1652082_cov_46.167482:177597-179783|-   -            729 6417                 -            269    0.0055   13.4   3.9   1   2     0.023         6    3.4   0.0    15    45   545   575   542   589 0.87 NODE_1_length_1652082_cov_46.167482_191 # 177597 # 179783 # -1 # ID=1_191;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_1_length_1652082_cov_46.167482:177597-179783|-   -            729 6417                 -            269    0.0055   13.4   3.9   2   2   0.00034     0.088    9.4   1.4   206   264   608   666   602   669 0.85 NODE_1_length_1652082_cov_46.167482_191 # 177597 # 179783 # -1 # ID=1_191;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
