#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2_length_840748_cov_42.698360:589413-590273|-    -            287 20420                -            282  5.4e-169  558.0   0.4   1   1  1.8e-171  6.1e-169  557.8   0.4     1   281     1   281     1   282 1.00 NODE_2_length_840748_cov_42.698360_565 # 589413 # 590273 # -1 # ID=2_565;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
NODE_2_length_840748_cov_42.698360:610011-611321|-    -            437 20420                -            282   1.7e-15   54.4   0.0   1   2   1.3e-10   4.4e-08   30.0   0.0   125   175     8    61     4    72 0.89 NODE_2_length_840748_cov_42.698360_588 # 610011 # 611321 # -1 # ID=2_588;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_840748_cov_42.698360:610011-611321|-    -            437 20420                -            282   1.7e-15   54.4   0.0   2   2   5.1e-08   1.8e-05   21.5   0.0    16   157    75   211    66   254 0.76 NODE_2_length_840748_cov_42.698360_588 # 610011 # 611321 # -1 # ID=2_588;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_1_length_1652082_cov_46.167482:238834-239733|-   -            300 20420                -            282   5.7e-11   39.5   0.1   1   2     5e-13   1.7e-10   37.9   0.1   125   180    11    69     5    81 0.83 NODE_1_length_1652082_cov_46.167482_246 # 238834 # 239733 # -1 # ID=1_246;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.407
NODE_1_length_1652082_cov_46.167482:238834-239733|-   -            300 20420                -            282   5.7e-11   39.5   0.1   2   2      0.92   3.2e+02   -2.3   0.0    50    94   114   160    78   165 0.51 NODE_1_length_1652082_cov_46.167482_246 # 238834 # 239733 # -1 # ID=1_246;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.407
NODE_1_length_1652082_cov_46.167482:1409884-1411281|+ -            466 20420                -            282     3e-07   27.3   1.5   1   2   2.1e-07   7.1e-05   19.5   0.1   108   175   215   285   130   298 0.82 NODE_1_length_1652082_cov_46.167482_1386 # 1409884 # 1411281 # 1 # ID=1_1386;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
NODE_1_length_1652082_cov_46.167482:1409884-1411281|+ -            466 20420                -            282     3e-07   27.3   1.5   2   2    0.0015      0.51    6.9   0.1    25    86   308   369   297   384 0.76 NODE_1_length_1652082_cov_46.167482_1386 # 1409884 # 1411281 # 1 # ID=1_1386;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
NODE_2_length_840748_cov_42.698360:755622-756731|-    -            370 20420                -            282   3.1e-07   27.3   0.1   1   1   1.8e-09   6.1e-07   26.3   0.1    32   188    82   237    72   257 0.74 NODE_2_length_840748_cov_42.698360_713 # 755622 # 756731 # -1 # ID=2_713;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_2_length_840748_cov_42.698360:112005-112592|+    -            196 20420                -            282   4.7e-07   26.7   0.0   1   1   2.2e-09   7.6e-07   26.0   0.0   127   186    30    90    25   133 0.83 NODE_2_length_840748_cov_42.698360_104 # 112005 # 112592 # 1 # ID=2_104;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_1_length_1652082_cov_46.167482:1416021-1417121|+ -            367 20420                -            282   0.00074   16.2   0.1   1   2   1.4e-05    0.0049   13.5   0.0   120   152     2    33     1    39 0.79 NODE_1_length_1652082_cov_46.167482_1392 # 1416021 # 1417121 # 1 # ID=1_1392;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.408
NODE_1_length_1652082_cov_46.167482:1416021-1417121|+ -            367 20420                -            282   0.00074   16.2   0.1   2   2      0.19        64   -0.0   0.0    50   102   199   256   193   275 0.67 NODE_1_length_1652082_cov_46.167482_1392 # 1416021 # 1417121 # 1 # ID=1_1392;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.408
NODE_3_length_245057_cov_46.274867:50492-52624|-      -            711 20420                -            282    0.0021   14.7   0.1   1   3   6.2e-06    0.0021   14.7   0.1   125   176     5    57     1    75 0.83 NODE_3_length_245057_cov_46.274867_79 # 50492 # 52624 # -1 # ID=3_79;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_3_length_245057_cov_46.274867:50492-52624|-      -            711 20420                -            282    0.0021   14.7   0.1   2   3      0.31   1.1e+02   -0.8   0.0    45   105    98   160    77   164 0.70 NODE_3_length_245057_cov_46.274867_79 # 50492 # 52624 # -1 # ID=3_79;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_3_length_245057_cov_46.274867:50492-52624|-      -            711 20420                -            282    0.0021   14.7   0.1   3   3      0.73   2.5e+02   -2.0   0.1    66   106   190   234   182   239 0.61 NODE_3_length_245057_cov_46.274867_79 # 50492 # 52624 # -1 # ID=3_79;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_1_length_1652082_cov_46.167482:428354-429583|-   -            410 20420                -            282     0.013   12.1   4.1   1   3       2.2   7.6e+02   -3.6   0.0   215   247    17    45    11    52 0.67 NODE_1_length_1652082_cov_46.167482_430 # 428354 # 429583 # -1 # ID=1_430;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_1_length_1652082_cov_46.167482:428354-429583|-   -            410 20420                -            282     0.013   12.1   4.1   2   3   0.00019     0.064    9.8   0.1    93   141   163   214   153   222 0.70 NODE_1_length_1652082_cov_46.167482_430 # 428354 # 429583 # -1 # ID=1_430;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
