#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:53250-54698|-     -            483 21277                -            475  3.6e-263  871.0  17.7   1   1  1.9e-265  4.1e-263  870.8  17.7     1   475     1   480     1   480 0.98 NODE_1_length_1652082_cov_46.167482_70 # 53250 # 54698 # -1 # ID=1_70;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_3_length_245057_cov_46.274867:39634-41469|-      -            612 21277                -            475   5.3e-55  184.5  14.1   1   2   4.6e-16     1e-13   48.4   7.5     9   270    17   287    11   323 0.76 NODE_3_length_245057_cov_46.274867_67 # 39634 # 41469 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_3_length_245057_cov_46.274867:39634-41469|-      -            612 21277                -            475   5.3e-55  184.5  14.1   2   2   6.4e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 NODE_3_length_245057_cov_46.274867_67 # 39634 # 41469 # -1 # ID=3_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_2_length_840748_cov_42.698360:718069-719574|-    -            502 21277                -            475   1.4e-37  127.0   3.7   1   1   1.2e-39   2.6e-37  126.2   3.7   166   471   194   495   166   499 0.80 NODE_2_length_840748_cov_42.698360_683 # 718069 # 719574 # -1 # ID=2_683;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_1_length_1652082_cov_46.167482:1038763-1039806|- -            348 21277                -            475   4.6e-37  125.4   6.5   1   1   2.1e-39   4.6e-37  125.4   6.5   176   469    60   344    40   347 0.91 NODE_1_length_1652082_cov_46.167482_1021 # 1038763 # 1039806 # -1 # ID=1_1021;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_2_length_840748_cov_42.698360:313594-314934|-    -            447 21277                -            475   3.9e-34  115.7   1.1   1   2     0.008       1.8    4.7   1.8   109   196   122   214    21   217 0.69 NODE_2_length_840748_cov_42.698360_304 # 313594 # 314934 # -1 # ID=2_304;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NODE_2_length_840748_cov_42.698360:313594-314934|-    -            447 21277                -            475   3.9e-34  115.7   1.1   2   2   1.8e-36   3.9e-34  115.7   1.1   250   471   220   442   216   446 0.91 NODE_2_length_840748_cov_42.698360_304 # 313594 # 314934 # -1 # ID=2_304;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NODE_1_length_1652082_cov_46.167482:1422009-1423217|- -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   8.1e-34   1.8e-31  106.9   1.4   201   472   114   386    31   389 0.84 NODE_1_length_1652082_cov_46.167482_1396 # 1422009 # 1423217 # -1 # ID=1_1396;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_1_length_1652082_cov_46.167482:145581-147317|+   -            579 21277                -            475   9.6e-30  101.2   9.9   1   2    0.0078       1.7    4.8   1.3    20   240    15   237     5   254 0.70 NODE_1_length_1652082_cov_46.167482_163 # 145581 # 147317 # 1 # ID=1_163;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_1_length_1652082_cov_46.167482:145581-147317|+   -            579 21277                -            475   9.6e-30  101.2   9.9   2   2   4.5e-32   9.8e-30  101.2   1.8   244   471   353   577   347   578 0.89 NODE_1_length_1652082_cov_46.167482_163 # 145581 # 147317 # 1 # ID=1_163;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_7_length_35882_cov_232.232618:26591-27733|-      -            381 21277                -            475   1.3e-27   94.1   3.5   1   1   9.1e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 NODE_7_length_35882_cov_232.232618_34 # 26591 # 27733 # -1 # ID=7_34;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
