#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:1999378-1999950|+ -            191 8319                 -            240  6.3e-115  380.4   0.1   1   1  4.9e-117    7e-115  380.2   0.1    49   238     1   189     1   190 0.98 tig00000001_1919 # 1999378 # 1999950 # 1 # ID=1_1919;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.435
tig00000001:189621-190325|-   -            235 8319                 -            240   3.7e-60  201.1   0.1   1   1   3.3e-62   4.7e-60  200.8   0.1     2   233     3   228     1   233 0.90 tig00000001_206 # 189621 # 190325 # -1 # ID=1_206;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001:630796-631485|+   -            230 8319                 -            240   3.9e-60  201.0   2.6   1   1   3.1e-62   4.4e-60  200.8   2.6     1   234     1   227     1   229 0.92 tig00000001_577 # 630796 # 631485 # 1 # ID=1_577;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.368
tig00000001:1909070-1909774|- -            235 8319                 -            240   8.7e-60  199.9   0.8   1   1   7.2e-62     1e-59  199.6   0.8     2   235     3   231     1   233 0.92 tig00000001_1827 # 1909070 # 1909774 # -1 # ID=1_1827;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
tig00000005:2932-3627|+       -            232 8319                 -            240   3.3e-55  184.9   0.5   1   1   2.7e-57   3.8e-55  184.7   0.5     2   234     4   230     3   231 0.92 tig00000005_6 # 2932 # 3627 # 1 # ID=5_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001:15008-15694|-     -            229 8319                 -            240     4e-53  178.1   1.2   1   1   3.4e-55   4.8e-53  177.8   1.2     2   233     3   226     2   228 0.93 tig00000001_9 # 15008 # 15694 # -1 # ID=1_9;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.408
tig00000005:35356-36813|+     -            486 8319                 -            240   1.7e-51  172.7   0.9   1   1   2.5e-53   3.6e-51  171.7   0.9     2   234     4   230     3   235 0.91 tig00000005_46 # 35356 # 36813 # 1 # ID=5_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000001:506572-507231|-   -            220 8319                 -            240   8.9e-45  150.7   0.1   1   1   7.2e-47     1e-44  150.5   0.1     4   234     1   219     1   219 0.91 tig00000001_478 # 506572 # 507231 # -1 # ID=1_478;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.400
tig00000001:1119712-1120386|+ -            225 8319                 -            240   4.7e-39  132.0   2.4   1   1   4.9e-41   6.9e-39  131.4   2.4     2   232     3   222     2   224 0.83 tig00000001_1055 # 1119712 # 1120386 # 1 # ID=1_1055;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.379
tig00000001:1014200-1014868|+ -            223 8319                 -            240     3e-35  119.5   2.8   1   1   5.8e-37   8.3e-35  118.1   2.8     2   232     3   219     1   221 0.93 tig00000001_957 # 1014200 # 1014868 # 1 # ID=1_957;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000002:121068-121721|-   -            218 8319                 -            240   3.9e-29   99.5   2.1   1   1     1e-30   1.4e-28   97.7   2.1     1   234     1   215     1   217 0.90 tig00000002_120 # 121068 # 121721 # -1 # ID=2_120;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.268
tig00000001:2375308-2375865|- -            186 8319                 -            240   4.9e-28   95.9   0.9   1   1   1.1e-29   1.6e-27   94.3   0.9    46   233     5   182     1   184 0.89 tig00000001_2307 # 2375308 # 2375865 # -1 # ID=1_2307;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.349
tig00000001:1999235-1999357|+ -             41 8319                 -            240   1.1e-20   71.8   2.1   1   1   8.5e-23   1.2e-20   71.7   2.1     1    40     1    40     1    40 0.99 tig00000001_1918 # 1999235 # 1999357 # 1 # ID=1_1918;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.325
tig00000001:2601055-2601771|+ -            239 8319                 -            240   3.9e-10   37.3   0.1   1   1   3.1e-12   4.5e-10   37.1   0.1     2   139     4   142     2   196 0.78 tig00000001_2520 # 2601055 # 2601771 # 1 # ID=1_2520;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.367
tig00000001:93597-94229|-     -            211 8319                 -            240   2.4e-07   28.2   0.7   1   1   2.4e-09   3.4e-07   27.7   0.7     2   134     3   135     2   194 0.79 tig00000001_84 # 93597 # 94229 # -1 # ID=1_84;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=11-12bp;gc_cont=0.382
tig00000001:342126-343571|-   -            482 8319                 -            240   5.1e-07   27.1   0.6   1   2   6.3e-09   8.9e-07   26.3   0.1    28   134    32   136     2   200 0.81 tig00000001_341 # 342126 # 343571 # -1 # ID=1_341;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.361
tig00000001:342126-343571|-   -            482 8319                 -            240   5.1e-07   27.1   0.6   2   2       6.1   8.7e+02   -3.1   0.0   128   164   413   447   389   458 0.62 tig00000001_341 # 342126 # 343571 # -1 # ID=1_341;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.361
tig00000001:2566593-2568158|+ -            522 8319                 -            240   6.8e-07   26.7   0.0   1   1   8.5e-09   1.2e-06   25.9   0.0    33   145    39   147     2   180 0.75 tig00000001_2487 # 2566593 # 2568158 # 1 # ID=1_2487;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.370
tig00000002:138746-139474|+   -            243 8319                 -            240   1.2e-06   25.9   0.3   1   1   1.1e-08   1.6e-06   25.5   0.3     2   142     3   145     2   164 0.85 tig00000002_132 # 138746 # 139474 # 1 # ID=2_132;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.346
tig00000001:1041665-1042393|- -            243 8319                 -            240     2e-06   25.1   1.8   1   2   8.3e-07   0.00012   19.4   0.2    30   103    38   113     4   149 0.87 tig00000001_981 # 1041665 # 1042393 # -1 # ID=1_981;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.343
tig00000001:1041665-1042393|- -            243 8319                 -            240     2e-06   25.1   1.8   2   2     0.015       2.1    5.4   0.1   123   160   190   228   175   237 0.78 tig00000001_981 # 1041665 # 1042393 # -1 # ID=1_981;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.343
tig00000001:2209193-2209771|- -            193 8319                 -            240   8.7e-06   23.1   0.0   1   1   7.6e-08   1.1e-05   22.8   0.0     2   132     4   136     3   155 0.77 tig00000001_2132 # 2209193 # 2209771 # -1 # ID=1_2132;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.382
tig00000001:1194309-1195049|- -            247 8319                 -            240    0.0017   15.6   1.1   1   2   1.3e-05    0.0019   15.4   0.2     4    91     5    95     2   131 0.86 tig00000001_1120 # 1194309 # 1195049 # -1 # ID=1_1120;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.336
tig00000001:1194309-1195049|- -            247 8319                 -            240    0.0017   15.6   1.1   2   2       8.5   1.2e+03   -3.6   0.0   200   216   171   187   152   191 0.62 tig00000001_1120 # 1194309 # 1195049 # -1 # ID=1_1120;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.336
tig00000001:1643742-1644518|+ -            259 8319                 -            240    0.0051   14.0   0.0   1   1   4.9e-05     0.007   13.6   0.0    39   106    47   117     4   148 0.82 tig00000001_1571 # 1643742 # 1644518 # 1 # ID=1_1571;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.291
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/8319at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/run_enterococcaceae_odb12/hmmer_output/8319at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/8319at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Mon Apr 20 03:14:53 2026
# [ok]
