#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_5_length_185063_cov_65.589034:40573-41382|-   -            270 6417                 -            269  8.6e-147  484.9   4.9   1   1  3.7e-149  9.6e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_5_length_185063_cov_65.589034_37 # 40573 # 41382 # -1 # ID=5_37;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_11_length_113754_cov_100.754285:84189-84998|- -            270 6417                 -            269   4.7e-76  252.9   2.4   1   1   2.1e-78   5.4e-76  252.8   2.4     3   269     2   268     1   268 0.96 NODE_11_length_113754_cov_100.754285_82 # 84189 # 84998 # -1 # ID=11_82;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
NODE_2_length_304403_cov_65.784473:302916-303725|+ -            270 6417                 -            269   6.4e-40  134.5   0.5   1   1   4.1e-42     1e-39  133.8   0.5     3   267     1   268     1   269 0.84 NODE_2_length_304403_cov_65.784473_289 # 302916 # 303725 # 1 # ID=2_289;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
NODE_6_length_183174_cov_88.861183:77815-78624|+   -            270 6417                 -            269   8.2e-37  124.3   0.1   1   2   1.1e-17   2.7e-15   53.7   0.0     1   102     1    98     1   124 0.79 NODE_6_length_183174_cov_88.861183_69 # 77815 # 78624 # 1 # ID=6_69;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_6_length_183174_cov_88.861183:77815-78624|+   -            270 6417                 -            269   8.2e-37  124.3   0.1   2   2   2.4e-22   6.1e-20   69.0   0.0   187   266   185   265   150   268 0.91 NODE_6_length_183174_cov_88.861183_69 # 77815 # 78624 # 1 # ID=6_69;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_27_length_28698_cov_57.404326:24642-25511|-   -            290 6417                 -            269     1e-36  124.0   5.6   1   2   3.5e-15     9e-13   45.5   0.2     3   145     2   141     1   166 0.77 NODE_27_length_28698_cov_57.404326_26 # 24642 # 25511 # -1 # ID=27_26;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
NODE_27_length_28698_cov_57.404326:24642-25511|-   -            290 6417                 -            269     1e-36  124.0   5.6   2   2   5.7e-26   1.5e-23   80.9   1.5   175   266   192   283   158   286 0.86 NODE_27_length_28698_cov_57.404326_26 # 24642 # 25511 # -1 # ID=27_26;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
NODE_8_length_133129_cov_72.724935:5326-6165|-     -            280 6417                 -            269   4.1e-35  118.7   0.3   1   2   5.9e-13   1.5e-10   38.2   0.0     3    79     2    74     1    97 0.89 NODE_8_length_133129_cov_72.724935_5 # 5326 # 6165 # -1 # ID=8_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_8_length_133129_cov_72.724935:5326-6165|-     -            280 6417                 -            269   4.1e-35  118.7   0.3   2   2   2.2e-25   5.6e-23   78.9   0.0   173   267   182   275   169   277 0.92 NODE_8_length_133129_cov_72.724935_5 # 5326 # 6165 # -1 # ID=8_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_11_length_113754_cov_100.754285:56781-57554|- -            258 6417                 -            269   3.9e-30  102.4   0.1   1   3   7.3e-11   1.9e-08   31.3   0.0     1    61     1    61     1    92 0.92 NODE_11_length_113754_cov_100.754285_53 # 56781 # 57554 # -1 # ID=11_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_11_length_113754_cov_100.754285:56781-57554|- -            258 6417                 -            269   3.9e-30  102.4   0.1   2   3      0.57   1.5e+02   -1.1   0.0   119   187    83   151    71   161 0.71 NODE_11_length_113754_cov_100.754285_53 # 56781 # 57554 # -1 # ID=11_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
