#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_385945_cov_86.278628:95358-96806|+    -            483 21277                -            475  3.6e-263  871.0  17.7   1   1    2e-265  4.1e-263  870.8  17.7     1   475     1   480     1   480 0.98 NODE_1_length_385945_cov_86.278628_95 # 95358 # 96806 # 1 # ID=1_95;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_4_length_193524_cov_77.069373:152078-153913|+  -            612 21277                -            475   5.3e-55  184.5  14.1   1   2   4.9e-16     1e-13   48.4   7.5     9   270    17   287    11   323 0.76 NODE_4_length_193524_cov_77.069373_133 # 152078 # 153913 # 1 # ID=4_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_4_length_193524_cov_77.069373:152078-153913|+  -            612 21277                -            475   5.3e-55  184.5  14.1   2   2   6.9e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 NODE_4_length_193524_cov_77.069373_133 # 152078 # 153913 # 1 # ID=4_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_6_length_183174_cov_88.861183:60517-62022|-    -            502 21277                -            475   1.4e-37  127.0   3.7   1   1   1.3e-39   2.6e-37  126.2   3.7   166   471   194   495   166   499 0.80 NODE_6_length_183174_cov_88.861183_56 # 60517 # 62022 # -1 # ID=6_56;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_12_length_96937_cov_75.325559:84455-85498|-    -            348 21277                -            475   4.6e-37  125.4   6.5   1   1   2.2e-39   4.6e-37  125.4   6.5   176   469    60   344    40   347 0.91 NODE_12_length_96937_cov_75.325559_78 # 84455 # 85498 # -1 # ID=12_78;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_2_length_304403_cov_65.784473:219910-221250|+  -            447 21277                -            475   3.9e-34  115.7   1.1   1   2    0.0086       1.8    4.7   1.8   109   196   122   214    21   217 0.69 NODE_2_length_304403_cov_65.784473_207 # 219910 # 221250 # 1 # ID=2_207;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_2_length_304403_cov_65.784473:219910-221250|+  -            447 21277                -            475   3.9e-34  115.7   1.1   2   2   1.9e-36   3.9e-34  115.7   1.1   250   471   220   442   216   446 0.91 NODE_2_length_304403_cov_65.784473_207 # 219910 # 221250 # 1 # ID=2_207;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_31_length_17573_cov_156.005131:1616-2824|-     -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   8.6e-34   1.8e-31  106.9   1.4   201   472   114   386    31   389 0.84 NODE_31_length_17573_cov_156.005131_2 # 1616 # 2824 # -1 # ID=31_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_1_length_385945_cov_86.278628:2740-4476|-      -            579 21277                -            475   9.6e-30  101.2   9.9   1   2    0.0084       1.7    4.8   1.3    20   240    15   237     5   254 0.70 NODE_1_length_385945_cov_86.278628_2 # 2740 # 4476 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_1_length_385945_cov_86.278628:2740-4476|-      -            579 21277                -            475   9.6e-30  101.2   9.9   2   2   4.8e-32   9.8e-30  101.2   1.8   244   471   353   577   347   578 0.89 NODE_1_length_385945_cov_86.278628_2 # 2740 # 4476 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_20_length_42062_cov_371.455566:37852-38994|+   -            381 21277                -            475   1.3e-27   94.1   3.5   1   1   9.7e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 NODE_20_length_42062_cov_371.455566_47 # 37852 # 38994 # 1 # ID=20_47;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_20_length_42062_cov_371.455566:5429-6571|+     -            381 21277                -            475   1.3e-27   94.1   3.5   1   1   9.7e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 NODE_20_length_42062_cov_371.455566_7 # 5429 # 6571 # 1 # ID=20_7;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_13_length_81038_cov_67.502957:43955-44851|-    -            299 21277                -            475   4.5e-21   72.6   3.4   1   1   2.5e-23   5.1e-21   72.5   3.4   179   454     9   281     1   294 0.81 NODE_13_length_81038_cov_67.502957_49 # 43955 # 44851 # -1 # ID=13_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_25_length_31036_cov_54.889785:10511-11536|-    -            342 21277                -            475   1.2e-17   61.4   0.9   1   1   7.8e-20   1.6e-17   60.9   0.9   224   470    91   332    83   336 0.84 NODE_25_length_31036_cov_54.889785_10 # 10511 # 11536 # -1 # ID=25_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_3_length_223274_cov_181.317177:221221-222540|- -            440 21277                -            475   1.3e-10   38.2  16.7   1   2     0.045       9.2    2.4   3.5    11   139    15   145     9   148 0.63 NODE_3_length_223274_cov_181.317177_217 # 221221 # 222540 # -1 # ID=3_217;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_3_length_223274_cov_181.317177:221221-222540|- -            440 21277                -            475   1.3e-10   38.2  16.7   2   2   6.2e-13   1.3e-10   38.2  16.7   172   445   146   414   128   436 0.74 NODE_3_length_223274_cov_181.317177_217 # 221221 # 222540 # -1 # ID=3_217;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_9_length_122393_cov_64.141746:116674-117459|-  -            262 21277                -            475   6.2e-08   29.3   0.4   1   2       1.4   2.9e+02   -2.6   0.0   255   281    51    77    33    83 0.77 NODE_9_length_122393_cov_64.141746_112 # 116674 # 117459 # -1 # ID=9_112;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_9_length_122393_cov_64.141746:116674-117459|-  -            262 21277                -            475   6.2e-08   29.3   0.4   2   2   5.2e-10   1.1e-07   28.5   0.3   363   473   139   249    68   251 0.75 NODE_9_length_122393_cov_64.141746_112 # 116674 # 117459 # -1 # ID=9_112;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_9_length_122393_cov_64.141746:117450-118322|-  -            291 21277                -            475   0.00095   15.5   0.7   1   1   6.4e-06    0.0013   15.0   0.7    11   192    25   200    12   228 0.76 NODE_9_length_122393_cov_64.141746_113 # 117450 # 118322 # -1 # ID=9_113;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_4_length_193524_cov_77.069373:135267-136406|+  -            380 21277                -            475     0.017   11.3   2.7   1   1   0.00018     0.037   10.2   2.7     7    77    76   144    72   176 0.79 NODE_4_length_193524_cov_77.069373_116 # 135267 # 136406 # 1 # ID=4_116;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/21277at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:35:25 2026
# [ok]
