#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_385945_cov_86.278628:95358-96806|+    -            483 23003                -            483  5.7e-236  781.5  18.8   1   1  3.1e-238  6.4e-236  781.4  18.8     1   481     1   481     1   482 1.00 NODE_1_length_385945_cov_86.278628_95 # 95358 # 96806 # 1 # ID=1_95;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_4_length_193524_cov_77.069373:152078-153913|+  -            612 23003                -            483     1e-63  213.5  13.5   1   2   1.6e-19   3.2e-17   60.1   6.4     8   255    16   262    11   290 0.76 NODE_4_length_193524_cov_77.069373_133 # 152078 # 153913 # 1 # ID=4_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_4_length_193524_cov_77.069373:152078-153913|+  -            612 23003                -            483     1e-63  213.5  13.5   2   2   4.1e-49   8.4e-47  157.7   0.6   247   480   369   606   359   608 0.90 NODE_4_length_193524_cov_77.069373_133 # 152078 # 153913 # 1 # ID=4_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_12_length_96937_cov_75.325559:84455-85498|-    -            348 23003                -            483   2.5e-43  146.2  11.0   1   2       1.2   2.5e+02   -2.1   0.1     4    26    11    33     4    46 0.66 NODE_12_length_96937_cov_75.325559_78 # 84455 # 85498 # -1 # ID=12_78;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_12_length_96937_cov_75.325559:84455-85498|-    -            348 23003                -            483   2.5e-43  146.2  11.0   2   2   1.5e-45     3e-43  146.0  10.5   177   476    56   346    15   347 0.91 NODE_12_length_96937_cov_75.325559_78 # 84455 # 85498 # -1 # ID=12_78;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_6_length_183174_cov_88.861183:60517-62022|-    -            502 23003                -            483   6.5e-42  141.6  10.7   1   1   4.2e-44   8.7e-42  141.2  10.7    11   480    25   499    19   501 0.80 NODE_6_length_183174_cov_88.861183_56 # 60517 # 62022 # -1 # ID=6_56;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NODE_2_length_304403_cov_65.784473:219910-221250|+  -            447 23003                -            483   1.9e-39  133.5  11.2   1   2   0.00098       0.2    8.0   3.0   106   200   119   213    12   216 0.57 NODE_2_length_304403_cov_65.784473_207 # 219910 # 221250 # 1 # ID=2_207;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_2_length_304403_cov_65.784473:219910-221250|+  -            447 23003                -            483   1.9e-39  133.5  11.2   2   2   6.8e-41   1.4e-38  130.6   1.4   255   477   220   443   214   446 0.93 NODE_2_length_304403_cov_65.784473_207 # 219910 # 221250 # 1 # ID=2_207;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_1_length_385945_cov_86.278628:2740-4476|-      -            579 23003                -            483   1.5e-38  130.5  12.3   1   2   4.5e-07   9.3e-05   19.0   2.4    11   248    11   240     3   254 0.78 NODE_1_length_385945_cov_86.278628_2 # 2740 # 4476 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_1_length_385945_cov_86.278628:2740-4476|-      -            579 23003                -            483   1.5e-38  130.5  12.3   2   2     1e-36   2.1e-34  116.8   2.5   248   476   352   577   347   578 0.91 NODE_1_length_385945_cov_86.278628_2 # 2740 # 4476 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_31_length_17573_cov_156.005131:1616-2824|-     -            403 23003                -            483   1.2e-37  127.5   1.5   1   1   8.4e-40   1.7e-37  127.0   1.5   199   480   107   389    63   391 0.84 NODE_31_length_17573_cov_156.005131_2 # 1616 # 2824 # -1 # ID=31_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
