#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_193524_cov_77.069373:45780-48500|+   -            907 27467                -            825  5.4e-229  759.7  98.0   1   1  2.1e-230  8.1e-228  755.8  98.0     1   825     1   897     1   897 0.87 NODE_4_length_193524_cov_77.069373_31 # 45780 # 48500 # 1 # ID=4_31;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.371
NODE_1_length_385945_cov_86.278628:311562-312002|+ -            147 27467                -            825   3.1e-05   19.5   0.0   1   1   8.9e-08   3.4e-05   19.4   0.0   374   473    11   109     2   125 0.81 NODE_1_length_385945_cov_86.278628_312 # 311562 # 312002 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.356
NODE_11_length_113754_cov_100.754285:85007-88588|- -           1194 27467                -            825   5.3e-05   18.8   0.0   1   5   1.4e-07   5.3e-05   18.8   0.0     1    45     1    46     1    55 0.89 NODE_11_length_113754_cov_100.754285_83 # 85007 # 88588 # -1 # ID=11_83;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_11_length_113754_cov_100.754285:85007-88588|- -           1194 27467                -            825   5.3e-05   18.8   0.0   2   5         8   3.1e+03   -8.0  51.6   430   665   166   402   159   419 0.77 NODE_11_length_113754_cov_100.754285_83 # 85007 # 88588 # -1 # ID=11_83;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_11_length_113754_cov_100.754285:85007-88588|- -           1194 27467                -            825   5.3e-05   18.8   0.0   3   5     0.082        31   -0.3  20.9   301   408   405   512   389   528 0.72 NODE_11_length_113754_cov_100.754285_83 # 85007 # 88588 # -1 # ID=11_83;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_11_length_113754_cov_100.754285:85007-88588|- -           1194 27467                -            825   5.3e-05   18.8   0.0   4   5       4.1   1.6e+03   -6.0  50.0   182   388   677   864   665   871 0.49 NODE_11_length_113754_cov_100.754285_83 # 85007 # 88588 # -1 # ID=11_83;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_11_length_113754_cov_100.754285:85007-88588|- -           1194 27467                -            825   5.3e-05   18.8   0.0   5   5         8   3.1e+03   -7.8  22.8   450   608   874  1034   864  1047 0.49 NODE_11_length_113754_cov_100.754285_83 # 85007 # 88588 # -1 # ID=11_83;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_7_length_162800_cov_68.413407:86740-87375|-   -            212 27467                -            825    0.0032   12.8   0.1   1   1   1.1e-05    0.0043   12.4   0.1   397   478    12    93     7   120 0.60 NODE_7_length_162800_cov_68.413407_89 # 86740 # 87375 # -1 # ID=7_89;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.308
NODE_9_length_122393_cov_64.141746:104784-105476|+ -            231 27467                -            825     0.017   10.4  36.2   1   1   5.9e-05     0.023   10.1  36.2   496   682    38   219    24   229 0.83 NODE_9_length_122393_cov_64.141746_98 # 104784 # 105476 # 1 # ID=9_98;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.342
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 27467                -            825     0.023   10.0  21.2   1   3   0.00028      0.11    7.8   0.0    28    48    36    56    28    72 0.86 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 27467                -            825     0.023   10.0  21.2   2   3      0.29   1.1e+02   -2.2  15.2   186   265   197   276   167   291 0.45 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 27467                -            825     0.023   10.0  21.2   3   3   0.00071      0.27    6.5   0.1    19    44   318   344   314   346 0.73 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_18_length_58283_cov_66.770060:4656-4841|-     -             62 27467                -            825      0.03    9.6   2.2   1   1   8.8e-05     0.034    9.5   2.2   389   438    10    59     2    60 0.87 NODE_18_length_58283_cov_66.770060_6 # 4656 # 4841 # -1 # ID=18_6;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.376
NODE_9_length_122393_cov_64.141746:1907-4573|+     -            889 27467                -            825     0.071    8.4   4.1   1   2   0.00028      0.11    7.8   2.1   339   438     4   108     1   125 0.74 NODE_9_length_122393_cov_64.141746_2 # 1907 # 4573 # 1 # ID=9_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
