ID or #		Start	End	Type	Contig
==================================================
NZ_CP014529.1:1..2765010		1	2765010	partial	contig_2_pilon:131799-1415042,contig_9_pilon:1-14445,contig_1_pilon:1362979-1,contig_2_pilon:1-131798
gene-EfmE745_RS00005		1	1335	complete	contig_2_pilon:131799-133133
gene-EfmE745_RS00010		1533	2663	complete	contig_2_pilon:133331-134461
gene-EfmE745_RS00015		2892	3134	complete	contig_2_pilon:134690-134932
gene-EfmE745_RS00020		3121	4245	complete	contig_2_pilon:134919-136043
gene-EfmE745_RS00025		4242	6188	complete	contig_2_pilon:136040-137986
gene-EfmE745_RS00030		6208	8679	complete	contig_2_pilon:138006-140477
gene-EfmE745_RS00035		8915	9214	complete	contig_2_pilon:140713-141012
gene-EfmE745_RS00040		9264	9776	complete	contig_2_pilon:141062-141574
gene-EfmE745_RS00045		9802	10038	complete	contig_2_pilon:141600-141836
gene-EfmE745_RS00050		10181	12154	complete	contig_2_pilon:141979-143952
gene-EfmE745_RS00055		12160	12612	complete	contig_2_pilon:143958-144410
gene-EfmE745_RS00060		12886	14253	complete	contig_2_pilon:144684-146051
gene-EfmE745_RS00065		15033	16325	complete	contig_2_pilon:146831-148123
gene-EfmE745_RS00070		17112	17975	complete	contig_2_pilon:148910-149773
gene-EfmE745_RS00075		18104	19726	complete	contig_2_pilon:149902-151524
gene-EfmE745_RS00080		19975	20496	complete	contig_2_pilon:151773-152294
gene-EfmE745_RS00085		20682	22412	complete	contig_2_pilon:152480-154210
gene-EfmE745_RS00090		22577	23395	complete	contig_2_pilon:154375-155193
gene-EfmE745_RS00095		23498	23695	complete	contig_2_pilon:155296-155493
gene-EfmE745_RS00100		23864	24442	complete	contig_2_pilon:155662-156240
gene-EfmE745_RS16835		24537	24674	complete	contig_2_pilon:156335-156472
cds-WP_002294338.1		24537	24674	complete	contig_2_pilon:156335-156472
gene-EfmE745_RS00110		25487	25990	complete	contig_2_pilon:157285-157788
gene-EfmE745_RS00115		26349	27374	complete	contig_2_pilon:158147-159172
gene-EfmE745_RS00120		27697	28575	complete	contig_2_pilon:159495-160373
gene-EfmE745_RS16710		29051	29167	complete	contig_2_pilon:160849-160965
gene-EfmE745_RS00125		30095	30433	complete	contig_2_pilon:161893-162231
gene-EfmE745_RS00130		30527	30757	complete	contig_2_pilon:162325-162555
gene-EfmE745_RS00135		31157	31528	complete	contig_2_pilon:162955-163326
gene-EfmE745_RS00140		31802	32494	complete	contig_2_pilon:163600-164292
gene-EfmE745_RS00145		32497	33282	complete	contig_2_pilon:164295-165080
gene-EfmE745_RS00150		33519	34919	complete	contig_2_pilon:165317-166717
gene-EfmE745_RS00155		34944	35261	complete	contig_2_pilon:166742-167059
gene-EfmE745_RS00160		35274	36947	complete	contig_2_pilon:167072-168745
gene-EfmE745_RS00165		36961	38592	complete	contig_2_pilon:168759-170390
gene-EfmE745_RS00170		39083	40648	complete	contig_2_pilon:170881-172446
gene-EfmE745_RS00175		40707	41630	complete	contig_2_pilon:172505-173428
gene-EfmE745_RS00180		41826	42431	complete	contig_2_pilon:173624-174229
gene-EfmE745_RS00185		42739	43755	complete	contig_2_pilon:174537-175553
gene-EfmE745_RS00190		43896	45197	complete	contig_2_pilon:175694-176995
gene-EfmE745_RS00195		45243	45905	complete	contig_2_pilon:177041-177703
gene-EfmE745_RS00200		45926	46324	complete	contig_2_pilon:177724-178122
gene-EfmE745_RS00205		46390	47472	complete	contig_2_pilon:178188-179270
gene-EfmE745_RS00210		47684	49246	complete	contig_2_pilon:179482-181044
gene-EfmE745_RS00215		49239	50372	complete	contig_2_pilon:181037-182170
gene-EfmE745_RS00220		50372	51328	complete	contig_2_pilon:182170-183126
gene-EfmE745_RS00225		51427	52593	complete	contig_2_pilon:183225-184391
gene-EfmE745_RS00230		52617	53435	complete	contig_2_pilon:184415-185233
gene-EfmE745_RS00235		53452	54159	complete	contig_2_pilon:185250-185957
gene-EfmE745_RS00240		54457	55143	complete	contig_2_pilon:186255-186941
gene-EfmE745_RS00245		55315	55896	complete	contig_2_pilon:187113-187694
gene-EfmE745_RS00250		56029	56712	complete	contig_2_pilon:187827-188510
gene-EfmE745_RS00255		57031	57444	complete	contig_2_pilon:188829-189242
gene-EfmE745_RS00260		57528	57998	complete	contig_2_pilon:189326-189796
gene-EfmE745_RS00265		58092	60179	complete	contig_2_pilon:189890-191977
gene-EfmE745_RS00270		60351	61538	complete	contig_2_pilon:192149-193336
gene-EfmE745_RS00275		61944	62252	complete	contig_2_pilon:193742-194050
gene-EfmE745_RS00280		62283	62912	complete	contig_2_pilon:194081-194710
gene-EfmE745_RS00285		62940	63563	complete	contig_2_pilon:194738-195361
gene-EfmE745_RS00290		63563	63853	complete	contig_2_pilon:195361-195651
gene-EfmE745_RS00295		63892	64725	complete	contig_2_pilon:195690-196523
gene-EfmE745_RS00300		64768	65046	complete	contig_2_pilon:196566-196844
gene-EfmE745_RS00305		65069	65416	complete	contig_2_pilon:196867-197214
gene-EfmE745_RS00310		65430	66086	complete	contig_2_pilon:197228-197884
gene-EfmE745_RS00315		66089	66523	complete	contig_2_pilon:197887-198321
gene-EfmE745_RS00320		66513	66701	complete	contig_2_pilon:198311-198499
gene-EfmE745_RS00325		66726	66992	complete	contig_2_pilon:198524-198790
gene-EfmE745_RS00330		67050	67418	complete	contig_2_pilon:198848-199216
gene-EfmE745_RS00335		67455	67763	complete	contig_2_pilon:199253-199561
gene-EfmE745_RS00340		67791	68330	complete	contig_2_pilon:199589-200128
gene-EfmE745_RS00345		68349	68534	complete	contig_2_pilon:200147-200332
gene-EfmE745_RS00350		68570	68968	complete	contig_2_pilon:200368-200766
gene-EfmE745_RS00355		69000	69536	complete	contig_2_pilon:200798-201334
gene-EfmE745_RS00360		69697	70053	complete	contig_2_pilon:201495-201851
gene-EfmE745_RS00365		70074	70574	complete	contig_2_pilon:201872-202372
gene-EfmE745_RS00370		70589	70768	complete	contig_2_pilon:202387-202566
gene-EfmE745_RS00375		70812	71252	complete	contig_2_pilon:202610-203050
gene-EfmE745_RS00380		71252	72547	complete	contig_2_pilon:203050-204345
gene-EfmE745_RS00385		72609	73256	complete	contig_2_pilon:204407-205054
gene-EfmE745_RS00390		73447	73665	complete	contig_2_pilon:205245-205463
gene-EfmE745_RS00395		73698	73814	complete	contig_2_pilon:205496-205612
gene-EfmE745_RS00400		73832	74197	complete	contig_2_pilon:205630-205995
gene-EfmE745_RS00405		74225	74614	complete	contig_2_pilon:206023-206412
gene-EfmE745_RS00410		74694	75632	complete	contig_2_pilon:206492-207430
gene-EfmE745_RS00415		75660	76040	complete	contig_2_pilon:207458-207838
gene-EfmE745_RS00420		76312	77151	complete	contig_2_pilon:208110-208949
gene-EfmE745_RS00425		77127	77996	complete	contig_2_pilon:208925-209794
gene-EfmE745_RS00430		77986	78783	complete	contig_2_pilon:209784-210581
gene-EfmE745_RS00435		78986	79732	complete	contig_2_pilon:210784-211530
gene-EfmE745_RS15685		80339	80533	complete	contig_2_pilon:212137-212331
gene-EfmE745_RS00440		80691	81497	complete	contig_2_pilon:212489-213295
gene-EfmE745_RS00445		81620	81988	complete	contig_2_pilon:213418-213786
gene-EfmE745_RS00450		82085	83257	complete	contig_2_pilon:213883-215055
gene-EfmE745_RS00455		83676	84854	complete	contig_2_pilon:215474-216652
gene-EfmE745_RS00460		85086	85424	complete	contig_2_pilon:216884-217222
gene-EfmE745_RS00465		85421	85969	complete	contig_2_pilon:217219-217767
gene-EfmE745_RS00470		86078	86731	complete	contig_2_pilon:217876-218529
gene-EfmE745_RS00475		86800	87708	complete	contig_2_pilon:218598-219506
gene-EfmE745_RS00480		87831	90500	complete	contig_2_pilon:219629-222298
gene-EfmE745_RS00485		90738	90926	complete	contig_2_pilon:222536-222724
gene-EfmE745_RS00490		91196	91558	complete	contig_2_pilon:222994-223356
gene-EfmE745_RS00495		91610	93292	complete	contig_2_pilon:223408-225090
gene-EfmE745_RS00500		93409	95445	complete	contig_2_pilon:225207-227243
gene-EfmE745_RS00505		95494	96495	complete	contig_2_pilon:227292-228293
gene-EfmE745_RS00510		96617	96859	complete	contig_2_pilon:228415-228657
gene-EfmE745_RS00515		97238	98425	complete	contig_2_pilon:229036-230223
gene-EfmE745_RS00520		98747	99751	complete	contig_2_pilon:230545-231549
gene-EfmE745_RS00525		99752	100696	complete	contig_2_pilon:231550-232494
gene-EfmE745_RS00530		100696	101658	complete	contig_2_pilon:232494-233456
gene-EfmE745_RS00535		101685	102599	complete	contig_2_pilon:233483-234397
gene-EfmE745_RS00540		102625	104406	complete	contig_2_pilon:234423-236204
gene-EfmE745_RS00545		104754	105440	complete	contig_2_pilon:236552-237238
gene-EfmE745_RS00550		105460	109041	complete	contig_2_pilon:237258-240839
gene-EfmE745_RS00555		109050	109859	complete	contig_2_pilon:240848-241657
gene-EfmE745_RS00560		109871	110869	complete	contig_2_pilon:241669-242667
gene-EfmE745_RS00565		111055	113322	complete	contig_2_pilon:242853-245120
gene-EfmE745_RS00570		113410	113862	complete	contig_2_pilon:245208-245660
gene-EfmE745_RS00575		114012	114962	complete	contig_2_pilon:245810-246760
gene-EfmE745_RS00580		114955	115914	complete	contig_2_pilon:246753-247712
gene-EfmE745_RS00585		115911	116666	complete	contig_2_pilon:247709-248464
gene-EfmE745_RS00590		116689	117642	complete	contig_2_pilon:248487-249440
gene-EfmE745_RS00600		118308	119261	complete	contig_2_pilon:250106-251059
gene-EfmE745_RS00605		119349	119528	complete	contig_2_pilon:251147-251326
gene-EfmE745_RS00610		119730	120902	complete	contig_2_pilon:251528-252700
gene-EfmE745_RS00615		121216	121572	complete	contig_2_pilon:253014-253370
gene-EfmE745_RS00620		121582	122481	complete	contig_2_pilon:253380-254279
gene-EfmE745_RS00625		122711	123607	complete	contig_2_pilon:254509-255405
gene-EfmE745_RS00630		124035	124763	complete	contig_2_pilon:255833-256561
gene-EfmE745_RS00635		124908	126584	complete	contig_2_pilon:256706-258382
gene-EfmE745_RS00640		126672	127631	complete	contig_2_pilon:258470-259429
gene-EfmE745_RS00645		127699	128433	complete	contig_2_pilon:259497-260231
gene-EfmE745_RS00650		128759	129169	complete	contig_2_pilon:260557-260967
gene-EfmE745_RS00655		129162	129863	complete	contig_2_pilon:260960-261661
gene-EfmE745_RS00660		129863	131446	complete	contig_2_pilon:261661-263244
gene-EfmE745_RS00665		131465	131686	complete	contig_2_pilon:263263-263484
gene-EfmE745_RS00670		131683	132444	complete	contig_2_pilon:263481-264242
gene-EfmE745_RS00675		132824	133333	complete	contig_2_pilon:264622-265131
gene-EfmE745_RS00680		133408	133947	complete	contig_2_pilon:265206-265745
gene-EfmE745_RS00685		134087	134698	complete	contig_2_pilon:265885-266496
gene-EfmE745_RS00690		134960	135811	complete	contig_2_pilon:266758-267609
gene-EfmE745_RS00695		135839	136474	complete	contig_2_pilon:267637-268272
gene-EfmE745_RS00700		136494	137267	complete	contig_2_pilon:268292-269065
gene-EfmE745_RS00705		137675	138472	complete	contig_2_pilon:269473-270270
gene-EfmE745_RS00710		138450	138863	complete	contig_2_pilon:270248-270661
gene-EfmE745_RS00715		138847	141492	complete	contig_2_pilon:270645-273290
gene-EfmE745_RS00720		141510	143618	complete	contig_2_pilon:273308-275416
gene-EfmE745_RS00725		143640	144200	complete	contig_2_pilon:275438-275998
gene-EfmE745_RS00730		144285	146273	complete	contig_2_pilon:276083-278071
gene-EfmE745_RS00735		146496	147209	complete	contig_2_pilon:278294-279007
gene-EfmE745_RS00740		147286	147732	complete	contig_2_pilon:279084-279530
gene-EfmE745_RS00745		147902	148504	complete	contig_2_pilon:279700-280302
gene-EfmE745_RS00750		148517	149518	complete	contig_2_pilon:280315-281316
gene-EfmE745_RS00755		149547	150125	complete	contig_2_pilon:281345-281923
gene-EfmE745_RS00760		150177	150659	complete	contig_2_pilon:281975-282457
gene-EfmE745_RS00765		150776	151150	complete	contig_2_pilon:282574-282948
gene-EfmE745_RS00770		151534	152487	complete	contig_2_pilon:283332-284285
gene-EfmE745_RS00775		152830	154182	complete	contig_2_pilon:284628-285980
gene-EfmE745_RS00780		154329	154919	complete	contig_2_pilon:286127-286717
gene-EfmE745_RS00785		155047	156396	complete	contig_2_pilon:286845-288194
gene-EfmE745_RS00790		156564	157304	complete	contig_2_pilon:288362-289102
gene-EfmE745_RS00795		157317	158909	complete	contig_2_pilon:289115-290707
id-NZ_CP014529.1:159047..159221		159047	159221	complete	contig_2_pilon:290845-291019
gene-EfmE745_RS00800		159477	159773	complete	contig_2_pilon:291275-291571
gene-EfmE745_RS00805		159949	160674	complete	contig_2_pilon:291747-292472
gene-EfmE745_RS00810		160667	161509	complete	contig_2_pilon:292465-293307
gene-EfmE745_RS00815		161512	162033	complete	contig_2_pilon:293310-293831
gene-EfmE745_RS00820		162276	162839	complete	contig_2_pilon:294074-294637
gene-EfmE745_RS00825		163090	163359	complete	contig_2_pilon:294888-295157
gene-EfmE745_RS00830		163547	165673	complete	contig_2_pilon:295345-297471
gene-EfmE745_RS00835		166183	166449	complete	contig_2_pilon:297981-298247
gene-EfmE745_RS00840		166593	168584	complete	contig_2_pilon:298391-300382
gene-EfmE745_RS00845		168938	170239	complete	contig_2_pilon:300736-302037
