# BUSCO version is: 5.8.2 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
314at2157	Missing
1798at2157	Missing
1912at2157	Missing
4116at2157	Missing
4696at2157	Complete	NODE_1_length_385945_cov_86.278628	186355	187374	+	320.1	294
5615at2157	Missing
5619at2157	Missing
5670at2157	Missing
5718at2157	Missing
5866at2157	Missing
5877at2157	Missing
5935at2157	Missing
5987at2157	Missing
6075at2157	Missing
6113at2157	Missing
6121at2157	Missing
6244at2157	Missing
6290at2157	Fragmented	NODE_16_length_62801_cov_61.371830	41121	43208	+	374.6	533
6295at2157	Missing
6379at2157	Missing
6533at2157	Missing
6575at2157	Complete	NODE_5_length_185063_cov_65.589034	51509	52699	+	338.9	376
6605at2157	Complete	NODE_2_length_304403_cov_65.784473	21434	22486	+	237.9	238
6874at2157	Complete	NODE_32_length_14421_cov_57.543925	3910	3473	-	187.0	139
7000at2157	Missing
7144at2157	Missing
7146at2157	Missing
7259at2157	Missing
7316at2157	Missing
7375at2157	Missing
7378at2157	Missing
7506at2157	Complete	NODE_2_length_304403_cov_65.784473	156010	158652	+	518.1	758
7529at2157	Missing
7620at2157	Missing
7668at2157	Missing
7751at2157	Missing
7792at2157	Missing
7793at2157	Missing
7798at2157	Missing
7870at2157	Missing
7902at2157	Missing
7912at2157	Missing
7927at2157	Missing
8183at2157	Missing
8293at2157	Complete	NODE_1_length_385945_cov_86.278628	197192	198004	+	264.9	238
8389at2157	Missing
8479at2157	Missing
8493at2157	Missing
8643at2157	Missing
8644at2157	Missing
8656at2157	Missing
8658at2157	Fragmented	NODE_7_length_162800_cov_68.413407	3647	5392	+	84.7	346
8659at2157	Complete	NODE_4_length_193524_cov_77.069373	77501	78793	+	269.7	339
8680at2157	Complete	NODE_5_length_185063_cov_65.589034	53674	54972	+	459.9	369
8831at2157	Missing
8842at2157	Complete	NODE_4_length_193524_cov_77.069373	125656	126078	+	128.3	133
8904at2157	Complete	NODE_12_length_96937_cov_75.325559	34242	32881	-	205.2	376
9089at2157	Complete	NODE_2_length_304403_cov_65.784473	177516	178145	+	107.4	145
9126at2157	Missing
9418at2157	Missing
9465at2157	Missing
9473at2157	Complete	NODE_2_length_304403_cov_65.784473	12383	12871	+	180.2	146
9593at2157	Missing
9863at2157	Missing
9883at2157	Complete	NODE_8_length_133129_cov_72.724935	72359	71475	-	231.0	254
9887at2157	Missing
10058at2157	Missing
10073at2157	Missing
10127at2157	Missing
10348at2157	Missing
10382at2157	Missing
10429at2157	Missing
10470at2157	Missing
10536at2157	Missing
10567at2157	Missing
10698at2157	Missing
10737at2157	Missing
10899at2157	Missing
10943at2157	Fragmented	NODE_2_length_304403_cov_65.784473	182624	180918	-	178.8	472
10981at2157	Complete	NODE_9_length_122393_cov_64.141746	8230	9492	+	266.4	386
11138at2157	Missing
11309at2157	Missing
11624at2157	Missing
11877at2157	Missing
12054at2157	Missing
14397at2157	Missing
15051at2157	Missing
15212at2157	Missing
15328at2157	Missing
15447at2157	Missing
17644at2157	Missing
19001at2157	Complete	NODE_19_length_43876_cov_94.008302	8634	9578	+	208.1	296
19013at2157	Complete	NODE_16_length_62801_cov_61.371830	39741	39058	-	133.4	166
23569at2157	Missing
23689at2157	Complete	NODE_12_length_96937_cov_75.325559	40649	40086	-	36.2	109
24205at2157	Missing
24971at2157	Complete	NODE_5_length_185063_cov_65.589034	30475	30786	+	42.7	81
25735at2157	Missing
25810at2157	Missing
27149at2157	Fragmented	NODE_8_length_133129_cov_72.724935	110086	109247	-	63.7	113
27533at2157	Missing
27944at2157	Missing
27972at2157	Missing
30537at2157	Missing
30538at2157	Missing
30559at2157	Missing
30639at2157	Missing
30658at2157	Missing
30823at2157	Complete	NODE_7_length_162800_cov_68.413407	67893	70691	+	625.4	746
30930at2157	Missing
30955at2157	Missing
30957at2157	Missing
31129at2157	Missing
31271at2157	Missing
31300at2157	Missing
31424at2157	Missing
32941at2157	Complete	NODE_5_length_185063_cov_65.589034	32582	33958	+	752.5	449
33049at2157	Complete	NODE_1_length_385945_cov_86.278628	296963	298129	+	245.8	312
33250at2157	Complete	NODE_5_length_185063_cov_65.589034	113373	114275	+	198.2	273
33582at2157	Missing
33866at2157	Missing
34207at2157	Missing
35104at2157	Missing
35866at2157	Fragmented	NODE_1_length_385945_cov_86.278628	215216	216139	+	146.2	211
35908at2157	Missing
