#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_1_pilon:1284325-1285773|- -            483 21277                -            475  3.5e-263  871.0  17.7   1   1  1.9e-265    4e-263  870.8  17.7     1   475     1   480     1   480 0.98 contig_1_pilon_1240 # 1284325 # 1285773 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
contig_1_pilon:331157-332992|+   -            612 21277                -            475   5.2e-55  184.5  14.1   1   2   4.6e-16   9.9e-14   48.4   7.5     9   270    17   287    11   323 0.76 contig_1_pilon_288 # 331157 # 332992 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
contig_1_pilon:331157-332992|+   -            612 21277                -            475   5.2e-55  184.5  14.1   2   2   6.4e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 contig_1_pilon_288 # 331157 # 332992 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
contig_1_pilon:505771-507276|+   -            502 21277                -            475   1.4e-37  127.0   3.7   1   1   1.2e-39   2.6e-37  126.2   3.7   166   471   194   495   166   499 0.80 contig_1_pilon_482 # 505771 # 507276 # 1 # ID=1_482;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
contig_2_pilon:498305-499348|+   -            348 21277                -            475   4.5e-37  125.4   6.5   1   1   2.1e-39   4.5e-37  125.4   6.5   176   469    60   344    40   347 0.91 contig_2_pilon_468 # 498305 # 499348 # 1 # ID=5_468;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
contig_1_pilon:910410-911750|+   -            447 21277                -            475   3.8e-34  115.7   1.1   1   2     0.008       1.7    4.7   1.8   109   196   122   214    21   217 0.69 contig_1_pilon_861 # 910410 # 911750 # 1 # ID=1_861;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
contig_1_pilon:910410-911750|+   -            447 21277                -            475   3.8e-34  115.7   1.1   2   2   1.8e-36   3.8e-34  115.7   1.1   250   471   220   442   216   446 0.91 contig_1_pilon_861 # 910410 # 911750 # 1 # ID=1_861;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
contig_2_pilon:114894-116102|+   -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   8.1e-34   1.7e-31  106.9   1.4   201   472   114   386    31   389 0.84 contig_2_pilon_91 # 114894 # 116102 # 1 # ID=5_91;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
contig_2_pilon:1390796-1392532|- -            579 21277                -            475   9.4e-30  101.2   9.9   1   2    0.0078       1.7    4.8   1.3    20   240    15   237     5   254 0.70 contig_2_pilon_1328 # 1390796 # 1392532 # -1 # ID=5_1328;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
contig_2_pilon:1390796-1392532|- -            579 21277                -            475   9.4e-30  101.2   9.9   2   2   4.5e-32   9.6e-30  101.2   1.8   244   471   353   577   347   578 0.89 contig_2_pilon_1328 # 1390796 # 1392532 # -1 # ID=5_1328;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
contig_10_pilon:10643-11785|-    -            381 21277                -            475   1.3e-27   94.1   3.5   1   1   9.1e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 contig_10_pilon_15 # 10643 # 11785 # -1 # ID=2_15;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
