#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2_pilon:179482-181044|+   -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 contig_2_pilon_149 # 179482 # 181044 # 1 # ID=5_149;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
contig_1_pilon:722953-724479|+   -            509 18543                -            520  4.6e-106  352.8   8.5   1   1  1.4e-107  5.4e-106  352.6   8.5     6   501     4   503     1   507 0.95 contig_1_pilon_685 # 722953 # 724479 # 1 # ID=1_685;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
contig_1_pilon:790687-791424|+   -            246 18543                -            520   6.6e-39  131.2   0.9   1   1     2e-40   7.8e-39  131.0   0.9     7   229     3   225     1   234 0.92 contig_1_pilon_747 # 790687 # 791424 # 1 # ID=1_747;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.394
contig_1_pilon:1148649-1149386|+ -            246 18543                -            520   8.7e-39  130.8   1.1   1   1   2.7e-40     1e-38  130.6   1.1     9   222     6   218     1   226 0.92 contig_1_pilon_1089 # 1148649 # 1149386 # 1 # ID=1_1089;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.392
contig_2_pilon:640584-641627|+   -            348 18543                -            520   1.3e-37  126.9   1.2   1   1   5.2e-39     2e-37  126.3   1.2     7   233     6   236     2   253 0.89 contig_2_pilon_597 # 640584 # 641627 # 1 # ID=5_597;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.423
contig_2_pilon:288362-289102|-   -            247 18543                -            520   6.3e-36  121.4   1.2   1   1   1.9e-37   7.3e-36  121.2   1.2     5   219     3   216     1   227 0.90 contig_2_pilon_265 # 288362 # 289102 # -1 # ID=5_265;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.372
contig_2_pilon:703745-704818|+   -            358 18543                -            520   6.6e-34  114.7   1.4   1   1   2.2e-35   8.5e-34  114.3   1.4     8   223     2   221     1   236 0.89 contig_2_pilon_655 # 703745 # 704818 # 1 # ID=5_655;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.384
contig_1_pilon:665905-666597|+   -            231 18543                -            520   8.1e-32  107.8   0.1   1   1   2.5e-33   9.4e-32  107.6   0.1     7   226     4   222     1   229 0.90 contig_1_pilon_627 # 665905 # 666597 # 1 # ID=1_627;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.397
contig_1_pilon:323193-324386|+   -            398 18543                -            520   1.6e-30  103.5   0.7   1   2   6.6e-32   2.5e-30  102.9   0.1    12   223    32   244    23   260 0.85 contig_1_pilon_278 # 323193 # 324386 # 1 # ID=1_278;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414
contig_1_pilon:323193-324386|+   -            398 18543                -            520   1.6e-30  103.5   0.7   2   2       4.7   1.8e+02   -2.2   0.0   447   486   335   378   247   383 0.55 contig_1_pilon_278 # 323193 # 324386 # 1 # ID=1_278;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414
contig_2_pilon:333020-334195|-   -            392 18543                -            520   1.8e-30  103.4   3.1   1   2   4.7e-32   1.8e-30  103.4   3.1     8   264     2   260     1   285 0.84 contig_2_pilon_308 # 333020 # 334195 # -1 # ID=5_308;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
contig_2_pilon:333020-334195|-   -            392 18543                -            520   1.8e-30  103.4   3.1   2   2       2.5        95   -1.3   0.1    93   144   279   331   248   338 0.71 contig_2_pilon_308 # 333020 # 334195 # -1 # ID=5_308;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
