S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	contig_1	47447	unaligned
CONTIG	contig_10	51980	unaligned
CONTIG	contig_11	51766	unaligned
CONTIG	contig_12	27595	unaligned
CONTIG	contig_13	23428	unaligned
CONTIG	contig_14	9266	unaligned
CONTIG	contig_15	5530	unaligned
CONTIG	contig_16	8609	unaligned
CONTIG	contig_17	8735	unaligned
CONTIG	contig_18	38708	unaligned
CONTIG	contig_19	36782	unaligned
1405765	1564206	136470	290713	NZ_CP014529.1	contig_2	95.08		True
CONTIG	contig_2	393342	correct_unaligned
CONTIG	contig_20	23648	unaligned
CONTIG	contig_21	65163	unaligned
CONTIG	contig_22	8887	unaligned
CONTIG	contig_23	12031	unaligned
CONTIG	contig_24	62434	unaligned
CONTIG	contig_25	11847	unaligned
CONTIG	contig_26	9320	unaligned
CONTIG	contig_27	80589	unaligned
CONTIG	contig_28	28576	unaligned
1	55819	105059	50730	NZ_CP014529.1	contig_29	95.26		True
CONTIG	contig_29	309264	correct_unaligned
CONTIG	contig_3	27436	unaligned
CONTIG	contig_30	3146	unaligned
CONTIG	contig_31	22652	unaligned
CONTIG	contig_32	112261	unaligned
955545	955656	16486	16597	NZ_CP014529.1	contig_34	95.54		True
CONTIG	contig_34	101702	correct_unaligned
CONTIG	contig_35	10603	unaligned
CONTIG	contig_36	38379	unaligned
CONTIG	contig_37	38370	unaligned
CONTIG	contig_38	12944	unaligned
CONTIG	contig_39	16100	unaligned
CONTIG	contig_4	34722	unaligned
305697	353074	99337	53364	NZ_CP014529.1	contig_40	95.42		True
CONTIG	contig_40	114199	correct_unaligned
CONTIG	contig_41	15855	unaligned
CONTIG	contig_42	19631	unaligned
CONTIG	contig_43	19061	unaligned
CONTIG	contig_44	13049	unaligned
CONTIG	contig_45	106688	unaligned
CONTIG	contig_46	7900	unaligned
CONTIG	contig_47	13792	unaligned
CONTIG	contig_48	127706	unaligned
CONTIG	contig_49	30623	unaligned
CONTIG	contig_5	98394	unaligned
CONTIG	contig_50	18325	unaligned
CONTIG	contig_51	19743	unaligned
CONTIG	contig_52	28707	unaligned
CONTIG	contig_53	39172	unaligned
CONTIG	contig_54	83648	unaligned
CONTIG	contig_55	30396	unaligned
CONTIG	contig_56	25970	unaligned
CONTIG	contig_57	54784	unaligned
CONTIG	contig_58	85374	unaligned
CONTIG	contig_59	11613	unaligned
CONTIG	contig_6	30228	unaligned
CONTIG	contig_60	115087	unaligned
CONTIG	contig_61	150840	unaligned
CONTIG	contig_62	17362	unaligned
CONTIG	contig_63	9669	unaligned
CONTIG	contig_64	57408	unaligned
CONTIG	contig_65	46178	unaligned
1771684	1792657	69734	90307	NZ_CP014529.1	contig_66	95.61		True
CONTIG	contig_66	91455	correct_unaligned
CONTIG	contig_67	5095	unaligned
CONTIG	contig_68	15180	unaligned
CONTIG	contig_69	23008	unaligned
CONTIG	contig_7	37037	unaligned
CONTIG	contig_70	23696	unaligned
CONTIG	contig_71	19133	unaligned
CONTIG	contig_72	47414	unaligned
CONTIG	contig_73	160117	unaligned
CONTIG	contig_74	62427	unaligned
CONTIG	contig_75	7502	unaligned
CONTIG	contig_76	29066	unaligned
CONTIG	contig_77	3267	unaligned
CONTIG	contig_78	24536	unaligned
CONTIG	contig_79	26971	unaligned
22240	22429	6328	6137	NZ_CP014534.1	contig_8	96.35		True
CONTIG	contig_8	14385	correct_unaligned
CONTIG	contig_80	17927	unaligned
CONTIG	contig_81	39446	unaligned
CONTIG	contig_82	7060	unaligned
CONTIG	contig_83	27563	unaligned
CONTIG	contig_84	11680	unaligned
CONTIG	contig_85	50074	unaligned
CONTIG	contig_9	15851	unaligned
