EFM745_00001	0
EFM745_00002	0
EFM745_00003	0
EFM745_00004	0
EFM745_00005	0
EFM745_00006	0
EFM745_00026	9161
EFM745_00027	4179
EFM745_00028	11409
EFM745_00029	1034
EFM745_00030	5125
EFM745_00031	394
EFM745_00032	23498
EFM745_00033	20250
EFM745_00034	7211
EFM745_00035	1108
EFM745_00036	3041
EFM745_00037	0
EFM745_00038	24940
EFM745_00039	2858
EFM745_00040	0
EFM745_00041	8326
EFM745_00042	1084
EFM745_00043	4080
EFM745_00044	916
EFM745_00045	585
EFM745_00046	3727
EFM745_00047	1030
EFM745_00048	1
EFM745_00049	2724
EFM745_00050	868
EFM745_00051	2191
EFM745_00052	1191
EFM745_00053	1937
EFM745_00054	1728
EFM745_00055	303
EFM745_00056	2104
EFM745_00057	858
EFM745_00058	784
EFM745_00059	774
EFM745_00060	1263
EFM745_00061	300
EFM745_00062	441
EFM745_00063	855
EFM745_00064	669
EFM745_00065	612
EFM745_00066	355
EFM745_00067	1446
EFM745_00068	769
EFM745_00069	509
EFM745_00070	6597
EFM745_00071	4945
EFM745_00072	3332
EFM745_00073	3344
EFM745_00074	57487
EFM745_00075	9887
EFM745_00076	11650
EFM745_00077	39718
EFM745_00078	49
EFM745_00079	2045
EFM745_00080	5023
EFM745_00081	3584
EFM745_00082	355
EFM745_00083	7747
EFM745_00084	1687
EFM745_00085	525
EFM745_00086	1609
EFM745_00087	547
EFM745_00088	3752
EFM745_00089	7928
EFM745_00090	16380
EFM745_00091	17150
EFM745_00092	369
EFM745_00093	548
EFM745_00094	352
EFM745_00095	876
EFM745_00096	1
EFM745_00097	0
EFM745_00098	23
EFM745_00099	2739
EFM745_00100	6161
EFM745_00101	1118
EFM745_00102	1578
EFM745_00103	1471
EFM745_00104	3638
EFM745_00105	3288
EFM745_00106	135
EFM745_00107	0
EFM745_00108	6658
EFM745_00109	2882
EFM745_00110	2576
EFM745_00111	1490
EFM745_00112	624
EFM745_00113	1189
EFM745_00114	1481
EFM745_00115	1300
EFM745_00116	867
EFM745_00117	1521
EFM745_00118	1848
EFM745_00119	0
EFM745_00120	4359
EFM745_00121	1561
EFM745_00122	1131
EFM745_00123	280
EFM745_00124	2107
EFM745_00125	6165
EFM745_00126	3194
EFM745_00127	10470
EFM745_00128	1939
EFM745_00129	2788
EFM745_00130	1779
EFM745_00131	1076
EFM745_00132	1642
EFM745_00133	1499
EFM745_00134	1676
EFM745_00135	4893
EFM745_00136	2192
EFM745_00137	954
EFM745_00138	8324
EFM745_00139	18
EFM745_00140	0
EFM745_00141	0
EFM745_00142	0
EFM745_00143	0
EFM745_00144	0
EFM745_00145	0
EFM745_00147	35
EFM745_00148	0
EFM745_00149	0
EFM745_00150	0
EFM745_00151	67
EFM745_00152	0
EFM745_00153	0
EFM745_00154	0
EFM745_00155	436
EFM745_00156	338
EFM745_00157	1760
EFM745_00158	26
EFM745_00159	237
EFM745_00160	385
EFM745_00161	216
EFM745_00162	351
EFM745_00163	199
EFM745_00164	289
EFM745_00165	71
EFM745_00166	879
EFM745_00167	231
EFM745_00168	630
EFM745_00169	231
EFM745_00170	899
EFM745_00171	46
EFM745_00172	84
EFM745_00173	974
EFM745_00174	468
EFM745_00175	230
EFM745_00176	92
EFM745_00177	341
EFM745_00178	679
EFM745_00179	39
EFM745_00180	0
EFM745_00181	0
EFM745_00182	0
EFM745_00183	0
EFM745_00184	204
EFM745_00185	112
EFM745_00186	255
EFM745_00187	87
EFM745_00188	400
EFM745_00189	30
EFM745_00190	244
EFM745_00191	117
EFM745_00192	77
EFM745_00193	4885
EFM745_00194	2518
EFM745_00195	1582
EFM745_00196	2
EFM745_00197	611
EFM745_00198	38
EFM745_00199	150
EFM745_00200	1231
EFM745_00201	1647
EFM745_00202	519
EFM745_00203	828
EFM745_00204	6016
EFM745_00205	4514
EFM745_00206	2516
EFM745_00207	3283
EFM745_00208	1343
EFM745_00209	712
EFM745_00210	329
EFM745_00211	415
EFM745_00212	696
EFM745_00213	27427
EFM745_00214	786
EFM745_00215	2967
EFM745_00216	452
EFM745_00217	957
EFM745_00218	2061
EFM745_00219	1828
EFM745_00220	2728
EFM745_00221	3373
EFM745_00222	2857
EFM745_00223	2641
EFM745_00224	588
EFM745_00226	116
EFM745_00227	0
EFM745_00228	34
EFM745_00229	33
EFM745_00230	53
EFM745_00231	11356
EFM745_00232	3371
EFM745_00233	298
EFM745_00234	36
EFM745_00235	2028
EFM745_00236	486
EFM745_00237	6030
EFM745_00238	13803
EFM745_00239	8012
EFM745_00240	716
EFM745_00241	645
EFM745_00242	440
EFM745_00243	425
EFM745_00244	18
EFM745_00245	243
EFM745_00246	147
EFM745_00247	9961
EFM745_00248	25951
EFM745_00250	7096
EFM745_00251	8083
EFM745_00252	1538
EFM745_00253	1793
EFM745_00254	1182
EFM745_00255	1179
EFM745_00256	1571
EFM745_00257	131
EFM745_00258	312
EFM745_00259	3903
EFM745_00260	591
EFM745_00262	280
EFM745_00263	147
EFM745_00264	188
EFM745_00265	124
EFM745_00266	291
EFM745_00267	235
EFM745_00268	605
EFM745_00269	2155
EFM745_00270	883
EFM745_00271	394
EFM745_00273	266
EFM745_00274	518
EFM745_00275	1895
EFM745_00276	2155
EFM745_00277	1587
EFM745_00278	933
EFM745_00279	532
EFM745_00280	3030
EFM745_00281	0
EFM745_00282	11629
EFM745_00283	330
EFM745_00284	11397
EFM745_00285	24239
EFM745_00286	187
EFM745_00287	4980
EFM745_00288	3738
EFM745_00289	324
EFM745_00290	1093
EFM745_00291	286
EFM745_00292	282
EFM745_00293	18513
EFM745_00294	5362
EFM745_00295	7613
EFM745_00296	1815
EFM745_00297	6754
EFM745_00298	3305
EFM745_00299	3850
EFM745_00300	43387
EFM745_00301	684
EFM745_00302	738
EFM745_00303	183
EFM745_00304	169
EFM745_00305	903
EFM745_00307	932
EFM745_00308	12338
EFM745_00309	1841
EFM745_00310	519
EFM745_00311	1349
EFM745_00312	610
EFM745_00313	5
EFM745_00314	17
EFM745_00315	10
EFM745_00316	11
EFM745_00317	6
EFM745_00318	30
EFM745_00319	26
EFM745_00320	4175
EFM745_00321	315
EFM745_00322	1238
EFM745_00323	1529
EFM745_00324	939
EFM745_00325	3584
EFM745_00326	4477
EFM745_00327	15072
EFM745_00328	4142
EFM745_00329	6233
EFM745_00330	1469
EFM745_00331	204
EFM745_00335	90
EFM745_00336	20
EFM745_00337	73
EFM745_00338	1
EFM745_00339	17
EFM745_00340	14
EFM745_00341	28
EFM745_00342	9
EFM745_00343	37
EFM745_00344	8
EFM745_00345	15
EFM745_00346	43
EFM745_00347	60
EFM745_00348	394
EFM745_00349	188
EFM745_00350	147
EFM745_00351	114
EFM745_00352	84
EFM745_00353	136
EFM745_00354	126
EFM745_00355	4492
EFM745_00356	3359
EFM745_00357	523
EFM745_00358	186
EFM745_00359	136
EFM745_00360	61
EFM745_00361	448
EFM745_00362	504
EFM745_00363	248
EFM745_00364	156
EFM745_00365	27
