#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:2233053-2233682|+ -            210 9812943              -            178   1.7e-46  155.9   0.0   1   1   1.7e-48   2.3e-46  155.5   0.0     2   167    14   195    13   205 0.88 tig00000001_2157 # 2233053 # 2233682 # 1 # ID=1_2157;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001:823391-824020|+   -            210 9812943              -            178   5.8e-06   23.9   3.9   1   1     2e-07   2.8e-05   21.7   3.9     2   134     7   148     6   155 0.84 tig00000001_771 # 823391 # 824020 # 1 # ID=1_771;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.406
tig00000001:565326-566291|-   -            322 9812943              -            178     4e-05   21.2   0.5   1   2   0.00036     0.048   11.1   0.0     5    22    33    50    30    81 0.79 tig00000001_529 # 565326 # 566291 # -1 # ID=1_529;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.295
tig00000001:565326-566291|-   -            322 9812943              -            178     4e-05   21.2   0.5   2   2    0.0034      0.46    7.9   0.1     3    22   281   300   280   305 0.90 tig00000001_529 # 565326 # 566291 # -1 # ID=1_529;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.295
tig00000001:1873599-1874138|+ -            180 9812943              -            178    0.0014   16.1   0.1   1   2   0.00026     0.035   11.6   0.0     2    23     1    22     1    37 0.85 tig00000001_1794 # 1873599 # 1874138 # 1 # ID=1_1794;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
tig00000001:1873599-1874138|+ -            180 9812943              -            178    0.0014   16.1   0.1   2   2      0.19        26    2.2   0.0   110   141    77   108    70   122 0.80 tig00000001_1794 # 1873599 # 1874138 # 1 # ID=1_1794;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
tig00000001:1232260-1233762|+ -            501 9812943              -            178    0.0017   15.8   0.8   1   3     0.011       1.5    6.2   0.0     3    23    33    53    31    62 0.88 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1232260-1233762|+ -            501 9812943              -            178    0.0017   15.8   0.8   2   3     0.043       5.8    4.3   0.2   127   158   269   301   263   317 0.72 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1232260-1233762|+ -            501 9812943              -            178    0.0017   15.8   0.8   3   3      0.39        53    1.2   0.0     3    21   341   359   339   364 0.87 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:689083-690006|-   -            308 9812943              -            178    0.0019   15.7   0.2   1   1   3.1e-05    0.0042   14.6   0.2     2    22    84   104    83   112 0.90 tig00000001_630 # 689083 # 690006 # -1 # ID=1_630;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.381
tig00000001:722208-722573|+   -            122 9812943              -            178    0.0024   15.4   0.0   1   1   2.2e-05    0.0029   15.1   0.0     2    52    15    62    14    83 0.86 tig00000001_675 # 722208 # 722573 # 1 # ID=1_675;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001:2205125-2205634|+ -            170 9812943              -            178    0.0035   14.8   0.3   1   2   0.00036     0.049   11.1   0.0     1    40     1    41     1    70 0.77 tig00000001_2128 # 2205125 # 2205634 # 1 # ID=1_2128;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001:2205125-2205634|+ -            170 9812943              -            178    0.0035   14.8   0.3   2   2       0.2        27    2.2   0.1   131   175   125   167    95   169 0.78 tig00000001_2128 # 2205125 # 2205634 # 1 # ID=1_2128;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001:2673232-2673912|- -            227 9812943              -            178    0.0042   14.6   0.0   1   1     6e-05    0.0082   13.6   0.0     3    33     5    34     3    43 0.86 tig00000001_2593 # 2673232 # 2673912 # -1 # ID=1_2593;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.407
