#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:2001460-2002320|- -            287 20420                -            282  5.4e-169  558.0   0.4   1   1  1.8e-171  6.2e-169  557.8   0.4     1   281     1   281     1   282 1.00 NZ_CP014529.1_1954 # 2001460 # 2002320 # -1 # ID=1_1954;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
NZ_CP014529.1:2022058-2023368|- -            437 20420                -            282   1.7e-15   54.4   0.0   1   2   1.3e-10   4.5e-08   30.0   0.0   125   175     8    61     4    72 0.89 NZ_CP014529.1_1977 # 2022058 # 2023368 # -1 # ID=1_1977;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:2022058-2023368|- -            437 20420                -            282   1.7e-15   54.4   0.0   2   2   5.1e-08   1.8e-05   21.5   0.0    16   157    75   211    66   254 0.76 NZ_CP014529.1_1977 # 2022058 # 2023368 # -1 # ID=1_1977;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:1166582-1167481|+ -            300 20420                -            282   5.7e-11   39.5   0.1   1   2     5e-13   1.7e-10   37.9   0.1   125   180    11    69     5    81 0.83 NZ_CP014529.1_1138 # 1166582 # 1167481 # 1 # ID=1_1138;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:1166582-1167481|+ -            300 20420                -            282   5.7e-11   39.5   0.1   2   2      0.92   3.2e+02   -2.3   0.0    50    94   114   160    78   165 0.51 NZ_CP014529.1_1138 # 1166582 # 1167481 # 1 # ID=1_1138;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:2760042-2761439|- -            466 20420                -            282     3e-07   27.3   1.5   1   2   2.1e-07   7.1e-05   19.5   0.1   108   175   215   285   130   298 0.82 NZ_CP014529.1_2646 # 2760042 # 2761439 # -1 # ID=1_2646;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
NZ_CP014529.1:2760042-2761439|- -            466 20420                -            282     3e-07   27.3   1.5   2   2    0.0015      0.51    6.9   0.1    25    86   308   369   297   384 0.76 NZ_CP014529.1_2646 # 2760042 # 2761439 # -1 # ID=1_2646;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
NZ_CP014529.1:2167668-2168777|- -            370 20420                -            282   3.1e-07   27.3   0.1   1   1   1.8e-09   6.1e-07   26.3   0.1    32   188    82   237    72   257 0.74 NZ_CP014529.1_2102 # 2167668 # 2168777 # -1 # ID=1_2102;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.402
NZ_CP014529.1:1524052-1524639|+ -            196 20420                -            282   4.7e-07   26.7   0.0   1   1   2.2e-09   7.6e-07   26.0   0.0   127   186    30    90    25   133 0.83 NZ_CP014529.1_1493 # 1524052 # 1524639 # 1 # ID=1_1493;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393
NZ_CP014529.1:2754202-2755302|- -            367 20420                -            282   0.00074   16.2   0.1   1   2   1.4e-05    0.0049   13.5   0.0   120   152     2    33     1    39 0.79 NZ_CP014529.1_2640 # 2754202 # 2755302 # -1 # ID=1_2640;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
NZ_CP014529.1:2754202-2755302|- -            367 20420                -            282   0.00074   16.2   0.1   2   2      0.19        64   -0.0   0.0    50   102   199   256   193   275 0.67 NZ_CP014529.1_2640 # 2754202 # 2755302 # -1 # ID=1_2640;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
NZ_CP014529.1:2315259-2317391|- -            711 20420                -            282    0.0021   14.7   0.1   1   3   6.2e-06    0.0021   14.7   0.1   125   176     5    57     1    75 0.83 NZ_CP014529.1_2279 # 2315259 # 2317391 # -1 # ID=1_2279;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NZ_CP014529.1:2315259-2317391|- -            711 20420                -            282    0.0021   14.7   0.1   2   3      0.31   1.1e+02   -0.8   0.0    45   105    98   160    77   164 0.70 NZ_CP014529.1_2279 # 2315259 # 2317391 # -1 # ID=1_2279;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NZ_CP014529.1:2315259-2317391|- -            711 20420                -            282    0.0021   14.7   0.1   3   3      0.73   2.5e+02   -2.0   0.1    66   106   190   234   182   239 0.61 NZ_CP014529.1_2279 # 2315259 # 2317391 # -1 # ID=1_2279;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
NZ_CP014529.1:976732-977961|+   -            410 20420                -            282     0.013   12.1   4.1   1   3       2.2   7.7e+02   -3.6   0.0   215   247    17    45    11    52 0.67 NZ_CP014529.1_954 # 976732 # 977961 # 1 # ID=1_954;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NZ_CP014529.1:976732-977961|+   -            410 20420                -            282     0.013   12.1   4.1   2   3   0.00019     0.065    9.8   0.1    93   141   163   214   153   222 0.70 NZ_CP014529.1_954 # 976732 # 977961 # 1 # ID=1_954;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NZ_CP014529.1:976732-977961|+   -            410 20420                -            282     0.013   12.1   4.1   3   3     0.024       8.4    2.9   0.4     3   104   252   352   250   361 0.67 NZ_CP014529.1_954 # 976732 # 977961 # 1 # ID=1_954;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
