#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:1351618-1353066|+ -            483 21277                -            475  3.6e-263  871.0  17.7   1   1  1.9e-265  4.1e-263  870.8  17.7     1   475     1   480     1   480 0.98 NZ_CP014529.1_1314 # 1351618 # 1353066 # 1 # ID=1_1314;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NZ_CP014529.1:2304399-2306234|- -            612 21277                -            475   5.3e-55  184.5  14.1   1   2   4.6e-16     1e-13   48.4   7.5     9   270    17   287    11   323 0.76 NZ_CP014529.1_2266 # 2304399 # 2306234 # -1 # ID=1_2266;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:2304399-2306234|- -            612 21277                -            475   5.3e-55  184.5  14.1   2   2   6.4e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 NZ_CP014529.1_2266 # 2304399 # 2306234 # -1 # ID=1_2266;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:2130115-2131620|- -            502 21277                -            475   1.4e-37  127.0   3.7   1   1   1.2e-39   2.6e-37  126.2   3.7   166   471   194   495   166   499 0.80 NZ_CP014529.1_2072 # 2130115 # 2131620 # -1 # ID=1_2072;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
NZ_CP014529.1:366507-367550|+   -            348 21277                -            475   4.6e-37  125.4   6.5   1   1   2.1e-39   4.6e-37  125.4   6.5   176   469    60   344    40   347 0.91 NZ_CP014529.1_362 # 366507 # 367550 # 1 # ID=1_362;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
NZ_CP014529.1:1725641-1726981|- -            447 21277                -            475   3.9e-34  115.7   1.1   1   2     0.008       1.8    4.7   1.8   109   196   122   214    21   217 0.69 NZ_CP014529.1_1693 # 1725641 # 1726981 # -1 # ID=1_1693;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NZ_CP014529.1:1725641-1726981|- -            447 21277                -            475   3.9e-34  115.7   1.1   2   2   1.8e-36   3.9e-34  115.7   1.1   250   471   220   442   216   446 0.91 NZ_CP014529.1_1693 # 1725641 # 1726981 # -1 # ID=1_1693;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
NZ_CP014529.1:2748106-2749314|+ -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   8.1e-34   1.8e-31  106.9   1.4   201   472   114   386    31   389 0.84 NZ_CP014529.1_2636 # 2748106 # 2749314 # 1 # ID=1_2636;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
NZ_CP014529.1:1258998-1260734|- -            579 21277                -            475   9.6e-30  101.2   9.9   1   2    0.0078       1.7    4.8   1.3    20   240    15   237     5   254 0.70 NZ_CP014529.1_1222 # 1258998 # 1260734 # -1 # ID=1_1222;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:1258998-1260734|- -            579 21277                -            475   9.6e-30  101.2   9.9   2   2   4.5e-32   9.9e-30  101.2   1.8   244   471   353   577   347   578 0.89 NZ_CP014529.1_1222 # 1258998 # 1260734 # -1 # ID=1_1222;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014531.1:8526-9668|-       -            381 21277                -            475   1.4e-27   94.1   3.5   1   1   9.1e-30     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 NZ_CP014531.1_12 # 8526 # 9668 # -1 # ID=3_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NZ_CP014529.1:2622312-2623208|- -            299 21277                -            475   4.5e-21   72.6   3.4   1   1   2.3e-23   5.1e-21   72.5   3.4   179   454     9   281     1   294 0.81 NZ_CP014529.1_2536 # 2622312 # 2623208 # -1 # ID=1_2536;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NZ_CP014529.1:472041-473066|+   -            342 21277                -            475   1.2e-17   61.4   0.9   1   1   7.3e-20   1.6e-17   60.9   0.9   224   470    91   332    83   336 0.84 NZ_CP014529.1_459 # 472041 # 473066 # 1 # ID=1_459;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NZ_CP014530.1:91463-92782|-     -            440 21277                -            475   1.3e-10   38.2  16.7   1   2     0.042       9.2    2.4   3.5    11   139    15   145     9   148 0.63 NZ_CP014530.1_93 # 91463 # 92782 # -1 # ID=2_93;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NZ_CP014530.1:91463-92782|-     -            440 21277                -            475   1.3e-10   38.2  16.7   2   2   5.8e-13   1.3e-10   38.2  16.7   172   445   146   414   128   436 0.74 NZ_CP014530.1_93 # 91463 # 92782 # -1 # ID=2_93;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NZ_CP014529.1:1951982-1952767|+ -            262 21277                -            475   6.2e-08   29.3   0.4   1   2       1.3   2.9e+02   -2.6   0.0   255   281    51    77    33    83 0.77 NZ_CP014529.1_1905 # 1951982 # 1952767 # 1 # ID=1_1905;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NZ_CP014529.1:1951982-1952767|+ -            262 21277                -            475   6.2e-08   29.3   0.4   2   2   4.8e-10   1.1e-07   28.5   0.3   363   473   139   249    68   251 0.75 NZ_CP014529.1_1905 # 1951982 # 1952767 # 1 # ID=1_1905;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NZ_CP014529.1:1951119-1951991|+ -            291 21277                -            475   0.00096   15.5   0.7   1   1     6e-06    0.0013   15.0   0.7    11   192    25   200    12   228 0.76 NZ_CP014529.1_1904 # 1951119 # 1951991 # 1 # ID=1_1904;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.363
NZ_CP014529.1:2321908-2323047|- -            380 21277                -            475     0.017   11.3   2.7   1   1   0.00017     0.038   10.2   2.7     7    77    76   144    72   176 0.79 NZ_CP014529.1_2284 # 2321908 # 2323047 # -1 # ID=1_2284;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/21277at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 12:22:36 2026
# [ok]
