# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at81852	Complete	contig_1	1056151	1053506	-	1669.6	878
444at81852	Complete	contig_2	477192	474898	-	1396.8	751
599at81852	Complete	contig_2	1012663	1014672	+	1419.4	669
705at81852	Complete	contig_1	482012	483952	+	1363.6	643
814at81852	Complete	contig_1	1119846	1121651	+	1068.7	601
837at81852	Complete	contig_2	1219477	1221834	+	1372.9	770
1249at81852	Complete	contig_1	625233	627119	+	1079.4	621
1360at81852	Duplicated	contig_2	172445	170880	-	1090.2	518
1360at81852	Duplicated	contig_11	114205	112592	-	1086.2	510
1399at81852	Complete	contig_2	223407	225089	+	1002.8	557
1424at81852	Fragmented	contig_1	873121	871712	-	709.8	438
1614at81852	Complete	contig_2	1392525	1390789	-	715.1	554
1719at81852	Complete	contig_1	777818	781345	+	1557.7	1148
1785at81852	Complete	contig_1	852692	854362	+	1029.0	555
2159at81852	Complete	contig_2	146830	148122	+	938.6	429
2313at81852	Complete	contig_2	1052010	1053341	+	763.5	436
2597at81852	Complete	contig_2	1342180	1344969	+	1170.9	859
2754at81852	Complete	contig_2	183224	184390	+	776.8	388
2768at81852	Complete	contig_2	785624	786919	+	901.1	428
3237at81852	Complete	contig_1	401520	402740	+	468.1	328
3315at81852	Complete	contig_1	844295	845644	+	845.8	445
3330at81852	Complete	contig_1	256579	257871	+	822.7	427
3398at81852	Complete	contig_2	1021918	1020809	-	775.6	367
3625at81852	Complete	contig_1	265943	269071	+	826.2	903
3809at81852	Complete	contig_1	332989	334305	+	441.8	409
3920at81852	Complete	contig_2	608527	607331	-	727.0	384
4084at81852	Complete	contig_1	1096465	1095092	-	798.1	451
4559at81852	Complete	contig_2	645442	646677	+	812.0	410
4733at81852	Complete	contig_1	744535	745659	+	395.6	360
4745at81852	Complete	contig_2	376633	377712	+	703.4	357
4818at81852	Complete	contig_2	280313	281314	+	665.4	329
4862at81852	Complete	contig_2	206491	207429	+	669.8	312
5602at81852	Complete	contig_1	808959	809900	+	567.7	310
5782at81852	Complete	contig_1	1097631	1096576	-	641.7	340
6455at81852	Complete	contig_2	1018721	1019605	+	561.7	290
6584at81852	Complete	contig_1	731181	732824	+	967.3	524
6804at81852	Complete	contig_2	1268921	1269823	+	565.0	292
6992at81852	Complete	contig_2	643373	644146	+	538.7	256
7212at81852	Complete	contig_1	1183936	1183124	-	483.6	257
7426at81852	Complete	contig_2	1017390	1018166	+	497.9	255
7677at81852	Complete	contig_2	209783	210580	+	515.4	263
7733at81852	Complete	contig_2	186940	186254	-	467.8	228
7785at81852	Complete	contig_1	459685	460647	+	510.3	315
7807at81852	Complete	contig_2	642328	643176	+	445.3	278
7842at81852	Complete	contig_2	184414	185232	+	513.9	269
7856at81852	Complete	contig_1	793733	794566	+	449.0	264
8193at81852	Complete	contig_2	758210	759037	+	516.6	270
8319at81852	Complete	contig_1	1286485	1285769	-	484.0	238
8577at81852	Complete	contig_1	427321	427986	+	417.2	220
8817at81852	Complete	contig_2	61620	62306	+	197.5	220
8931at81852	Complete	contig_1	611796	612476	+	369.8	221
9080at81852	Complete	contig_1	635923	636690	+	419.8	252
9100at81852	Complete	contig_2	188509	187826	-	397.0	223
9243at81852	Complete	contig_2	867659	867012	-	361.6	213
9623at81852	Complete	contig_2	1244361	1245254	+	508.3	294
9626at81852	Complete	contig_1	434449	435057	+	406.0	202
9919at81852	Complete	contig_1	826764	827441	+	382.3	212
10082at81852	Complete	contig_1	646786	646148	-	366.0	209
10162at81852	Complete	contig_1	95888	97462	+	515.1	386
10394at81852	Complete	contig_2	1018159	1018728	+	313.0	185
10425at81852	Complete	contig_1	1199890	1199348	-	233.5	175
10444at81852	Complete	contig_2	199588	200127	+	390.2	179
11095at81852	Complete	contig_1	857192	857731	+	322.2	176
11126at81852	Complete	contig_1	1129235	1129756	+	243.3	170
11129at81852	Complete	contig_1	287242	287745	+	332.4	167
11163at81852	Complete	contig_1	826059	826757	+	284.0	224
11308at81852	Complete	contig_2	201871	202371	+	341.4	164
12247at81852	Complete	contig_2	177723	178121	+	243.4	128
12767at81852	Complete	contig_1	1050822	1049449	-	466.9	445
13299at81852	Complete	contig_1	253273	253719	+	246.7	147
13490at81852	Complete	contig_2	222993	223355	+	233.0	120
13534at81852	Complete	contig_2	621187	621531	+	192.7	113
13735at81852	Complete	contig_1	765151	765495	+	194.0	108
13742at81852	Complete	contig_1	745640	746086	+	190.7	139
14302at81852	Complete	contig_2	206022	206411	+	276.5	127
14325at81852	Complete	contig_1	1100845	1100540	-	172.2	100
15052at81852	Complete	contig_2	199252	199560	+	152.5	72
15301at81852	Complete	contig_2	205244	205462	+	171.5	72
15393at81852	Complete	contig_1	748878	749495	+	226.3	202
15547at81852	Complete	contig_2	228414	228656	+	139.3	78
15646at81852	Complete	contig_2	1134201	1134506	+	176.6	99
15803at81852	Complete	contig_1	769975	770163	+	84.2	59
15847at81852	Complete	contig_2	222723	222535	-	144.6	62
16163at81852	Complete	contig_2	200146	200331	+	152.9	61
16176at81852	Complete	contig_1	654772	655533	+	495.4	255
16182at81852	Complete	contig_1	621890	622345	+	288.2	149
16202at81852	Complete	contig_2	205495	205611	+	91.4	37
16208at81852	Complete	contig_2	787018	787281	+	197.8	86
16239at81852	Complete	contig_1	627131	628078	+	577.2	315
16281at81852	Complete	contig_2	979329	979925	+	400.5	189
16282at81852	Complete	contig_1	80629	80847	+	154.0	72
16291at81852	Complete	contig_2	196565	196843	+	202.8	92
16304at81852	Complete	contig_2	1333323	1333826	+	307.4	162
16315at81852	Complete	contig_1	299599	299751	+	106.9	49
16346at81852	Complete	contig_2	58896	58453	-	312.7	147
16368at81852	Complete	contig_2	809613	807424	-	1537.0	718
16375at81852	Complete	contig_1	691660	692220	+	240.1	171
16403at81852	Complete	contig_2	204406	205053	+	429.5	215
16463at81852	Complete	contig_2	103356	102106	-	880.7	411
16466at81852	Complete	contig_2	1133482	1133748	+	177.2	88
16470at81852	Complete	contig_1	680370	681518	+	758.4	381
16490at81852	Complete	contig_1	78693	77920	-	366.1	247
16520at81852	Complete	contig_1	834647	835813	+	786.1	385
16545at81852	Complete	contig_1	335230	336039	+	515.6	266
16567at81852	Complete	contig_2	1198315	1196948	-	875.6	449
16610at81852	Complete	contig_2	1346794	1348092	+	882.9	432
16621at81852	Complete	contig_1	632620	632847	+	121.6	72
16633at81852	Complete	contig_2	1208350	1209105	+	523.3	251
16637at81852	Complete	contig_2	197227	197883	+	474.7	217
16651at81852	Complete	contig_1	264000	264623	+	364.3	202
16665at81852	Complete	contig_1	143310	145724	+	1717.7	804
16677at81852	Complete	contig_2	197886	198320	+	308.9	140
16693at81852	Complete	contig_2	1243691	1244377	+	480.2	228
16696at81852	Complete	contig_1	470059	470709	+	357.3	200
16720at81852	Complete	contig_2	140712	141011	+	189.1	97
16743at81852	Complete	contig_2	195689	196522	+	601.1	275
16778at81852	Complete	contig_1	257886	259655	+	1167.9	587
16780at81852	Complete	contig_2	200797	201333	+	353.0	178
16796at81852	Complete	contig_2	189325	189795	+	342.6	156
16832at81852	Complete	contig_2	269471	270268	+	536.4	264
16850at81852	Complete	contig_2	1397697	1397972	+	191.0	90
16867at81852	Complete	contig_1	859041	859967	+	621.2	306
16872at81852	Complete	contig_1	468613	469722	+	740.7	369
16875at81852	Complete	contig_1	645141	646016	+	471.2	290
16886at81852	Complete	contig_2	983227	984471	+	830.0	410
16889at81852	Complete	contig_2	805332	806453	+	687.3	367
16921at81852	Complete	contig_1	71693	72373	+	457.0	226
16922at81852	Complete	contig_1	813582	814094	+	350.6	170
16923at81852	Complete	contig_1	45128	45655	+	295.1	163
16949at81852	Complete	contig_2	778467	778859	+	213.1	122
16977at81852	Complete	contig_2	151523	149901	-	1152.7	539
17004at81852	Complete	contig_1	1187311	1186529	-	556.7	255
17008at81852	Complete	contig_1	227562	228506	+	590.3	312
17020at81852	Complete	contig_1	52173	52568	+	241.8	130
17022at81852	Complete	contig_2	200367	200765	+	279.7	132
17035at81852	Complete	contig_2	603145	603819	+	338.2	222
17046at81852	Complete	contig_2	869093	870106	+	552.6	331
17055at81852	Complete	contig_1	629473	630315	+	484.5	278
17059at81852	Complete	contig_1	299437	298793	-	378.4	210
17061at81852	Complete	contig_1	312367	313068	+	432.3	233
17069at81852	Complete	contig_1	82546	83160	+	413.3	204
17071at81852	Complete	contig_2	193741	194049	+	224.0	102
17085at81852	Complete	contig_1	1172713	1172420	-	184.4	97
17089at81852	Complete	contig_2	829056	829349	+	197.2	94
17093at81852	Complete	contig_2	1400729	1401076	+	243.0	115
17097at81852	Complete	contig_2	1209221	1210519	+	909.3	429
17157at81852	Complete	contig_1	730179	731156	+	688.6	325
17167at81852	Complete	contig_1	599580	600467	+	544.4	295
17173at81852	Complete	contig_2	1239052	1239603	+	364.7	184
17191at81852	Complete	contig_2	516505	517206	+	440.7	233
17213at81852	Complete	contig_1	48449	49909	+	999.0	485
17223at81852	Complete	contig_1	54725	54970	+	155.2	79
17241at81852	Complete	contig_2	58437	58045	-	276.2	130
17244at81852	Complete	contig_1	73337	74155	+	542.4	270
17261at81852	Complete	contig_2	210783	211529	+	449.3	245
17265at81852	Complete	contig_2	1081956	1082693	+	386.4	240
17270at81852	Complete	contig_2	1297520	1297981	+	273.5	151
17278at81852	Complete	contig_2	1199292	1199729	+	203.9	143
17300at81852	Complete	contig_1	498554	499516	+	673.5	320
17307at81852	Complete	contig_2	266494	265883	-	432.1	201
17347at81852	Complete	contig_1	128590	129783	+	803.6	393
17348at81852	Complete	contig_1	473909	474628	+	480.4	238
17357at81852	Complete	contig_2	1393819	1394157	+	194.3	112
17358at81852	Complete	contig_1	1198880	1197864	-	662.8	333
17365at81852	Complete	contig_1	1214836	1214687	-	121.7	49
17372at81852	Complete	contig_1	628098	628625	+	259.5	159
17376at81852	Complete	contig_1	1192272	1190581	-	1099.6	563
17380at81852	Complete	contig_2	294635	294072	-	353.1	187
17381at81852	Complete	contig_2	1234561	1235268	+	448.3	235
17382at81852	Complete	contig_1	452438	454165	+	1188.0	573
17386at81852	Complete	contig_2	107475	107008	-	233.2	149
17397at81852	Complete	contig_2	1224776	1226332	+	1072.6	506
17415at81852	Complete	contig_1	1099071	1097641	-	1020.2	475
17426at81852	Complete	contig_2	1012020	1011199	-	505.8	266
17449at81852	Complete	contig_1	45718	47088	+	927.7	456
17457at81852	Complete	contig_1	230536	230102	-	262.8	140
17489at81852	Complete	contig_1	1144878	1142062	-	1962.7	938
17500at81852	Complete	contig_2	866997	865471	-	948.3	499
17515at81852	Complete	contig_1	1275091	1273745	-	935.8	448
17521at81852	Complete	contig_2	1264959	1265960	+	663.9	331
17540at81852	Complete	contig_1	466262	467131	+	553.8	285
17576at81852	Complete	contig_1	1217600	1215705	-	944.4	599
17581at81852	Complete	contig_2	294886	295155	+	190.4	89
17604at81852	Complete	contig_1	117261	118757	+	1016.0	495
17682at81852	Complete	contig_2	202609	203049	+	297.5	146
17689at81852	Complete	contig_1	642288	642836	+	370.2	180
17699at81852	Complete	contig_2	1176045	1176944	+	578.5	298
17704at81852	Complete	contig_1	1178909	1174551	-	2817.0	1439
17725at81852	Complete	contig_1	867291	868007	+	395.7	231
17727at81852	Complete	contig_2	783322	784191	+	579.3	288
17737at81852	Complete	contig_2	173427	172504	-	572.9	306
17750at81852	Complete	contig_2	736276	737256	+	644.6	326
17765at81852	Complete	contig_1	232819	233601	+	447.3	258
17767at81852	Complete	contig_2	198523	198789	+	183.6	88
17789at81852	Complete	contig_1	428014	428307	+	150.0	96
17796at81852	Complete	contig_2	133330	134460	+	673.0	370
