#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon_pilon:2000010-2001458|+ -            483 23003                -            483  5.8e-236  781.5  18.8   1   1  3.3e-238  6.4e-236  781.4  18.8     1   481     1   481     1   482 1.00 tig00000001_pilon_pilon_1904 # 2000010 # 2001458 # 1 # ID=1_1904;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
tig00000001_pilon_pilon:187790-189625|-   -            612 23003                -            483     1e-63  213.5  13.5   1   2   1.7e-19   3.2e-17   60.1   6.4     8   255    16   262    11   290 0.76 tig00000001_pilon_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon_pilon:187790-189625|-   -            612 23003                -            483     1e-63  213.5  13.5   2   2   4.3e-49   8.4e-47  157.7   0.6   247   480   369   606   359   608 0.90 tig00000001_pilon_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon_pilon:1014903-1015946|+ -            348 23003                -            483   2.6e-43  146.2  11.0   1   2       1.3   2.5e+02   -2.1   0.1     4    26    11    33     4    46 0.66 tig00000001_pilon_pilon_951 # 1014903 # 1015946 # 1 # ID=1_951;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001_pilon_pilon:1014903-1015946|+ -            348 23003                -            483   2.6e-43  146.2  11.0   2   2   1.6e-45     3e-43  146.0  10.5   177   476    56   346    15   347 0.91 tig00000001_pilon_pilon_951 # 1014903 # 1015946 # 1 # ID=1_951;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001_pilon_pilon:13506-15011|-     -            502 23003                -            483   6.5e-42  141.6  10.7   1   1   4.5e-44   8.7e-42  141.2  10.7    11   480    25   499    19   501 0.80 tig00000001_pilon_pilon_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001_pilon_pilon:2374033-2375373|- -            447 23003                -            483   1.9e-39  133.5  11.2   1   2     0.001       0.2    8.0   3.0   106   200   119   213    12   216 0.57 tig00000001_pilon_pilon_2283 # 2374033 # 2375373 # -1 # ID=1_2283;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001_pilon_pilon:2374033-2375373|- -            447 23003                -            483   1.9e-39  133.5  11.2   2   2   7.2e-41   1.4e-38  130.6   1.4   255   477   220   443   214   446 0.93 tig00000001_pilon_pilon_2283 # 2374033 # 2375373 # -1 # ID=1_2283;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001_pilon_pilon:1907391-1909127|- -            579 23003                -            483   1.5e-38  130.5  12.3   1   2   4.8e-07   9.3e-05   19.0   2.4    11   248    11   240     3   254 0.78 tig00000001_pilon_pilon_1812 # 1907391 # 1909127 # -1 # ID=1_1812;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon_pilon:1907391-1909127|- -            579 23003                -            483   1.5e-38  130.5  12.3   2   2   1.1e-36   2.1e-34  116.8   2.5   248   476   352   577   347   578 0.91 tig00000001_pilon_pilon_1812 # 1907391 # 1909127 # -1 # ID=1_1812;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon_pilon:631493-632701|+   -            403 23003                -            483   1.2e-37  127.5   1.5   1   1     9e-40   1.7e-37  127.0   1.5   199   480   107   389    63   391 0.84 tig00000001_pilon_pilon_573 # 631493 # 632701 # 1 # ID=1_573;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
