# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at1350	Complete	contig_1	1056151	1053506	-	1821.9	879
444at1350	Complete	contig_2	477192	474898	-	1457.1	745
596at1350	Complete	contig_2	1178362	1180260	+	980.4	636
599at1350	Complete	contig_2	1012663	1014672	+	1450.9	663
705at1350	Complete	contig_1	482012	483952	+	1423.7	645
814at1350	Complete	contig_1	1119846	1121651	+	1121.3	601
826at1350	Complete	contig_2	126812	124911	-	1370.5	631
837at1350	Complete	contig_2	1219477	1221834	+	1519.7	783
1249at1350	Complete	contig_1	625233	627119	+	1182.6	625
1360at1350	Duplicated	contig_2	172445	170880	-	1146.5	518
1360at1350	Duplicated	contig_11	114205	112592	-	1125.5	508
1424at1350	Complete	contig_1	873121	871712	-	806.3	451
1507at1350	Complete	contig_2	955787	957424	+	1028.2	530
1547at1350	Complete	contig_1	713556	715091	+	1000.7	509
1593at1350	Complete	contig_1	737706	739478	+	1020.2	574
1614at1350	Complete	contig_2	1392525	1390789	-	871.4	562
1719at1350	Complete	contig_1	777818	781345	+	1798.2	1145
1737at1350	Complete	contig_2	1188129	1189505	+	1033.9	457
2136at1350	Complete	contig_1	1276552	1275203	-	893.8	447
2159at1350	Complete	contig_2	146830	148122	+	986.3	430
2257at1350	Complete	contig_2	946216	948075	+	1040.3	591
2313at1350	Complete	contig_2	1052010	1053341	+	894.1	442
2389at1350	Complete	contig_1	609643	611046	+	724.4	457
2522at1350	Complete	contig_1	761000	763375	+	1349.2	772
2597at1350	Complete	contig_2	1342180	1344969	+	1507.7	916
2754at1350	Complete	contig_2	183224	184390	+	855.2	388
2768at1350	Complete	contig_2	785624	786919	+	951.5	429
2823at1350	Complete	contig_2	203049	204344	+	900.7	431
2925at1350	Complete	contig_1	1059079	1057745	-	939.7	442
2954at1350	Complete	contig_1	462716	463951	+	838.9	411
3075at1350	Complete	contig_2	334193	333018	-	796.2	386
3237at1350	Complete	contig_1	401520	402740	+	638.0	393
3315at1350	Complete	contig_1	844295	845644	+	908.5	447
3330at1350	Complete	contig_1	256579	257871	+	897.8	428
3398at1350	Complete	contig_2	1021918	1020809	-	805.3	368
3592at1350	Complete	contig_1	1173910	1172735	-	825.7	400
3609at1350	Complete	contig_2	1264749	1263643	-	699.5	364
3625at1350	Complete	contig_1	265943	269071	+	1101.3	1000
3786at1350	Complete	contig_1	395123	396151	+	706.3	342
3809at1350	Complete	contig_1	332989	334305	+	582.1	423
3841at1350	Complete	contig_2	319723	320844	+	659.4	371
3845at1350	Complete	contig_2	624229	625350	+	845.3	373
3920at1350	Complete	contig_2	608527	607331	-	798.2	390
4084at1350	Complete	contig_1	1096465	1095092	-	832.4	449
4260at1350	Complete	contig_1	703362	704486	+	732.2	371
4296at1350	Complete	contig_1	441302	442480	+	686.1	383
4559at1350	Complete	contig_2	645442	646677	+	847.8	410
4618at1350	Complete	contig_2	1088425	1089567	+	762.8	380
4675at1350	Complete	contig_2	1066890	1065892	-	615.9	326
4684at1350	Complete	contig_2	134918	136042	+	706.2	370
4733at1350	Complete	contig_1	744535	745659	+	507.7	372
4745at1350	Complete	contig_2	376633	377712	+	766.7	358
4818at1350	Complete	contig_2	280313	281314	+	698.1	329
4862at1350	Complete	contig_2	206491	207429	+	706.8	312
5202at1350	Complete	contig_1	139839	138883	-	697.7	316
5453at1350	Complete	contig_1	44095	42848	-	765.7	413
5581at1350	Complete	contig_1	493398	494594	+	799.1	397
5602at1350	Complete	contig_1	808959	809900	+	595.5	310
5782at1350	Complete	contig_1	1097631	1096576	-	682.4	341
5831at1350	Complete	contig_1	641346	642251	+	569.3	297
6003at1350	Complete	contig_1	1080084	1079248	-	382.1	266
6183at1350	Complete	contig_1	489977	489168	-	479.6	268
6417at1350	Complete	contig_2	1196929	1196120	-	484.9	269
6455at1350	Complete	contig_2	1018721	1019605	+	595.4	292
6584at1350	Complete	contig_1	731181	732824	+	1034.9	511
6632at1350	Complete	contig_2	1169819	1168902	-	520.6	297
6660at1350	Complete	contig_2	1247191	1248048	+	568.3	283
6712at1350	Complete	contig_2	248486	249439	+	521.6	304
6804at1350	Complete	contig_2	1268921	1269823	+	597.5	295
6992at1350	Complete	contig_2	643373	644146	+	563.0	256
7212at1350	Complete	contig_1	1183936	1183124	-	545.6	264
7426at1350	Complete	contig_2	1017390	1018166	+	535.6	255
7474at1350	Complete	contig_2	1107608	1108525	+	520.3	300
7610at1350	Complete	contig_1	644268	645059	+	522.5	261
7677at1350	Complete	contig_2	209783	210580	+	545.7	263
7733at1350	Complete	contig_2	186940	186254	-	490.1	222
7785at1350	Complete	contig_1	459685	460647	+	562.9	317
7842at1350	Complete	contig_2	184414	185232	+	544.1	268
7856at1350	Complete	contig_1	793733	794566	+	513.0	267
8193at1350	Complete	contig_2	758210	759037	+	549.3	269
8271at1350	Complete	contig_1	707591	708262	+	450.6	224
8314at1350	Complete	contig_1	693682	694365	+	451.0	223
8319at1350	Complete	contig_1	1286485	1285769	-	511.0	236
8577at1350	Complete	contig_1	427321	427986	+	458.5	220
8748at1350	Complete	contig_1	110841	112295	+	588.0	432
8931at1350	Complete	contig_1	611796	612476	+	401.7	221
9044at1350	Complete	contig_1	233671	234333	+	442.8	214
9080at1350	Complete	contig_1	635923	636690	+	439.3	253
9100at1350	Complete	contig_2	188509	187826	-	421.3	222
9192at1350	Complete	contig_2	114217	114906	+	504.0	229
9243at1350	Complete	contig_2	867659	867012	-	423.9	215
9623at1350	Complete	contig_2	1244361	1245254	+	555.4	293
9626at1350	Complete	contig_1	434449	435057	+	425.9	201
9768at1350	Complete	contig_2	361300	360356	-	492.9	306
9919at1350	Complete	contig_1	826764	827441	+	430.6	214
10042at1350	Complete	contig_1	224858	227578	+	1019.5	835
10082at1350	Complete	contig_1	646786	646148	-	388.9	206
10086at1350	Complete	contig_2	834397	835200	+	532.3	267
10119at1350	Complete	contig_2	801142	801786	+	418.6	214
10183at1350	Complete	contig_1	868014	868643	+	421.6	207
10292at1350	Complete	contig_2	755489	754500	-	497.8	320
10394at1350	Complete	contig_2	1018159	1018728	+	338.7	186
10425at1350	Complete	contig_1	1199890	1199348	-	281.8	181
10444at1350	Complete	contig_2	199588	200127	+	399.0	179
10501at1350	Complete	contig_1	630473	631369	+	472.9	289
10529at1350	Complete	contig_1	93473	94111	+	359.7	212
10577at1350	Complete	contig_1	603229	603840	+	338.1	195
10690at1350	Complete	contig_2	753769	753218	-	335.3	179
11095at1350	Complete	contig_1	857192	857731	+	341.5	177
11126at1350	Complete	contig_1	1129235	1129756	+	269.4	170
11129at1350	Complete	contig_1	287242	287745	+	350.9	167
11163at1350	Complete	contig_1	826059	826757	+	358.4	233
11246at1350	Complete	contig_1	1037136	1037807	+	334.7	209
11308at1350	Complete	contig_2	201871	202371	+	353.6	165
11328at1350	Complete	contig_2	609541	610104	+	338.2	185
12076at1350	Complete	contig_1	1057438	1056953	-	316.3	148
12247at1350	Complete	contig_2	177723	178121	+	265.8	129
12391at1350	Complete	contig_2	188828	189241	+	310.0	137
12582at1350	Complete	contig_1	801829	801068	-	425.1	242
12678at1350	Complete	contig_2	1357662	1358102	+	243.6	144
12722at1350	Complete	contig_1	855585	856049	+	257.8	152
12767at1350	Complete	contig_1	1050822	1049449	-	609.6	460
13299at1350	Complete	contig_1	253273	253719	+	264.1	147
13403at1350	Complete	contig_1	273902	274300	+	289.2	132
13483at1350	Complete	contig_2	1085780	1086340	+	271.9	165
13490at1350	Complete	contig_2	222993	223355	+	246.0	120
13526at1350	Complete	contig_2	795710	794913	-	424.8	259
13534at1350	Complete	contig_2	621187	621531	+	221.4	113
13616at1350	Complete	contig_2	378004	378324	+	203.1	103
13628at1350	Complete	contig_1	1199341	1198877	-	197.4	151
13655at1350	Complete	contig_2	734422	733907	-	315.8	162
13735at1350	Complete	contig_1	765151	765495	+	213.0	113
13742at1350	Complete	contig_1	745640	746086	+	209.8	141
13997at1350	Complete	contig_1	238478	238972	+	138.3	130
14302at1350	Complete	contig_2	206022	206411	+	285.9	129
14325at1350	Complete	contig_1	1100845	1100540	-	200.0	101
14388at1350	Complete	contig_1	86146	86637	+	299.9	163
14422at1350	Complete	contig_1	601608	602177	+	309.7	187
14632at1350	Complete	contig_1	1063544	1062813	-	430.4	238
14868at1350	Complete	contig_1	230109	229765	-	171.9	112
14932at1350	Complete	contig_2	1217984	1218262	+	170.0	90
15052at1350	Complete	contig_2	199252	199560	+	197.2	103
15301at1350	Complete	contig_2	205244	205462	+	176.7	72
