# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcus_odb12 (Creation date: 2025-05-14, number of genomes: 59, number of BUSCOs: 983)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at1350	Complete	NODE_2_length_252901_cov_71.242866	191932	194577	+	1821.9	879
444at1350	Complete	NODE_23_length_39921_cov_95.495462	9325	11619	+	1457.1	745
596at1350	Complete	NODE_4_length_185058_cov_63.073482	162249	160351	-	980.4	636
599at1350	Complete	NODE_6_length_133129_cov_71.626923	78417	76408	-	1450.9	663
705at1350	Complete	NODE_8_length_123234_cov_76.327838	97395	99335	+	1423.7	645
814at1350	Complete	NODE_2_length_252901_cov_71.242866	128236	126431	-	1121.3	601
826at1350	Complete	NODE_33_length_26158_cov_60.272498	19394	21295	+	1370.5	631
837at1350	Complete	NODE_4_length_185058_cov_63.073482	121134	118777	-	1519.7	783
1249at1350	Complete	NODE_9_length_122393_cov_61.758630	65110	63224	-	1182.6	625
1360at1350	Duplicated	NODE_17_length_62801_cov_60.881707	23677	22112	-	1146.5	518
1360at1350	Duplicated	NODE_5_length_181677_cov_163.395180	97997	96384	-	1125.5	508
1424at1350	Complete	NODE_1_length_304474_cov_63.252055	182624	180918	-	1061.9	558
1507at1350	Complete	NODE_16_length_63808_cov_77.334802	62065	63702	+	1028.2	530
1547at1350	Complete	NODE_1_length_304474_cov_63.252055	23058	24593	+	1000.7	509
1593at1350	Complete	NODE_1_length_304474_cov_63.252055	47208	48980	+	1020.2	574
1614at1350	Complete	NODE_7_length_127392_cov_103.596228	122917	124653	+	871.4	562
1719at1350	Complete	NODE_1_length_304474_cov_63.252055	87320	90847	+	1798.2	1145
1737at1350	Complete	NODE_4_length_185058_cov_63.073482	152482	151106	-	1033.9	457
2136at1350	Complete	NODE_7_length_127392_cov_103.596228	22817	21468	-	893.8	447
2159at1350	Complete	NODE_53_length_1695_cov_58.035499	1506	214	-	986.3	430
2257at1350	Complete	NODE_16_length_63808_cov_77.334802	52494	54353	+	1040.3	591
2313at1350	Complete	NODE_6_length_133129_cov_71.626923	39070	37739	-	894.1	442
2389at1350	Complete	NODE_9_length_122393_cov_61.758630	80700	79297	-	724.4	457
2522at1350	Complete	NODE_1_length_304474_cov_63.252055	70502	72877	+	1349.2	772
2597at1350	Complete	NODE_39_length_14199_cov_51.426444	12907	10118	-	1507.7	916
2754at1350	Complete	NODE_17_length_62801_cov_60.881707	34456	35622	+	855.2	388
2768at1350	Complete	NODE_40_length_13809_cov_53.038763	8886	7591	-	951.5	429
2823at1350	Complete	NODE_17_length_62801_cov_60.881707	54281	55576	+	900.7	431
2925at1350	Complete	NODE_2_length_252901_cov_71.242866	189004	190338	+	939.7	442
2954at1350	Complete	NODE_8_length_123234_cov_76.327838	78099	79334	+	838.9	411
3075at1350	Complete	NODE_22_length_43876_cov_92.621673	35741	36916	+	796.2	386
3237at1350	Complete	NODE_8_length_123234_cov_76.327838	16903	18123	+	638.0	393
3315at1350	Complete	NODE_1_length_304474_cov_63.252055	153797	155146	+	908.5	447
3330at1350	Complete	NODE_3_length_193524_cov_75.578528	116024	114732	-	897.8	428
3398at1350	Complete	NODE_6_length_133129_cov_71.626923	69162	70271	+	805.3	368
3592at1350	Complete	NODE_2_length_252901_cov_71.242866	74172	75347	+	825.7	400
3609at1350	Complete	NODE_4_length_185058_cov_63.073482	75863	76969	+	699.5	364
3625at1350	Complete	NODE_3_length_193524_cov_75.578528	106660	103532	-	1101.3	1000
3786at1350	Complete	NODE_8_length_123234_cov_76.327838	10506	11534	+	706.3	342
3809at1350	Complete	NODE_3_length_193524_cov_75.578528	39615	38299	-	582.1	423
3841at1350	Complete	NODE_10_length_113754_cov_99.095655	6123	5002	-	659.4	371
3845at1350	Complete	NODE_35_length_20136_cov_58.418942	8514	9635	+	845.3	373
3920at1350	Complete	NODE_27_length_31036_cov_54.470116	24191	22995	-	798.2	390
4084at1350	Complete	NODE_2_length_252901_cov_71.242866	151617	152990	+	832.4	449
4260at1350	Complete	NODE_1_length_304474_cov_63.252055	12864	13988	+	732.2	371
4296at1350	Complete	NODE_8_length_123234_cov_76.327838	56685	57863	+	686.1	383
4559at1350	Complete	NODE_19_length_58687_cov_59.880605	9417	10652	+	847.8	410
4618at1350	Complete	NODE_6_length_133129_cov_71.626923	2655	1513	-	762.8	380
4675at1350	Complete	NODE_6_length_133129_cov_71.626923	24190	25188	+	615.9	326
4684at1350	Complete	NODE_33_length_26158_cov_60.272498	11288	10164	-	706.2	370
4733at1350	Complete	NODE_1_length_304474_cov_63.252055	54037	55161	+	507.7	372
4745at1350	Complete	NODE_13_length_76137_cov_124.122359	6524	7603	+	766.7	358
4818at1350	Complete	NODE_10_length_113754_cov_99.095655	45531	44530	-	698.1	329
4862at1350	Complete	NODE_17_length_62801_cov_60.881707	57723	58661	+	706.8	312
5202at1350	Complete	NODE_28_length_29579_cov_95.650511	16759	17715	+	697.7	316
5453at1350	Complete	NODE_12_length_79680_cov_63.087599	14942	16189	+	765.7	413
5581at1350	Complete	NODE_8_length_123234_cov_76.327838	108781	109977	+	799.1	397
5602at1350	Complete	NODE_1_length_304474_cov_63.252055	118461	119402	+	595.5	310
5782at1350	Complete	NODE_2_length_252901_cov_71.242866	150451	151506	+	682.4	341
5831at1350	Complete	NODE_9_length_122393_cov_61.758630	48997	48092	-	569.3	297
6003at1350	Complete	NODE_2_length_252901_cov_71.242866	167998	168834	+	382.1	266
6183at1350	Complete	NODE_8_length_123234_cov_76.327838	105360	104551	-	479.6	268
6417at1350	Complete	NODE_4_length_185058_cov_63.073482	143682	144491	+	484.9	269
6455at1350	Complete	NODE_6_length_133129_cov_71.626923	72359	71475	-	595.4	292
6584at1350	Complete	NODE_1_length_304474_cov_63.252055	40683	42326	+	1034.9	511
6632at1350	Complete	NODE_4_length_185058_cov_63.073482	170792	171709	+	520.6	297
6660at1350	Complete	NODE_4_length_185058_cov_63.073482	93420	92563	-	568.3	283
6712at1350	Complete	NODE_10_length_113754_cov_99.095655	77359	76406	-	521.6	304
6804at1350	Complete	NODE_4_length_185058_cov_63.073482	71691	70789	-	597.5	295
6992at1350	Complete	NODE_19_length_58687_cov_59.880605	7348	8121	+	563.0	256
7212at1350	Complete	NODE_2_length_252901_cov_71.242866	64146	64958	+	545.6	264
7426at1350	Complete	NODE_6_length_133129_cov_71.626923	73690	72914	-	535.6	255
