#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon_pilon:2649852-2650712|- -            287 20420                -            282  5.4e-169  558.0   0.4   1   1  1.8e-171  6.2e-169  557.8   0.4     1   281     1   281     1   282 1.00 tig00000001_pilon_pilon_2544 # 2649852 # 2650712 # -1 # ID=1_2544;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001_pilon_pilon:2670450-2671760|- -            437 20420                -            282   1.7e-15   54.4   0.0   1   2   1.3e-10   4.4e-08   30.0   0.0   125   175     8    61     4    72 0.89 tig00000001_pilon_pilon_2567 # 2670450 # 2671760 # -1 # ID=1_2567;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001_pilon_pilon:2670450-2671760|- -            437 20420                -            282   1.7e-15   54.4   0.0   2   2   5.1e-08   1.8e-05   21.5   0.0    16   157    75   211    66   254 0.76 tig00000001_pilon_pilon_2567 # 2670450 # 2671760 # -1 # ID=1_2567;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001_pilon_pilon:1814977-1815876|+ -            300 20420                -            282   5.7e-11   39.5   0.1   1   2     5e-13   1.7e-10   37.9   0.1   125   180    11    69     5    81 0.83 tig00000001_pilon_pilon_1728 # 1814977 # 1815876 # 1 # ID=1_1728;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon_pilon:1814977-1815876|+ -            300 20420                -            282   5.7e-11   39.5   0.1   2   2      0.92   3.2e+02   -2.3   0.0    50    94   114   160    78   165 0.51 tig00000001_pilon_pilon_1728 # 1814977 # 1815876 # 1 # ID=1_1728;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon_pilon:643429-644826|-   -            466 20420                -            282     3e-07   27.3   1.5   1   2   2.1e-07   7.1e-05   19.5   0.1   108   175   215   285   130   298 0.82 tig00000001_pilon_pilon_583 # 643429 # 644826 # -1 # ID=1_583;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001_pilon_pilon:643429-644826|-   -            466 20420                -            282     3e-07   27.3   1.5   2   2    0.0015      0.51    6.9   0.1    25    86   308   369   297   384 0.76 tig00000001_pilon_pilon_583 # 643429 # 644826 # -1 # ID=1_583;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.414
tig00000001_pilon_pilon:51059-52168|-     -            370 20420                -            282   3.1e-07   27.3   0.1   1   1   1.8e-09   6.1e-07   26.3   0.1    32   188    82   237    72   257 0.74 tig00000001_pilon_pilon_38 # 51059 # 52168 # -1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.402
tig00000001_pilon_pilon:2172444-2173031|+ -            196 20420                -            282   4.7e-07   26.7   0.0   1   1   2.2e-09   7.6e-07   26.0   0.0   127   186    30    90    25   133 0.83 tig00000001_pilon_pilon_2084 # 2172444 # 2173031 # 1 # ID=1_2084;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000001_pilon_pilon:637589-638689|-   -            367 20420                -            282   0.00074   16.2   0.1   1   2   1.4e-05    0.0049   13.5   0.0   120   152     2    33     1    39 0.79 tig00000001_pilon_pilon_577 # 637589 # 638689 # -1 # ID=1_577;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
tig00000001_pilon_pilon:637589-638689|-   -            367 20420                -            282   0.00074   16.2   0.1   2   2      0.19        64   -0.0   0.0    50   102   199   256   193   275 0.67 tig00000001_pilon_pilon_577 # 637589 # 638689 # -1 # ID=1_577;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.407
tig00000001_pilon_pilon:198650-200782|-   -            711 20420                -            282    0.0021   14.7   0.1   1   3   6.2e-06    0.0021   14.7   0.1   125   176     5    57     1    75 0.83 tig00000001_pilon_pilon_215 # 198650 # 200782 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001_pilon_pilon:198650-200782|-   -            711 20420                -            282    0.0021   14.7   0.1   2   3      0.31   1.1e+02   -0.8   0.0    45   105    98   160    77   164 0.70 tig00000001_pilon_pilon_215 # 198650 # 200782 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001_pilon_pilon:198650-200782|-   -            711 20420                -            282    0.0021   14.7   0.1   3   3      0.73   2.5e+02   -2.0   0.1    66   106   190   234   182   239 0.61 tig00000001_pilon_pilon_215 # 198650 # 200782 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001_pilon_pilon:1625127-1626356|+ -            410 20420                -            282     0.013   12.1   4.1   1   3       2.2   7.7e+02   -3.6   0.0   215   247    17    45    11    52 0.67 tig00000001_pilon_pilon_1544 # 1625127 # 1626356 # 1 # ID=1_1544;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001_pilon_pilon:1625127-1626356|+ -            410 20420                -            282     0.013   12.1   4.1   2   3   0.00019     0.064    9.8   0.1    93   141   163   214   153   222 0.70 tig00000001_pilon_pilon_1544 # 1625127 # 1626356 # 1 # ID=1_1544;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001_pilon_pilon:1625127-1626356|+ -            410 20420                -            282     0.013   12.1   4.1   3   3     0.024       8.4    2.9   0.4     3   104   252   352   250   361 0.67 tig00000001_pilon_pilon_1544 # 1625127 # 1626356 # 1 # ID=1_1544;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r2_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
