#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon_pilon:2000010-2001458|+ -            483 21277                -            475  3.6e-263  871.0  17.7   1   1  2.1e-265  4.1e-263  870.8  17.7     1   475     1   480     1   480 0.98 tig00000001_pilon_pilon_1904 # 2000010 # 2001458 # 1 # ID=1_1904;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
tig00000001_pilon_pilon:187790-189625|-   -            612 21277                -            475   5.3e-55  184.5  14.1   1   2   5.2e-16     1e-13   48.4   7.5     9   270    17   287    11   323 0.76 tig00000001_pilon_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon_pilon:187790-189625|-   -            612 21277                -            475   5.3e-55  184.5  14.1   2   2   7.3e-44   1.4e-41  140.2   0.5   242   471   369   602   359   606 0.91 tig00000001_pilon_pilon_202 # 187790 # 189625 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001_pilon_pilon:13506-15011|-     -            502 21277                -            475   1.4e-37  127.0   3.7   1   1   1.4e-39   2.6e-37  126.2   3.7   166   471   194   495   166   499 0.80 tig00000001_pilon_pilon_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001_pilon_pilon:1014903-1015946|+ -            348 21277                -            475   4.6e-37  125.4   6.5   1   1   2.4e-39   4.6e-37  125.4   6.5   176   469    60   344    40   347 0.91 tig00000001_pilon_pilon_951 # 1014903 # 1015946 # 1 # ID=1_951;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001_pilon_pilon:2374033-2375373|- -            447 21277                -            475   3.9e-34  115.7   1.1   1   2    0.0092       1.8    4.7   1.8   109   196   122   214    21   217 0.69 tig00000001_pilon_pilon_2283 # 2374033 # 2375373 # -1 # ID=1_2283;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001_pilon_pilon:2374033-2375373|- -            447 21277                -            475   3.9e-34  115.7   1.1   2   2     2e-36   3.9e-34  115.7   1.1   250   471   220   442   216   446 0.91 tig00000001_pilon_pilon_2283 # 2374033 # 2375373 # -1 # ID=1_2283;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001_pilon_pilon:631493-632701|+   -            403 21277                -            475   1.5e-31  107.2   1.4   1   1   9.2e-34   1.8e-31  106.9   1.4   201   472   114   386    31   389 0.84 tig00000001_pilon_pilon_573 # 631493 # 632701 # 1 # ID=1_573;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
tig00000001_pilon_pilon:1907391-1909127|- -            579 21277                -            475   9.6e-30  101.2   9.9   1   2    0.0089       1.7    4.8   1.3    20   240    15   237     5   254 0.70 tig00000001_pilon_pilon_1812 # 1907391 # 1909127 # -1 # ID=1_1812;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon_pilon:1907391-1909127|- -            579 21277                -            475   9.6e-30  101.2   9.9   2   2   5.1e-32   9.8e-30  101.2   1.8   244   471   353   577   347   578 0.89 tig00000001_pilon_pilon_1812 # 1907391 # 1909127 # -1 # ID=1_1812;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000005_pilon_pilon:3617-4759|+       -            381 21277                -            475   1.3e-27   94.1   3.5   1   1     1e-29     2e-27   93.6   3.5   196   471    92   370    51   373 0.85 tig00000005_pilon_pilon_7 # 3617 # 4759 # 1 # ID=5_7;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
tig00000001_pilon_pilon:505700-506596|-   -            299 21277                -            475   4.5e-21   72.6   3.4   1   1   2.6e-23   5.1e-21   72.5   3.4   179   454     9   281     1   294 0.81 tig00000001_pilon_pilon_472 # 505700 # 506596 # -1 # ID=1_472;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
tig00000001_pilon_pilon:1120437-1121462|+ -            342 21277                -            475   1.2e-17   61.4   0.9   1   1   8.4e-20   1.6e-17   60.9   0.9   224   470    91   332    83   336 0.84 tig00000001_pilon_pilon_1048 # 1120437 # 1121462 # 1 # ID=1_1048;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000005_pilon_pilon:36816-37181|+     -            122 21277                -            475   5.9e-14   49.2   0.0   1   1   3.6e-16   6.9e-14   48.9   0.0   362   472     4   112     1   114 0.86 tig00000005_pilon_pilon_47 # 36816 # 37181 # 1 # ID=5_47;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.470
tig00000002_pilon_pilon:119759-121078|-   -            440 21277                -            475   1.3e-10   38.2  16.7   1   2     0.048       9.2    2.4   3.5    11   139    15   145     9   148 0.63 tig00000002_pilon_pilon_119 # 119759 # 121078 # -1 # ID=2_119;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
tig00000002_pilon_pilon:119759-121078|-   -            440 21277                -            475   1.3e-10   38.2  16.7   2   2   6.6e-13   1.3e-10   38.2  16.7   172   445   146   414   128   436 0.74 tig00000002_pilon_pilon_119 # 119759 # 121078 # -1 # ID=2_119;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
tig00000001_pilon_pilon:2600374-2601159|+ -            262 21277                -            475   6.2e-08   29.3   0.4   1   2       1.5   2.9e+02   -2.6   0.0   255   281    51    77    33    83 0.77 tig00000001_pilon_pilon_2495 # 2600374 # 2601159 # 1 # ID=1_2495;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000001_pilon_pilon:2600374-2601159|+ -            262 21277                -            475   6.2e-08   29.3   0.4   2   2   5.5e-10   1.1e-07   28.5   0.3   363   473   139   249    68   251 0.75 tig00000001_pilon_pilon_2495 # 2600374 # 2601159 # 1 # ID=1_2495;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000005_pilon_pilon:35356-36813|+     -            486 21277                -            475   1.1e-07   28.5   1.7   1   1   9.4e-10   1.8e-07   27.8   1.7   196   318   320   447   282   480 0.79 tig00000005_pilon_pilon_46 # 35356 # 36813 # 1 # ID=5_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000001_pilon_pilon:2599511-2600383|+ -            291 21277                -            475   0.00095   15.5   0.7   1   1   6.9e-06    0.0013   15.0   0.7    11   192    25   200    12   228 0.76 tig00000001_pilon_pilon_2494 # 2599511 # 2600383 # 1 # ID=1_2494;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.363
tig00000001_pilon_pilon:205299-206438|-   -            380 21277                -            475     0.017   11.3   2.7   1   1   0.00019     0.037   10.2   2.7     7    77    76   144    72   176 0.79 tig00000001_pilon_pilon_220 # 205299 # 206438 # -1 # ID=1_220;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r2_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r2_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/21277at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r2_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
