tig00000011_pilon_pilon	gi|2073829839|ref|NZ_CP079881.1|	95.847	1517	7042	168866	0.0	2442	Enterococcus lactis strain CX 2-6_2 plasmid pXC, complete sequence
tig00000011_pilon_pilon	gi|2733334276|ref|NZ_BAAAUA010000094.1|	93.972	1012	7042	1012	0.0	1531	Kitasatospora cinereorecta strain JCM 8799 sequence094, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2733334272|ref|NZ_BAAAUA010000092.1|	88.359	1048	7042	1051	0.0	1238	Kitasatospora cinereorecta strain JCM 8799 sequence092, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2820979915|ref|NZ_JBHTBX010000040.1|	93.613	595	7042	595	0.0	889	Hydrogenophaga bisanensis strain CCUG 54518 GCM70025278_34, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2733334324|ref|NZ_BAAAUA010000117.1|	85.400	500	7042	709	4.44e-139	508	Kitasatospora cinereorecta strain JCM 8799 sequence117, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2582572573|ref|NZ_JAVRFH010000330.1|	88.068	352	7042	448	9.96e-111	414	Streptomyces lancefieldiae strain DSM 40712 NODE_332_length_448_cov_2.305296, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2827290772|ref|NZ_JBHULK010000029.1|	92.388	289	7042	503	4.63e-109	409	Gelatiniphilus marinus strain KCTC 42903 spades_K_17_127_29, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2829539564|ref|NZ_JBHMEP010000153.1|	80.680	559	7042	620	2.79e-106	399	Vibrio olivae strain CECT 8064 GCM70010950_60, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2816382841|ref|NZ_JBHSIV010000093.1|	94.510	255	7042	812	6.04e-103	388	Actinomycetospora atypica strain CGMCC 4.7093 spades_K_default_93, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2816382835|ref|NZ_JBHSIV010000087.1|	81.191	319	7042	901	4.97e-59	243	Actinomycetospora atypica strain CGMCC 4.7093 spades_K_default_87, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2733334394|ref|NZ_BAAAUA010000152.1|	82.627	236	7042	581	8.44e-47	202	Kitasatospora cinereorecta strain JCM 8799 sequence152, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2733334390|ref|NZ_BAAAUA010000150.1|	85.789	190	7042	588	1.41e-44	195	Kitasatospora cinereorecta strain JCM 8799 sequence150, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|1055802861|ref|NZ_BCQJ01000029.1|	81.858	226	7042	4467	3.95e-40	180	Enterococcus canis NBRC 100695, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|3125040120|ref|NZ_JBSMXG010000017.1|	81.858	226	7042	53956	3.95e-40	180	Enterococcus canintestini strain SS1787 SS1787_S1_L001-SPAdes_17, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|1055802849|ref|NZ_BCQJ01000027.1|	81.416	226	7042	4486	1.84e-38	174	Enterococcus canis NBRC 100695, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|738139523|ref|NZ_AODF01000012.1|	80.000	235	7042	33314	3.08e-36	167	Listeria floridensis FSL S10-1187 c11, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|1055802810|ref|NZ_BCQJ01000020.1|	80.597	201	7042	9210	4.01e-30	147	Enterococcus canis NBRC 100695, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|2733334239|ref|NZ_BAAAUA010000077.1|	86.154	130	7042	2326	6.71e-28	139	Kitasatospora cinereorecta strain JCM 8799 sequence077, whole genome shotgun sequence
tig00000011_pilon_pilon	gi|1069204261|ref|NZ_MIKB01000014.1|	78.505	214	7042	361240	3.12e-26	134	Enterococcus quebecensis strain LMG 26306 4, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|2073829839|ref|NZ_CP079881.1|	95.719	5046	14737	168866	0.0	8100	Enterococcus lactis strain CX 2-6_2 plasmid pXC, complete sequence
tig00000004_pilon_pilon	gi|2073829839|ref|NZ_CP079881.1|	92.919	3248	14737	168866	0.0	4695	Enterococcus lactis strain CX 2-6_2 plasmid pXC, complete sequence
tig00000004_pilon_pilon	gi|2073829839|ref|NZ_CP079881.1|	93.333	1575	14737	168866	0.0	2322	Enterococcus lactis strain CX 2-6_2 plasmid pXC, complete sequence
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.834	1804	14737	2796178	0.0	3315	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.889	1801	14737	2796178	0.0	3314	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.779	1807	14737	2796178	0.0	3314	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.834	1803	14737	2796178	0.0	3312	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.944	1794	14737	2796178	0.0	3308	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.944	1794	14737	2796178	0.0	3308	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.833	1799	14737	2796178	0.0	3304	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1806538187|ref|NZ_CP038996.1|	99.778	1801	14737	2796178	0.0	3304	Enterococcus faecium strain SRR24 chromosome, complete genome
tig00000004_pilon_pilon	gi|1302523992|ref|NZ_CP018062.1|	85.513	2416	14737	147076	0.0	2471	Enterococcus mundtii strain DSM 4838 plasmid pLDW-8, complete sequence
tig00000004_pilon_pilon	gi|1302523992|ref|NZ_CP018062.1|	86.786	2013	14737	147076	0.0	2217	Enterococcus mundtii strain DSM 4838 plasmid pLDW-8, complete sequence
tig00000004_pilon_pilon	gi|1302523992|ref|NZ_CP018062.1|	93.642	519	14737	147076	0.0	774	Enterococcus mundtii strain DSM 4838 plasmid pLDW-8, complete sequence
tig00000004_pilon_pilon	gi|1302523992|ref|NZ_CP018062.1|	93.449	519	14737	147076	0.0	767	Enterococcus mundtii strain DSM 4838 plasmid pLDW-8, complete sequence
tig00000004_pilon_pilon	gi|1332906111|ref|NZ_NBSL01000002.1|	88.833	1791	14737	3127954	0.0	2194	Enterococcus avium strain FDAARGOS_182 scf7180000000006_trim_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1332906112|ref|NZ_NBSL01000003.1|	86.896	1801	14737	1392040	0.0	2012	Enterococcus avium strain FDAARGOS_182 scf7180000000008_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1332906112|ref|NZ_NBSL01000003.1|	76.308	650	14737	1392040	2.16e-85	331	Enterococcus avium strain FDAARGOS_182 scf7180000000008_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1332906112|ref|NZ_NBSL01000003.1|	76.316	646	14737	1392040	7.79e-85	329	Enterococcus avium strain FDAARGOS_182 scf7180000000008_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1332906112|ref|NZ_NBSL01000003.1|	76.198	647	14737	1392040	1.01e-83	326	Enterococcus avium strain FDAARGOS_182 scf7180000000008_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1332906112|ref|NZ_NBSL01000003.1|	76.117	649	14737	1392040	3.62e-83	324	Enterococcus avium strain FDAARGOS_182 scf7180000000008_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1332906112|ref|NZ_NBSL01000003.1|	76.117	649	14737	1392040	3.62e-83	324	Enterococcus avium strain FDAARGOS_182 scf7180000000008_quiver_pilon, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|2005927448|ref|NZ_JAFLVR010000010.1|	86.830	1792	14737	66994	0.0	1991	Candidatus Enterococcus murrayae strain MJM16 scaffold3.10, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|3125066147|ref|NZ_JBSMVT010000009.1|	78.301	1742	14737	101462	0.0	1083	Enterococcus olivae strain SS1956 SS1956_S18_L001-SPAdes_9, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1055802814|ref|NZ_BCQJ01000021.1|	89.617	626	14737	8542	0.0	795	Enterococcus canis NBRC 100695, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1055802856|ref|NZ_BCQJ01000028.1|	87.746	661	14737	4467	0.0	767	Enterococcus canis NBRC 100695, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1828754477|ref|NZ_JAATJW010000134.1|	76.979	1364	14737	1347	0.0	743	Listeria valentina strain CLIP 2019/00642 N134_1347nt_838.922047, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|510929670|ref|NZ_KE136490.1|	96.127	284	14737	62313	2.05e-125	464	Enterococcus villorum ATCC 700913 acOto-supercont2.4, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1828754374|ref|NZ_JAATJW010000031.1|	80.808	297	14737	27206	2.92e-54	228	Listeria valentina strain CLIP 2019/00642 N31_27206nt_44.388330, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1828754354|ref|NZ_JAATJW010000011.1|	83.186	226	14737	55780	1.77e-46	202	Listeria valentina strain CLIP 2019/00642 N11_55780nt_47.472775, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1828754344|ref|NZ_JAATJW010000001.1|	78.930	299	14737	119967	2.96e-44	195	Listeria valentina strain CLIP 2019/00642 N1_119967nt_36.128726, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1828754367|ref|NZ_JAATJW010000024.1|	82.379	227	14737	36650	1.07e-43	193	Listeria valentina strain CLIP 2019/00642 N24_36650nt_36.837339, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1020026741|ref|NZ_LTAQ01000017.1|	76.487	353	14737	85795	1.78e-41	185	Bacillus gaemokensis strain KCTC 13318 scaffold24.1, whole genome shotgun sequence
tig00000004_pilon_pilon	gi|1992989194|ref|NZ_JAFBFD010000071.1|	71.865	622	14737	1793	1.40e-32	156	Enterococcus lemanii strain DSM 105069 Ga0454082_71, whole genome shotgun sequence
