#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_1:1284321-1285769|- -            483 23003                -            483  5.7e-236  781.5  18.8   1   1  2.9e-238  6.3e-236  781.4  18.8     1   481     1   481     1   482 1.00 contig_1_1242 # 1284321 # 1285769 # -1 # ID=1_1242;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
contig_1:331157-332992|+   -            612 23003                -            483     1e-63  213.5  13.5   1   2   1.5e-19   3.2e-17   60.1   6.4     8   255    16   262    11   290 0.76 contig_1_288 # 331157 # 332992 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
contig_1:331157-332992|+   -            612 23003                -            483     1e-63  213.5  13.5   2   2   3.8e-49   8.2e-47  157.7   0.6   247   480   369   606   359   608 0.90 contig_1_288 # 331157 # 332992 # 1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.402
contig_2:498303-499346|+   -            348 23003                -            483   2.5e-43  146.2  11.0   1   2       1.1   2.4e+02   -2.1   0.1     4    26    11    33     4    46 0.66 contig_2_468 # 498303 # 499346 # 1 # ID=5_468;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
contig_2:498303-499346|+   -            348 23003                -            483   2.5e-43  146.2  11.0   2   2   1.4e-45     3e-43  146.0  10.5   177   476    56   346    15   347 0.91 contig_2_468 # 498303 # 499346 # 1 # ID=5_468;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
contig_1:505770-507275|+   -            502 23003                -            483   6.4e-42  141.6  10.7   1   1   3.9e-44   8.6e-42  141.2  10.7    11   480    25   499    19   501 0.80 contig_1_482 # 505770 # 507275 # 1 # ID=1_482;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
contig_1:910407-911747|+   -            447 23003                -            483   1.9e-39  133.5  11.2   1   2   0.00091       0.2    8.0   3.0   106   200   119   213    12   216 0.57 contig_1_862 # 910407 # 911747 # 1 # ID=1_862;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
contig_1:910407-911747|+   -            447 23003                -            483   1.9e-39  133.5  11.2   2   2   6.3e-41   1.4e-38  130.6   1.4   255   477   220   443   214   446 0.93 contig_1_862 # 910407 # 911747 # 1 # ID=1_862;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.364
contig_2:1390789-1392525|- -            579 23003                -            483   1.5e-38  130.5  12.3   1   2   4.2e-07   9.2e-05   19.0   2.4    11   248    11   240     3   254 0.78 contig_2_1329 # 1390789 # 1392525 # -1 # ID=5_1329;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
contig_2:1390789-1392525|- -            579 23003                -            483   1.5e-38  130.5  12.3   2   2   9.4e-37     2e-34  116.8   2.5   248   476   352   577   347   578 0.91 contig_2_1329 # 1390789 # 1392525 # -1 # ID=5_1329;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
contig_2:114893-116101|+   -            403 23003                -            483   1.2e-37  127.5   1.5   1   1   7.9e-40   1.7e-37  127.0   1.5   199   480   107   389    63   391 0.84 contig_2_92 # 114893 # 116101 # 1 # ID=5_92;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
