#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:179481-181043|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 contig_2_150 # 179481 # 181043 # 1 # ID=5_150;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
contig_1:722951-724477|+   -            509 18543                -            519  1.2e-112  374.4   9.1   1   1  3.6e-114  1.4e-112  374.2   9.1     5   500     4   503     1   507 0.95 contig_1_685 # 722951 # 724477 # 1 # ID=1_685;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
contig_1:790685-791422|+   -            246 18543                -            519   1.1e-40  137.0   1.6   1   1   3.3e-42   1.3e-40  136.7   1.6     6   222     3   218     1   229 0.93 contig_1_747 # 790685 # 791422 # 1 # ID=1_747;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.394
contig_1:1148645-1149382|+ -            246 18543                -            519   2.1e-38  129.4   1.4   1   1     7e-40   2.7e-38  129.1   1.4     9   221     7   218     2   228 0.92 contig_1_1091 # 1148645 # 1149382 # 1 # ID=1_1091;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.392
contig_2:640582-641625|+   -            348 18543                -            519   7.4e-38  127.6   1.3   1   1   3.4e-39   1.3e-37  126.8   1.3     6   232     6   236     2   258 0.87 contig_2_597 # 640582 # 641625 # 1 # ID=5_597;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.423
contig_2:288360-289100|-   -            247 18543                -            519   2.3e-35  119.4   1.6   1   1     7e-37   2.7e-35  119.2   1.6     4   218     3   216     1   227 0.91 contig_2_266 # 288360 # 289100 # -1 # ID=5_266;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.372
contig_2:703743-704816|+   -            358 18543                -            519   2.2e-33  112.9   1.8   1   1   7.4e-35   2.8e-33  112.5   1.8     7   222     2   221     1   239 0.88 contig_2_655 # 703743 # 704816 # 1 # ID=5_655;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.384
contig_2:333018-334193|-   -            392 18543                -            519   2.2e-32  109.5   3.3   1   1   5.8e-34   2.2e-32  109.5   3.3     7   223     2   217     1   275 0.90 contig_2_309 # 333018 # 334193 # -1 # ID=5_309;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
contig_2:1128140-1128883|+ -            248 18543                -            519   7.2e-32  107.9   0.0   1   1   2.2e-33   8.7e-32  107.6   0.0     7   226     2   216     1   230 0.93 contig_2_1075 # 1128140 # 1128883 # 1 # ID=5_1075;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.366
contig_1:665903-666595|+   -            231 18543                -            519   3.7e-31  105.5   0.2   1   1   1.1e-32   4.4e-31  105.3   0.2     6   225     4   222     1   229 0.90 contig_1_627 # 665903 # 666595 # 1 # ID=1_627;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.397
contig_2:505367-506119|+   -            251 18543                -            519   5.2e-31  105.0   0.3   1   1   1.5e-32   5.7e-31  104.9   0.3     4   201     2   205     1   236 0.87 contig_2_477 # 505367 # 506119 # 1 # ID=5_477;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.396
contig_1:323193-324386|+   -            398 18543                -            519   2.4e-30  102.8   0.5   1   2   6.4e-32   2.4e-30  102.8   0.5    11   223    32   245    21   282 0.85 contig_1_278 # 323193 # 324386 # 1 # ID=1_278;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414
contig_1:323193-324386|+   -            398 18543                -            519   2.4e-30  102.8   0.5   2   2       7.1   2.7e+02   -2.9   0.1   446   485   335   378   296   383 0.70 contig_1_278 # 323193 # 324386 # 1 # ID=1_278;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414
contig_1:11820-12737|+     -            306 18543                -            519   1.3e-29  100.4   2.2   1   1   7.9e-31   3.1e-29   99.2   2.2     4   230     6   221     3   283 0.86 contig_1_15 # 11820 # 12737 # 1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.417
contig_1:293323-294255|+   -            311 18543                -            519   1.9e-29   99.9   0.5   1   1   6.3e-31   2.4e-29   99.5   0.5     6   223     2   214     1   229 0.93 contig_1_247 # 293323 # 294255 # 1 # ID=1_247;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.395
contig_1:17520-18455|+     -            312 18543                -            519   3.5e-29   99.0   0.1   1   1   1.1e-30   4.4e-29   98.7   0.1     6   231     4   225     1   235 0.90 contig_1_21 # 17520 # 18455 # 1 # ID=1_21;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.409
contig_2:809939-810706|+   -            256 18543                -            519   9.9e-29   97.5   0.5   1   1   2.9e-30   1.1e-28   97.3   0.5     5   216     3   218     1   240 0.84 contig_2_756 # 809939 # 810706 # 1 # ID=5_756;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
contig_2:516505-517206|+   -            234 18543                -            519     4e-28   95.5   0.2   1   1     2e-28   7.6e-27   91.3   0.2    17   219    18   215     2   226 0.83 contig_2_486 # 516505 # 517206 # 1 # ID=5_486;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.396
contig_1:907741-908427|-   -            229 18543                -            519   3.1e-27   92.6   0.1   1   1   9.4e-29   3.6e-27   92.4   0.1     5   206     3   207     1   219 0.88 contig_1_859 # 907741 # 908427 # -1 # ID=1_859;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.364
contig_2:48295-49710|-     -            472 18543                -            519     9e-27   91.1   6.2   1   2   8.4e-15   3.2e-13   46.3   0.2    21   226    18   224     1   238 0.79 contig_2_43 # 48295 # 49710 # -1 # ID=5_43;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
contig_2:48295-49710|-     -            472 18543                -            519     9e-27   91.1   6.2   2   2   4.8e-15   1.8e-13   47.1   1.3    23   219   270   447   254   465 0.84 contig_2_43 # 48295 # 49710 # -1 # ID=5_43;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
contig_11:95110-96141|+    -            344 18543                -            519   2.8e-26   89.4   0.3   1   1   2.4e-27   9.1e-26   87.7   0.3    26   226    22   217     3   230 0.90 contig_11_101 # 95110 # 96141 # 1 # ID=3_101;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.435
contig_1:310601-312133|-   -            511 18543                -            519   1.3e-25   87.3   4.1   1   4     7e-12   2.7e-10   36.7   0.2     6    66     3    63     1    70 0.93 contig_1_267 # 310601 # 312133 # -1 # ID=1_267;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
contig_1:310601-312133|-   -            511 18543                -            519   1.3e-25   87.3   4.1   2   4   8.3e-08   3.2e-06   23.3   0.0   402   483   158   236   134   267 0.83 contig_1_267 # 310601 # 312133 # -1 # ID=1_267;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
contig_1:310601-312133|-   -            511 18543                -            519   1.3e-25   87.3   4.1   3   4   2.9e-06   0.00011   18.1   0.0    25    66   339   380   335   391 0.90 contig_1_267 # 310601 # 312133 # -1 # ID=1_267;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
contig_1:310601-312133|-   -            511 18543                -            519   1.3e-25   87.3   4.1   4   4    0.0038      0.15    7.9   0.0   400   441   434   475   402   507 0.79 contig_1_267 # 310601 # 312133 # -1 # ID=1_267;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
contig_2:993627-994262|+   -            212 18543                -            519   2.3e-25   86.4   0.1   1   1   7.1e-27   2.7e-25   86.2   0.1     7   211     2   203     1   207 0.90 contig_2_958 # 993627 # 994262 # 1 # ID=5_958;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
contig_11:80244-80900|+    -            219 18543                -            519   8.7e-25   84.5   3.0   1   1   2.6e-25   9.9e-24   81.0   3.0     6   224     3   210     1   216 0.84 contig_11_85 # 80244 # 80900 # 1 # ID=3_85;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.277
contig_2:1166066-1166734|+ -            223 18543                -            519   1.2e-24   84.0   0.4   1   1   3.6e-26   1.4e-24   83.8   0.4     6   207     3   206     1   217 0.87 contig_2_1117 # 1166066 # 1166734 # 1 # ID=5_1117;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.369
contig_2:495154-497490|-   -            779 18543                -            519   1.2e-24   84.0   0.4   1   2     1e-25     4e-24   82.3   0.4     9   219     4   217     1   223 0.81 contig_2_466 # 495154 # 497490 # -1 # ID=5_466;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
contig_2:495154-497490|-   -            779 18543                -            519   1.2e-24   84.0   0.4   2   2       3.2   1.2e+02   -1.8   0.0   267   296   453   482   438   507 0.73 contig_2_466 # 495154 # 497490 # -1 # ID=5_466;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
contig_1:877381-878151|+   -            257 18543                -            519   1.3e-24   83.9   0.2   1   1   4.5e-26   1.7e-24   83.5   0.2    23   236    26   246    17   251 0.85 contig_1_833 # 877381 # 878151 # 1 # ID=1_833;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398
contig_1:230674-231411|+   -            246 18543                -            519   1.5e-24   83.7   0.1   1   1   5.2e-26     2e-24   83.3   0.1    10   219     6   210     2   218 0.93 contig_1_190 # 230674 # 231411 # 1 # ID=1_190;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.393
contig_2:1176045-1176944|+ -            300 18543                -            519   2.5e-24   83.0   0.9   1   1   8.6e-26   3.3e-24   82.6   0.9     7   229     2   216     1   255 0.93 contig_2_1126 # 1176045 # 1176944 # 1 # ID=5_1126;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.388
contig_2:149901-151523|-   -            541 18543                -            519   5.5e-24   81.9   0.1   1   4   4.4e-12   1.7e-10   37.4   0.0     7    67     2    62     1   103 0.91 contig_2_122 # 149901 # 151523 # -1 # ID=5_122;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
contig_2:149901-151523|-   -            541 18543                -            519   5.5e-24   81.9   0.1   2   4   2.4e-08   9.1e-07   25.0   0.0   394   481   146   230   125   265 0.84 contig_2_122 # 149901 # 151523 # -1 # ID=5_122;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
contig_2:149901-151523|-   -            541 18543                -            519   5.5e-24   81.9   0.1   3   4     0.038       1.5    4.6   0.0     8    64   321   377   316   393 0.85 contig_2_122 # 149901 # 151523 # -1 # ID=5_122;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
contig_2:149901-151523|-   -            541 18543                -            519   5.5e-24   81.9   0.1   4   4    0.0011     0.043    9.6   0.0   400   478   436   511   419   528 0.66 contig_2_122 # 149901 # 151523 # -1 # ID=5_122;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
