#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:734448-735317|-   -            290 23202                -            289  2.5e-142  470.9   7.8   1   1  1.1e-144  2.8e-142  470.7   7.8     1   289     1   289     1   289 1.00 contig_2_685 # 734448 # 735317 # -1 # ID=5_685;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
contig_1:222524-223360|+   -            279 23202                -            289   1.9e-46  156.2   0.7   1   1   9.6e-49   2.4e-46  155.9   0.7     2   286     1   277     1   278 0.89 contig_1_183 # 222524 # 223360 # 1 # ID=1_183;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
contig_2:1196120-1196929|- -            270 23202                -            289   9.6e-44  147.3   5.5   1   2   2.5e-17   6.4e-15   52.7   0.1     2   114     3   119     2   136 0.83 contig_2_1145 # 1196120 # 1196929 # -1 # ID=5_1145;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
contig_2:1196120-1196929|- -            270 23202                -            289   9.6e-44  147.3   5.5   2   2   1.1e-30   2.8e-28   96.6   1.8   163   284   146   267   123   269 0.88 contig_2_1145 # 1196120 # 1196929 # -1 # ID=5_1145;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
contig_2:240847-241656|+   -            270 23202                -            289   3.5e-40  135.6   1.3   1   2   3.4e-19   8.7e-17   58.9   0.1     1   112     1   116     1   138 0.84 contig_2_219 # 240847 # 241656 # 1 # ID=5_219;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.391
contig_2:240847-241656|+   -            270 23202                -            289   3.5e-40  135.6   1.3   2   2   1.9e-24   4.8e-22   76.1   0.1   171   285   154   267   139   269 0.89 contig_2_219 # 240847 # 241656 # 1 # ID=5_219;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.391
contig_1:993413-994222|+   -            270 23202                -            289     1e-38  130.9   1.4   1   2   2.6e-17   6.7e-15   52.7   0.2     2    98     1   101     1   122 0.83 contig_1_944 # 993413 # 994222 # 1 # ID=1_944;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
contig_1:993413-994222|+   -            270 23202                -            289     1e-38  130.9   1.4   2   2   6.3e-25   1.6e-22   77.7   0.1   154   279   140   263   129   268 0.91 contig_1_944 # 993413 # 994222 # 1 # ID=1_944;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
contig_2:1084915-1085754|+ -            280 23202                -            289   4.4e-33  112.3   0.8   1   1     2e-34     5e-32  108.9   0.8     1   278     1   269     1   274 0.90 contig_2_1038 # 1084915 # 1085754 # 1 # ID=5_1038;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.392
contig_2:268290-269063|+   -            258 23202                -            289   1.7e-28   97.3   0.1   1   2   4.8e-11   1.2e-08   32.1   0.0     3    99     4    98     2   116 0.86 contig_2_248 # 268290 # 269063 # 1 # ID=5_248;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.415
contig_2:268290-269063|+   -            258 23202                -            289   1.7e-28   97.3   0.1   2   2   1.9e-20   4.8e-18   63.0   0.0   190   282   160   252   141   255 0.91 contig_2_248 # 268290 # 269063 # 1 # ID=5_248;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.415
contig_1:489168-489977|-   -            270 23202                -            289   3.7e-28   96.2   0.1   1   2   2.3e-15   5.8e-13   46.3   0.1     3   110     4   113     2   121 0.89 contig_1_469 # 489168 # 489977 # -1 # ID=1_469;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
contig_1:489168-489977|-   -            270 23202                -            289   3.7e-28   96.2   0.1   2   2   6.3e-16   1.6e-13   48.2   0.0   202   284   183   266   154   269 0.87 contig_1_469 # 489168 # 489977 # -1 # ID=1_469;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
contig_1:1286960-1287733|+ -            258 23202                -            289   6.8e-26   88.8   0.1   1   2     2e-15     5e-13   46.5   0.2     8   133    11   134     6   145 0.93 contig_1_1245 # 1286960 # 1287733 # 1 # ID=1_1245;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
contig_1:1286960-1287733|+ -            258 23202                -            289   6.8e-26   88.8   0.1   2   2   1.6e-13     4e-11   40.3   0.0   193   281   163   251   149   254 0.91 contig_1_1245 # 1286960 # 1287733 # 1 # ID=1_1245;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
