#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:1907337-1909073|- -            579 1614                 -            563  9.7e-216  715.1  16.0   1   1  6.7e-218  1.2e-215  714.9  16.0     9   562    10   577     2   578 0.94 tig00000001_1826 # 1907337 # 1909073 # -1 # ID=1_1826;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001:187781-189616|-   -            612 1614                 -            563   1.7e-79  265.4  12.1   1   1   2.2e-81   3.8e-79  264.2  12.0   133   562   156   602     9   603 0.82 tig00000001_205 # 187781 # 189616 # -1 # ID=1_205;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:13506-15011|-     -            502 1614                 -            563   1.3e-53  179.9   9.4   1   3      0.16        27    0.6   0.0   158   201    28    73    17    99 0.60 tig00000001_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001:13506-15011|-     -            502 1614                 -            563   1.3e-53  179.9   9.4   2   3   0.00049     0.085    8.9   0.1   116   239   152   276   123   277 0.74 tig00000001_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001:13506-15011|-     -            502 1614                 -            563   1.3e-53  179.9   9.4   3   3   3.9e-54   6.8e-52  174.2   4.4   342   562   272   495   263   496 0.95 tig00000001_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001:1014871-1015914|+ -            348 1614                 -            563     3e-46  155.6   9.3   1   1   2.5e-48   4.3e-46  155.1   9.3   336   562   121   346   102   347 0.92 tig00000001_958 # 1014871 # 1015914 # 1 # ID=1_958;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001:2373963-2375303|- -            447 1614                 -            563   3.9e-44  148.6  11.5   1   2   8.4e-05     0.015   11.4   0.9   125   184   154   213    98   218 0.87 tig00000001_2306 # 2373963 # 2375303 # -1 # ID=1_2306;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001:2373963-2375303|- -            447 1614                 -            563   3.9e-44  148.6  11.5   2   2   1.5e-44   2.6e-42  142.6   3.6   342   562   219   442   199   443 0.89 tig00000001_2306 # 2373963 # 2375303 # -1 # ID=1_2306;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.365
tig00000001:631472-632680|+   -            403 1614                 -            563   4.5e-41  138.5   1.8   1   2      0.36        63   -0.6   0.0   159   226    82   150    44   156 0.80 tig00000001_578 # 631472 # 632680 # 1 # ID=1_578;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
tig00000001:631472-632680|+   -            403 1614                 -            563   4.5e-41  138.5   1.8   2   2   2.6e-43   4.5e-41  138.5   1.8   338   562   158   385   149   386 0.93 tig00000001_578 # 631472 # 632680 # 1 # ID=1_578;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
tig00000005:3665-4759|+       -            365 1614                 -            563   6.4e-40  134.7   4.7   1   2     0.011       1.9    4.4   1.8   160   238    58   133    44   134 0.79 tig00000005_7 # 3665 # 4759 # 1 # ID=5_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.422
tig00000005:3665-4759|+       -            365 1614                 -            563   6.4e-40  134.7   4.7   2   2   1.8e-41   3.1e-39  132.4   0.1   341   562   132   354   128   355 0.93 tig00000005_7 # 3665 # 4759 # 1 # ID=5_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.422
tig00000001:2000840-2001397|+ -            186 1614                 -            563   5.1e-37  125.1   4.4   1   1   3.3e-39   5.7e-37  125.0   4.4   387   561     1   178     1   180 0.94 tig00000001_1921 # 2000840 # 2001397 # 1 # ID=1_1921;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348
tig00000001:1120404-1121429|+ -            342 1614                 -            563   1.6e-28   97.1   1.1   1   1   1.6e-30   2.7e-28   96.3   0.9   344   562   119   333   111   334 0.89 tig00000001_1056 # 1120404 # 1121429 # 1 # ID=1_1056;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
