#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:1251014-1251883|- -            290 23202                -            289  2.6e-142  470.9   7.8   1   1  1.1e-144  2.9e-142  470.7   7.8     1   289     1   289     1   289 1.00 tig00000001_1176 # 1251014 # 1251883 # -1 # ID=1_1176;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
tig00000001:297407-298243|-   -            279 23202                -            289     2e-46  156.2   0.7   1   1   9.6e-49   2.5e-46  155.9   0.7     2   286     1   277     1   278 0.89 tig00000001_311 # 297407 # 298243 # -1 # ID=1_311;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
tig00000001:1712671-1713480|- -            270 23202                -            289   9.9e-44  147.3   5.5   1   2   2.5e-17   6.6e-15   52.7   0.1     2   114     3   119     2   136 0.83 tig00000001_1642 # 1712671 # 1713480 # -1 # ID=1_1642;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
tig00000001:1712671-1713480|- -            270 23202                -            289   9.9e-44  147.3   5.5   2   2   1.1e-30   2.9e-28   96.6   1.8   163   284   146   267   123   269 0.88 tig00000001_1642 # 1712671 # 1713480 # -1 # ID=1_1642;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
tig00000001:757426-758235|+   -            270 23202                -            289   3.6e-40  135.6   1.3   1   2   3.4e-19     9e-17   58.9   0.1     1   112     1   116     1   138 0.84 tig00000001_706 # 757426 # 758235 # 1 # ID=1_706;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.391
tig00000001:757426-758235|+   -            270 23202                -            289   3.6e-40  135.6   1.3   2   2   1.9e-24     5e-22   76.1   0.1   171   285   154   267   139   269 0.89 tig00000001_706 # 757426 # 758235 # 1 # ID=1_706;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.391
tig00000001:2291489-2292298|- -            270 23202                -            289     1e-38  130.9   1.4   1   2   2.6e-17   6.9e-15   52.7   0.2     2    98     1   101     1   122 0.83 tig00000001_2222 # 2291489 # 2292298 # -1 # ID=1_2222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
tig00000001:2291489-2292298|- -            270 23202                -            289     1e-38  130.9   1.4   2   2   6.3e-25   1.7e-22   77.7   0.1   154   279   140   263   129   268 0.91 tig00000001_2222 # 2291489 # 2292298 # -1 # ID=1_2222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.378
tig00000001:1601473-1602312|+ -            280 23202                -            289   4.6e-33  112.3   0.8   1   1     2e-34   5.2e-32  108.9   0.8     1   278     1   269     1   274 0.90 tig00000001_1533 # 1601473 # 1602312 # 1 # ID=1_1533;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.392
tig00000001:784869-785642|+   -            258 23202                -            289   1.7e-28   97.3   0.1   1   2   4.8e-11   1.3e-08   32.1   0.0     3    99     4    98     2   116 0.86 tig00000001_735 # 784869 # 785642 # 1 # ID=1_735;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:784869-785642|+   -            258 23202                -            289   1.7e-28   97.3   0.1   2   2   1.9e-20     5e-18   63.0   0.0   190   282   160   252   141   255 0.91 tig00000001_735 # 784869 # 785642 # 1 # ID=1_735;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.415
