#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_385945_cov_86.278628:328466-329095|+  -            210 9812943              -            178   1.7e-46  155.9   0.0   1   1   1.6e-48   2.2e-46  155.5   0.0     2   167    14   195    13   205 0.88 NODE_1_length_385945_cov_86.278628_329 # 328466 # 329095 # 1 # ID=1_329;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_11_length_113754_cov_100.754285:18405-19034|-  -            210 9812943              -            178   5.7e-06   23.9   3.9   1   1   1.9e-07   2.7e-05   21.7   3.9     2   134     7   148     6   155 0.84 NODE_11_length_113754_cov_100.754285_17 # 18405 # 19034 # -1 # ID=11_17;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_24_length_31976_cov_58.492972:9469-10884|+     -            472 9812943              -            178   0.00012   19.6   1.0   1   2   0.00057      0.08   10.4   0.0     5    22    33    50    30    79 0.80 NODE_24_length_31976_cov_58.492972_12 # 9469 # 10884 # 1 # ID=24_12;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NODE_24_length_31976_cov_58.492972:9469-10884|+     -            472 9812943              -            178   0.00012   19.6   1.0   2   2    0.0057       0.8    7.1   0.2     3    22   281   300   280   304 0.90 NODE_24_length_31976_cov_58.492972_12 # 9469 # 10884 # 1 # ID=24_12;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NODE_28_length_28084_cov_171.365477:142-681|+       -            180 9812943              -            178    0.0014   16.1   0.1   1   2   0.00025     0.035   11.6   0.0     2    23     1    22     1    37 0.85 NODE_28_length_28084_cov_171.365477_1 # 142 # 681 # 1 # ID=28_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
NODE_28_length_28084_cov_171.365477:142-681|+       -            180 9812943              -            178    0.0014   16.1   0.1   2   2      0.18        25    2.2   0.0   110   141    77   108    70   122 0.80 NODE_28_length_28084_cov_171.365477_1 # 142 # 681 # 1 # ID=28_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
NODE_27_length_28698_cov_57.404326:5888-7390|+      -            501 9812943              -            178    0.0017   15.8   0.8   1   3     0.011       1.5    6.2   0.0     3    23    33    53    31    62 0.88 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_27_length_28698_cov_57.404326:5888-7390|+      -            501 9812943              -            178    0.0017   15.8   0.8   2   3     0.041       5.7    4.3   0.2   127   158   269   301   263   317 0.72 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_27_length_28698_cov_57.404326:5888-7390|+      -            501 9812943              -            178    0.0017   15.8   0.8   3   3      0.37        52    1.2   0.0     3    21   341   359   339   364 0.87 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_62801_cov_61.371830:23736-24659|-    -            308 9812943              -            178    0.0019   15.7   0.2   1   1   2.9e-05    0.0041   14.6   0.2     2    22    84   104    83   112 0.90 NODE_16_length_62801_cov_61.371830_23 # 23736 # 24659 # -1 # ID=16_23;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_16_length_62801_cov_61.371830:56861-57226|+    -            122 9812943              -            178    0.0023   15.4   0.0   1   1   2.1e-05    0.0029   15.1   0.0     2    52    15    62    14    83 0.86 NODE_16_length_62801_cov_61.371830_68 # 56861 # 57226 # 1 # ID=16_68;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.418
NODE_1_length_385945_cov_86.278628:300538-301047|+  -            170 9812943              -            178    0.0035   14.8   0.3   1   2   0.00034     0.048   11.1   0.0     1    40     1    41     1    70 0.77 NODE_1_length_385945_cov_86.278628_300 # 300538 # 301047 # 1 # ID=1_300;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_1_length_385945_cov_86.278628:300538-301047|+  -            170 9812943              -            178    0.0035   14.8   0.3   2   2      0.19        27    2.2   0.1   131   175   125   167    95   169 0.78 NODE_1_length_385945_cov_86.278628_300 # 300538 # 301047 # 1 # ID=1_300;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_9_length_122393_cov_64.141746:43847-44527|+    -            227 9812943              -            178    0.0041   14.6   0.0   1   1   5.8e-05    0.0081   13.6   0.0     3    33     5    34     3    43 0.86 NODE_9_length_122393_cov_64.141746_38 # 43847 # 44527 # 1 # ID=9_38;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_1_length_385945_cov_86.278628:241464-242348|+  -            295 9812943              -            178    0.0041   14.6   0.3   1   2    0.0013      0.18    9.3   0.0     4    30     8    34     6    41 0.92 NODE_1_length_385945_cov_86.278628_251 # 241464 # 242348 # 1 # ID=1_251;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.407
