# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
175at81852	Complete	NODE_2_length_840748_cov_42.698360	169189	171834	+	1669.6	878
444at81852	Complete	NODE_1_length_1652082_cov_46.167482	1060917	1063211	+	1396.8	751
599at81852	Complete	NODE_1_length_1652082_cov_46.167482	525447	523438	-	1419.4	669
705at81852	Complete	NODE_2_length_840748_cov_42.698360	743332	741392	-	1363.6	643
814at81852	Complete	NODE_2_length_840748_cov_42.698360	105494	103689	-	1068.7	601
837at81852	Complete	NODE_1_length_1652082_cov_46.167482	318632	316275	-	1372.9	770
1249at81852	Complete	NODE_2_length_840748_cov_42.698360	600110	598224	-	1079.4	621
1360at81852	Duplicated	NODE_1_length_1652082_cov_46.167482	1365665	1367230	+	1090.2	518
1360at81852	Duplicated	NODE_4_length_212759_cov_102.864112	122467	120854	-	1086.2	510
1399at81852	Complete	NODE_1_length_1652082_cov_46.167482	1314703	1313021	-	1002.8	557
1424at81852	Complete	NODE_2_length_840748_cov_42.698360	352220	353926	+	969.3	562
1614at81852	Complete	NODE_1_length_1652082_cov_46.167482	145581	147317	+	715.1	554
1719at81852	Complete	NODE_2_length_840748_cov_42.698360	447524	443997	-	1557.7	1148
1785at81852	Complete	NODE_2_length_840748_cov_42.698360	372650	370980	-	1029.0	555
2159at81852	Complete	NODE_1_length_1652082_cov_46.167482	1391280	1389988	-	938.6	429
2313at81852	Complete	NODE_1_length_1652082_cov_46.167482	486100	484769	-	763.5	436
2597at81852	Complete	NODE_1_length_1652082_cov_46.167482	195927	193138	-	1170.9	859
2754at81852	Complete	NODE_1_length_1652082_cov_46.167482	1354886	1353720	-	776.8	388
2768at81852	Complete	NODE_1_length_1652082_cov_46.167482	752487	751192	-	901.1	428
3237at81852	Complete	NODE_2_length_840748_cov_42.698360	823824	822604	-	468.1	328
3315at81852	Complete	NODE_2_length_840748_cov_42.698360	381047	379698	-	845.8	445
3330at81852	Complete	NODE_3_length_245057_cov_46.274867	116045	114753	-	822.7	427
3398at81852	Complete	NODE_1_length_1652082_cov_46.167482	516192	517301	+	775.6	367
3625at81852	Complete	NODE_3_length_245057_cov_46.274867	106681	103553	-	826.2	903
3809at81852	Complete	NODE_3_length_245057_cov_46.274867	39637	38321	-	441.8	409
3920at81852	Complete	NODE_1_length_1652082_cov_46.167482	929584	930780	+	727.0	384
4084at81852	Complete	NODE_2_length_840748_cov_42.698360	128875	130248	+	798.1	451
4559at81852	Complete	NODE_1_length_1652082_cov_46.167482	892669	891434	-	812.0	410
4733at81852	Complete	NODE_2_length_840748_cov_42.698360	480807	479683	-	395.6	360
4745at81852	Complete	NODE_1_length_1652082_cov_46.167482	1161476	1160397	-	703.4	357
4818at81852	Complete	NODE_1_length_1652082_cov_46.167482	1257796	1256795	-	665.4	329
4862at81852	Complete	NODE_1_length_1652082_cov_46.167482	1331619	1330681	-	669.8	312
5602at81852	Complete	NODE_2_length_840748_cov_42.698360	416383	415442	-	567.7	310
5782at81852	Complete	NODE_2_length_840748_cov_42.698360	127709	128764	+	641.7	340
6455at81852	Complete	NODE_1_length_1652082_cov_46.167482	519389	518505	-	561.7	290
6584at81852	Complete	NODE_2_length_840748_cov_42.698360	494161	492518	-	967.3	524
6804at81852	Complete	NODE_1_length_1652082_cov_46.167482	269188	268286	-	565.0	292
6992at81852	Complete	NODE_1_length_1652082_cov_46.167482	894738	893965	-	538.7	256
7212at81852	Complete	NODE_2_length_840748_cov_42.698360	41404	42216	+	483.6	257
7426at81852	Complete	NODE_1_length_1652082_cov_46.167482	520720	519944	-	497.9	255
7677at81852	Complete	NODE_1_length_1652082_cov_46.167482	1328327	1327530	-	515.4	263
7733at81852	Complete	NODE_1_length_1652082_cov_46.167482	1351170	1351856	+	467.8	228
7785at81852	Complete	NODE_2_length_840748_cov_42.698360	765659	764697	-	510.3	315
7807at81852	Complete	NODE_1_length_1652082_cov_46.167482	895783	894935	-	445.3	278
7842at81852	Complete	NODE_1_length_1652082_cov_46.167482	1353696	1352878	-	513.9	269
