#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:696060-697622|+   -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 tig00000001_637 # 696060 # 697622 # 1 # ID=1_637;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
tig00000001:2561231-2562757|- -            509 18543                -            520  4.8e-106  352.8   8.5   1   1  1.4e-107  5.6e-106  352.6   8.5     6   501     4   503     1   507 0.95 tig00000001_2483 # 2561231 # 2562757 # -1 # ID=1_2483;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:2494287-2495024|- -            246 18543                -            520   6.8e-39  131.2   0.9   1   1   2.1e-40     8e-39  131.0   0.9     7   229     3   225     1   234 0.92 tig00000001_2421 # 2494287 # 2495024 # -1 # ID=1_2421;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000001:2136336-2137073|- -            246 18543                -            520     9e-39  130.8   1.1   1   1   2.7e-40   1.1e-38  130.6   1.1     9   222     6   218     1   226 0.92 tig00000001_2072 # 2136336 # 2137073 # -1 # ID=1_2072;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000001:1157149-1158192|+ -            348 18543                -            520   1.3e-37  126.9   1.2   1   1   5.4e-39   2.1e-37  126.3   1.2     7   233     6   236     2   253 0.89 tig00000001_1088 # 1157149 # 1158192 # 1 # ID=1_1088;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.423
tig00000001:804939-805679|-   -            247 18543                -            520   6.5e-36  121.4   1.2   1   1     2e-37   7.6e-36  121.2   1.2     5   219     3   216     1   227 0.90 tig00000001_753 # 804939 # 805679 # -1 # ID=1_753;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000001:1220309-1221382|+ -            358 18543                -            520   6.9e-34  114.7   1.4   1   1   2.3e-35   8.8e-34  114.3   1.4     8   223     2   221     1   236 0.89 tig00000001_1146 # 1220309 # 1221382 # 1 # ID=1_1146;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.384
tig00000001:2619113-2619805|- -            231 18543                -            520   8.3e-32  107.8   0.1   1   1   2.5e-33   9.8e-32  107.6   0.1     7   226     4   222     1   229 0.90 tig00000001_2541 # 2619113 # 2619805 # -1 # ID=1_2541;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.395
tig00000001:196387-197580|-   -            398 18543                -            520   1.7e-30  103.5   0.7   1   2   6.8e-32   2.6e-30  102.9   0.1    12   223    32   244    23   260 0.85 tig00000001_215 # 196387 # 197580 # -1 # ID=1_215;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:196387-197580|-   -            398 18543                -            520   1.7e-30  103.5   0.7   2   2       4.8   1.9e+02   -2.2   0.0   447   486   335   378   247   383 0.55 tig00000001_215 # 196387 # 197580 # -1 # ID=1_215;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:849593-850768|-   -            392 18543                -            520   1.9e-30  103.4   3.1   1   2   4.8e-32   1.9e-30  103.4   3.1     8   264     2   260     1   285 0.84 tig00000001_798 # 849593 # 850768 # -1 # ID=1_798;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
