# BUSCO version is: 5.8.2 
# The lineage dataset is: bacteria_odb12 (Creation date: 2025-05-14, number of genomes: 3130, number of BUSCOs: 116)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
5293449at2	Complete	tig00000001	796277	796879	+	153.0	166
9759736at2	Complete	tig00000001	2182728	2184764	+	524.8	530
9767721at2	Complete	tig00000001	2169512	2170801	+	444.1	412
9771806at2	Complete	tig00000001	2201550	2202716	+	317.7	299
9776390at2	Complete	tig00000001	1624164	1625081	+	213.7	217
9776733at2	Complete	tig00000001	457899	456850	-	495.9	303
9778364at2	Complete	tig00000001	272940	274226	+	416.4	356
9778722at2	Complete	tig00000001	712268	713101	+	474.4	276
9781053at2	Complete	tig00000001	420729	420007	-	269.8	211
9782003at2	Complete	tig00000001	2103552	2104820	+	308.7	309
9788336at2	Complete	tig00000001	660536	660988	+	90.6	119
9790352at2	Complete	tig00000001	1063696	1064412	+	245.3	249
9791908at2	Complete	tig00000001	2582827	2582339	-	201.4	129
9793681at2	Fragmented	tig00000001	49374	49114	-	114.0	83
9797833at2	Complete	tig00000001	713144	713422	+	146.4	78
9799262at2	Complete	tig00000001	811465	811734	+	140.5	87
9800507at2	Complete	tig00000001	417032	416472	-	235.3	177
9800696at2	Complete	tig00000001	1140796	1141917	+	517.7	352
9800719at2	Complete	tig00000001	2499926	2498883	-	514.9	337
9801107at2	Complete	tig00000001	1297986	1299596	+	616.2	446
9801213at2	Complete	tig00000001	2575238	2573799	-	600.2	441
9801330at2	Complete	tig00000001	575475	575032	-	141.9	108
9801549at2	Complete	tig00000001	2579101	2578373	-	291.9	263
9801753at2	Complete	tig00000001	1748085	1748381	+	106.6	70
9802065at2	Complete	tig00000001	2572152	2570617	-	690.4	480
9802219at2	Duplicated	tig00000001	689024	687459	-	308.2	255
9802219at2	Duplicated	tig00000002	123290	124903	+	306.9	255
9802304at2	Complete	tig00000001	38769	36829	-	596.8	460
9802309at2	Complete	tig00000001	2119806	2120729	+	211.6	191
9802366at2	Complete	tig00000001	705407	705820	+	200.2	119
9802408at2	Complete	tig00000001	216039	215617	-	243.8	140
9802554at2	Fragmented	tig00000001	1271069	1270332	-	122.3	202
9802589at2	Complete	tig00000001	714465	714899	+	150.9	104
9802617at2	Complete	tig00000001	716946	717344	+	138.8	115
9802672at2	Complete	tig00000001	1317047	1317643	+	258.2	193
9803017at2	Complete	tig00000001	2539181	2538621	-	176.2	169
9803201at2	Complete	tig00000001	711316	711939	+	289.5	203
9803250at2	Complete	tig00000001	721823	722041	+	129.1	68
9803420at2	Complete	tig00000001	2649785	2649018	-	269.8	191
9803474at2	Complete	tig00000001	1345616	1345909	+	110.4	62
